SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,LEVEL,FEDERAL CLASSIFICATION,READING_MATH INDICATOR RATE,READING_MATH INDICATOR RATING,SCIENCE_SOCIAL STUDIES_COMBINED WRITING INDICATOR RATE,SCIENCE_SOCIAL STUDIES_COMBINED WRITING INDICATOR RATING,GRADUATION RATE INDICATOR,GRADUATION RATING INDICATOR,REASON FOR FEDERAL CLASSIFICATION,FEEDER SCHOOL,OVERALL INDICATOR RATE,OVERALL INDICATOR RATING,ENGLISH LEARNERS PROGRESS INDICATOR RATE,ENGLISH LEARNERS PROGRESS INDICATOR RATING,QUALITY OF SCHOOL CLIMATE AND SAFETY INDICATOR RATE,QUALITY OF SCHOOL CLIMATE AND SAFETY INDICATOR RATING,POSTSECONDARY INDICATOR RATE,POSTSECONDARY INDICATOR RATING
20212022,079,MCCRACKEN,476,Paducah Independent,"",---District Total---,476,"","",WKEC,908,"",MS,"",52.8,2,47.0,2,"","","","",50.3,2,"","",59.1,2,"",""
20212022,079,MCCRACKEN,476,Paducah Independent,010,Paducah Middle School,476010,079476010,210465001144,WKEC,908,A1,MS,TSI,52.8,2,47.0,2,"","",African American; Disability,"",50.3,2,"","",59.1,2,"",""
20212022,079,MCCRACKEN,476,Paducah Independent,020,Clark Elementary School,476020,079476020,210465001146,WKEC,908,A1,ES,"",70.0,4,65.0,3,"","","","",68.1,3,"","",74.5,3,"",""
20212022,079,MCCRACKEN,476,Paducah Independent,080,McNabb Elementary School,476080,079476080,210465001150,WKEC,908,A1,ES,"",37.5,2,41.8,2,"","","","",40.8,2,"","",73.7,2,"",""
20212022,079,MCCRACKEN,476,Paducah Independent,150,Morgan Elementary School,476150,079476150,210465001152,WKEC,908,A1,ES,"",60.5,3,51.8,3,"","","","",57.4,3,"","",73.1,2,"",""
20212022,079,MCCRACKEN,476,Paducah Independent,170,Paducah Tilghman High School,476170,079476170,210465001154,WKEC,908,A1,HS,"",54.4,3,52.8,3,88.4,2,"","",61.2,3,"","",58.2,2,77.4,3
20212022,058,JOHNSON,477,Paintsville Independent,"",---District Total---,477,"","",KEDC,903,"",ES,"",59.1,3,68.4,4,"","","","",63.7,3,"","",75.4,3,"",""
20212022,058,JOHNSON,477,Paintsville Independent,"",---District Total---,477,"","",KEDC,903,"",HS,"",60.5,3,62.4,4,96.9,4,"","",68.6,4,"","",70.5,5,84.1,3
20212022,058,JOHNSON,477,Paintsville Independent,"",---District Total---,477,"","",KEDC,903,"",MS,"",57.1,3,49.1,3,"","","","",53.9,3,"","",71.3,4,"",""
20212022,058,JOHNSON,477,Paintsville Independent,010,Paintsville Elementary School,477010,058477010,210468001155,KEDC,903,A1,ES,"",59.6,3,68.4,4,"","","","",64.0,3,"","",75.1,3,"",""
20212022,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,A1,HS,"",60.5,3,62.4,4,96.9,4,"","",69.4,4,"","",70.5,5,88.1,4
20212022,058,JOHNSON,477,Paintsville Independent,020,Paintsville High School,477020,058477020,210468001156,KEDC,903,A1,MS,"",55.1,3,49.1,3,"","","","",52.9,3,"","",69.9,4,"",""
20212022,009,BOURBON,478,Paris Independent,"",---District Total---,478,"","",CKEC,901,"",ES,"",43.6,2,46.4,2,"","","","",46.1,2,"","",74.7,3,"",""
20212022,009,BOURBON,478,Paris Independent,"",---District Total---,478,"","",CKEC,901,"",HS,"",55.3,3,47.2,3,90.9,2,"","",57.9,2,"","",62.9,3,63.7,2
20212022,009,BOURBON,478,Paris Independent,"",---District Total---,478,"","",CKEC,901,"",MS,"",36.6,2,29.8,1,"","","","",34.3,1,"","",58.6,1,"",""
20212022,009,BOURBON,478,Paris Independent,010,Paris Elementary School,478010,009478010,210471001157,CKEC,901,A1,ES,"",43.6,2,46.4,2,"","","","",46.1,2,"","",74.7,3,"",""
20212022,009,BOURBON,478,Paris Independent,020,Paris High School,478020,009478020,210471001158,CKEC,901,A1,HS,"",55.3,3,47.2,3,90.9,2,"","",57.9,2,"","",62.9,3,63.7,2
20212022,009,BOURBON,478,Paris Independent,030,Paris Middle School,478030,009478030,210471001159,CKEC,901,A1,MS,TSI,36.6,2,29.8,1,"","",Hispanic; Economically Disadvantaged,"",34.3,1,"","",58.6,1,"",""
20212022,096,PENDLETON,481,Pendleton County,"",---District Total---,481,"","",NKCES,905,"",ES,"",64.8,3,59.7,3,"","","","",63.4,3,"","",81.5,4,"",""
20212022,096,PENDLETON,481,Pendleton County,"",---District Total---,481,"","",NKCES,905,"",HS,"",44.1,2,38.4,2,98.8,5,"","",52.4,2,"","",61.1,3,69.2,2
20212022,096,PENDLETON,481,Pendleton County,"",---District Total---,481,"","",NKCES,905,"",MS,"",42.0,2,38.7,2,"","","","",41.3,2,"","",62.7,2,"",""
20212022,096,PENDLETON,481,Pendleton County,060,Northern Elementary School,481060,096481060,210474001160,NKCES,905,A1,ES,TSI,67.2,3,66.1,3,"","",Disability,"",67.4,3,"","",82.5,5,"",""
20212022,096,PENDLETON,481,Pendleton County,061,Phillip Sharp Middle School,481061,096481061,210474001646,NKCES,905,A1,MS,TSI,42.0,2,38.7,2,"","",Disability,"",41.3,2,"","",62.7,2,"",""
20212022,096,PENDLETON,481,Pendleton County,070,Pendleton County High School,481070,096481070,210474001161,NKCES,905,A1,HS,"",44.1,2,38.4,2,98.8,5,"","",52.4,2,"","",61.1,3,69.2,2
20212022,096,PENDLETON,481,Pendleton County,080,Southern Elementary School,481080,096481080,210474001163,NKCES,905,A1,ES,"",62.7,3,53.0,3,"","","","",59.4,3,"","",80.6,4,"",""
20212022,097,PERRY,485,Perry County,"",---District Total---,485,"","",KVEC,904,"",ES,"",59.8,3,60.0,3,"","","","",60.6,3,"","",75.9,3,"",""
20212022,097,PERRY,485,Perry County,"",---District Total---,485,"","",KVEC,904,"",HS,"",49.3,2,44.1,2,93.7,3,"","",62.7,3,"","",66.6,4,101.2,5
20212022,097,PERRY,485,Perry County,"",---District Total---,485,"","",KVEC,904,"",MS,"",59.7,3,51.2,3,"","","","",56.1,3,"","",70.6,4,"",""
20212022,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,A1,ES,"",42.4,2,28.0,1,"","","","",37.7,2,"","",73.7,2,"",""
20212022,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,A1,HS,"",54.5,3,37.1,2,93.5,3,"","",60.8,3,"","",71.1,5,86.7,3
20212022,097,PERRY,485,Perry County,130,Buckhorn School,485130,097485130,210477001166,KVEC,904,A1,MS,"",42.3,2,32.1,1,"","","","",38.6,2,"","",69.9,4,"",""
20212022,097,PERRY,485,Perry County,200,East Perry County Elementary School,485200,097485200,210477002354,KVEC,904,A1,ES,"",57.1,3,64.6,3,"","","","",61.0,3,"","",74.2,3,"",""
20212022,097,PERRY,485,Perry County,200,East Perry County Elementary School,485200,097485200,210477002354,KVEC,904,A1,MS,"",60.3,3,51.3,3,"","","","",56.4,3,"","",68.5,4,"",""
20212022,097,PERRY,485,Perry County,250,Perry County Central High School,485250,097485250,210477000755,KVEC,904,A1,HS,"",48.7,2,45.5,2,95.6,4,"","",63.4,3,"","",65.8,4,104.3,5
20212022,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,A1,ES,"",54.4,3,"","","","","","",56.3,3,"","",80.2,4,"",""
20212022,097,PERRY,485,Perry County,480,Leatherwood Elementary School,485480,097485480,210477001170,KVEC,904,A1,MS,"",53.8,2,51.6,3,"","","","",53.5,3,"","",72.4,4,"",""
20212022,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,A1,ES,"",45.6,2,41.9,2,"","","","",45.5,2,"","",79.8,4,"",""
20212022,097,PERRY,485,Perry County,635,Robert W Combs Elementary School,485635,097485635,210477001174,KVEC,904,A1,MS,"",51.0,2,47.9,2,"","","","",50.4,2,"","",70.8,4,"",""
20212022,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,A1,ES,"",63.6,3,64.0,3,"","","","",64.3,3,"","",76.6,3,"",""
20212022,097,PERRY,485,Perry County,640,Robinson Elementary School,485640,097485640,210477001175,KVEC,904,A1,MS,"",66.0,4,60.0,4,"","","","",63.3,4,"","",69.5,4,"",""
20212022,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,A1,ES,"",75.2,4,66.2,3,"","","","",71.3,4,"","",73.3,2,"",""
20212022,097,PERRY,485,Perry County,890,Viper Elementary School,485890,097485890,210477001177,KVEC,904,A1,MS,"",72.4,4,62.5,4,"","","","",67.8,4,"","",74.5,4,"",""
20212022,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,A1,ES,"",69.1,3,69.9,4,"","","","",69.7,4,"","",76.0,3,"",""
20212022,097,PERRY,485,Perry County,898,West Perry Elementary School,485898,097485898,210477002453,KVEC,904,A1,MS,"",64.6,3,51.5,3,"","","","",58.7,3,"","",71.3,4,"",""
20212022,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,"",ES,"",64.9,3,68.7,4,"","","","",67.4,3,"","",85.7,5,"",""
20212022,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,"",HS,"",51.6,2,46.9,2,90.2,2,"","",58.0,2,"","",63.0,3,72.6,2
20212022,098,PIKE,491,Pike County,"",---District Total---,491,"","",KVEC,904,"",MS,"",60.7,3,56.1,3,"","","","",59.0,3,"","",72.0,4,"",""
20212022,098,PIKE,491,Pike County,051,Belfry Elementary,491051,098491051,210480001647,KVEC,904,A1,ES,"",69.8,3,58.5,3,"","","","",65.6,3,"","",83.3,5,"",""
20212022,098,PIKE,491,Pike County,054,East Ridge High School,491054,098491054,210480001948,KVEC,904,A1,HS,"",52.6,2,39.2,2,94.5,3,"","",55.8,2,"","",64.4,4,66.4,2
20212022,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,A1,ES,"",63.9,3,61.1,3,"","","","",64.0,3,"","",95.2,5,"",""
20212022,098,PIKE,491,Pike County,057,Feds Creek Elementary School,491057,098491057,210480002012,KVEC,904,A1,MS,"",54.2,2,51.5,3,"","","","",54.0,3,"","",79.5,5,"",""
20212022,098,PIKE,491,Pike County,058,Belfry Middle School,491058,098491058,210480002013,KVEC,904,A1,MS,"",64.7,3,66.2,4,"","","","",65.8,4,"","",73.2,4,"",""
20212022,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,A1,ES,"",62.1,3,78.0,5,"","","","",69.5,4,"","",79.8,4,"",""
20212022,098,PIKE,491,Pike County,059,Millard School,491059,098491059,210480002240,KVEC,904,A1,MS,"",59.7,3,55.1,3,"","","","",58.1,3,"","",72.5,4,"",""
20212022,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,A1,ES,"",87.1,5,85.7,5,"","","","",86.5,5,"","",86.6,5,"",""
20212022,098,PIKE,491,Pike County,060,Valley Elementary School,491060,098491060,210480002296,KVEC,904,A1,MS,"",76.8,5,62.8,4,"","","","",70.1,4,"","",74.4,4,"",""
20212022,098,PIKE,491,Pike County,090,Belfry High School,491090,098491090,210480001179,KVEC,904,A1,HS,"",44.3,2,49.3,3,86.7,2,"","",52.1,2,"","",60.9,3,60.4,2
20212022,098,PIKE,491,Pike County,130,Bevins Elementary School,491130,098491130,210480001180,KVEC,904,A1,ES,"",57.2,3,65.5,3,"","","","",62.2,3,"","",93.4,5,"",""
20212022,098,PIKE,491,Pike County,190,Pike County Central High School,491190,098491190,210480000505,KVEC,904,A1,HS,"",53.7,3,45.6,2,93.6,3,"","",58.6,2,"","",63.0,3,71.3,2
20212022,098,PIKE,491,Pike County,250,Dorton Elementary School,491250,098491250,210480001183,KVEC,904,A1,ES,"",60.8,3,65.2,3,"","","","",63.6,3,"","",84.4,5,"",""
20212022,098,PIKE,491,Pike County,250,Dorton Elementary School,491250,098491250,210480001183,KVEC,904,A1,MS,"",64.6,3,69.2,5,"","","","",66.9,4,"","",68.3,4,"",""
20212022,098,PIKE,491,Pike County,300,Elkhorn City Elementary School,491300,098491300,210480001185,KVEC,904,A1,ES,"",53.9,2,57.9,3,"","","","",56.7,3,"","",80.4,4,"",""
20212022,098,PIKE,491,Pike County,300,Elkhorn City Elementary School,491300,098491300,210480001185,KVEC,904,A1,MS,"",46.6,2,53.8,3,"","","","",50.7,2,"","",63.3,2,"",""
20212022,098,PIKE,491,Pike County,620,Johns Creek Elementary School,491620,098491620,210480001195,KVEC,904,A1,ES,"",51.4,2,62.2,3,"","","","",57.5,3,"","",89.0,5,"",""
20212022,098,PIKE,491,Pike County,620,Johns Creek Elementary School,491620,098491620,210480001195,KVEC,904,A1,MS,"",51.0,2,46.4,2,"","","","",50.0,2,"","",78.1,5,"",""
20212022,098,PIKE,491,Pike County,650,Kimper Elementary School,491650,098491650,210480001197,KVEC,904,A1,ES,"",51.7,2,62.9,3,"","","","",57.7,3,"","",82.0,5,"",""
20212022,098,PIKE,491,Pike County,650,Kimper Elementary School,491650,098491650,210480001197,KVEC,904,A1,MS,"",74.0,5,"","","","","","",73.8,5,"","",71.4,4,"",""
20212022,098,PIKE,491,Pike County,950,Mullins Elementary School,491950,098491950,210480001202,KVEC,904,A1,ES,"",56.8,3,56.2,3,"","","","",57.7,3,"","",84.5,5,"",""
20212022,098,PIKE,491,Pike County,950,Mullins Elementary School,491950,098491950,210480001202,KVEC,904,A1,MS,TSI,58.3,3,42.0,2,"","",Disability,"",51.0,3,"","",68.4,4,"",""
20212022,098,PIKE,491,Pike County,952,Phelps Elementary School,491952,098491952,210480001203,KVEC,904,A1,ES,"",73.3,4,90.9,5,"","","","",81.4,5,"","",90.8,5,"",""
20212022,098,PIKE,491,Pike County,954,Phelps High School,491954,098491954,210480001204,KVEC,904,A1,HS,"",48.2,2,44.1,2,97.9,4,"","",61.0,3,"","",62.0,3,95.2,5
20212022,098,PIKE,491,Pike County,954,Phelps High School,491954,098491954,210480001204,KVEC,904,A1,MS,"",50.9,2,49.5,3,"","","","",50.7,2,"","",62.7,2,"",""
20212022,098,PIKE,491,Pike County,980,Shelby Valley High School,491980,098491980,210480001686,KVEC,904,A1,HS,"",58.1,3,55.5,4,90.0,2,"","",65.7,3,"","",63.9,3,86.2,3
20212022,098,PIKE,492,Pikeville Independent,"",---District Total---,492,"","",KVEC,904,"",ES,"",84.3,5,81.0,5,"","","","",82.7,5,"","",78.1,4,"",""
20212022,098,PIKE,492,Pikeville Independent,"",---District Total---,492,"","",KVEC,904,"",HS,"",96.8,5,74.0,5,94.9,3,"","",88.7,5,"","",68.7,5,87.3,3
20212022,098,PIKE,492,Pikeville Independent,"",---District Total---,492,"","",KVEC,904,"",MS,"",86.1,5,76.4,5,"","","","",81.0,5,"","",74.2,4,"",""
20212022,098,PIKE,492,Pikeville Independent,020,Pikeville Elementary School,492020,098492020,210483001213,KVEC,904,A1,ES,"",84.4,5,81.0,5,"","","","",82.6,5,"","",76.5,3,"",""
20212022,098,PIKE,492,Pikeville Independent,030,Pikeville High School,492030,098492030,210483001214,KVEC,904,A1,HS,"",96.8,5,74.0,5,94.9,3,"","",88.7,5,"","",68.7,5,87.3,3
20212022,098,PIKE,492,Pikeville Independent,030,Pikeville High School,492030,098492030,210483001214,KVEC,904,A1,MS,"",86.7,5,76.4,5,"","","","",81.3,5,"","",75.4,5,"",""
20212022,007,BELL,493,Pineville Independent,"",---District Total---,493,"","",SESC,907,"",ES,"",55.8,3,63.3,3,"","","","",59.8,3,"","",75.4,3,"",""
20212022,007,BELL,493,Pineville Independent,"",---District Total---,493,"","",SESC,907,"",HS,"",61.1,3,57.2,4,91.3,2,"","",68.4,4,"","",63.0,3,90.0,4
20212022,007,BELL,493,Pineville Independent,"",---District Total---,493,"","",SESC,907,"",MS,"",54.0,2,49.0,3,"","","","",52.2,3,"","",67.8,3,"",""
20212022,007,BELL,493,Pineville Independent,030,Pineville Independent School,493030,007493030,210486002393,SESC,907,A1,ES,"",55.8,3,63.3,3,"","","","",59.8,3,"","",75.4,3,"",""
20212022,007,BELL,493,Pineville Independent,030,Pineville Independent School,493030,007493030,210486002393,SESC,907,A1,HS,"",61.1,3,57.2,4,91.3,2,"","",68.4,4,"","",63.0,3,90.0,4
20212022,007,BELL,493,Pineville Independent,030,Pineville Independent School,493030,007493030,210486002393,SESC,907,A1,MS,"",54.0,2,49.0,3,"","","","",52.2,3,"","",67.8,3,"",""
20212022,099,POWELL,495,Powell County,"",---District Total---,495,"","",CKEC,901,"",ES,"",39.5,2,43.0,2,"","","","",42.5,2,"","",76.3,3,"",""
20212022,099,POWELL,495,Powell County,"",---District Total---,495,"","",CKEC,901,"",HS,"",42.2,2,33.0,2,89.8,2,"","",52.5,2,"","",55.2,2,83.6,3
20212022,099,POWELL,495,Powell County,"",---District Total---,495,"","",CKEC,901,"",MS,"",42.8,2,46.0,2,"","","","",45.2,2,"","",63.9,2,"",""
20212022,099,POWELL,495,Powell County,010,Bowen Elementary School,495010,099495010,210489001217,CKEC,901,A1,ES,"",42.3,2,34.1,2,"","","","",40.5,2,"","",80.6,4,"",""
20212022,099,POWELL,495,Powell County,015,Powell County Middle School,495015,099495015,210489001218,CKEC,901,A1,MS,TSI,42.8,2,46.0,2,"","",Disability,"",45.2,2,"","",63.9,2,"",""
20212022,099,POWELL,495,Powell County,020,Clay City Elementary School,495020,099495020,210489001219,CKEC,901,A1,ES,TSI,37.6,2,44.3,2,"","",Disability,"",42.0,2,"","",75.4,3,"",""
20212022,099,POWELL,495,Powell County,040,Powell County High School,495040,099495040,210489001220,CKEC,901,A1,HS,"",42.5,2,33.0,2,90.3,2,"","",52.8,2,"","",55.2,2,84.1,3
20212022,099,POWELL,495,Powell County,060,Stanton Elementary School,495060,099495060,210489001221,CKEC,901,A1,ES,"",41.5,2,45.0,2,"","","","",44.4,2,"","",75.5,3,"",""
20212022,100,PULASKI,501,Pulaski County,"",---District Total---,501,"","",SESC,907,"",ES,"",76.8,4,73.2,4,"","","","",74.4,4,51.9,3,84.2,5,"",""
20212022,100,PULASKI,501,Pulaski County,"",---District Total---,501,"","",SESC,907,"",HS,"",66.7,4,53.5,3,95.1,4,"","",70.4,4,"","",63.9,3,89.6,4
20212022,100,PULASKI,501,Pulaski County,"",---District Total---,501,"","",SESC,907,"",MS,"",70.1,4,63.1,4,"","","","",66.8,4,"","",69.9,4,"",""
20212022,100,PULASKI,501,Pulaski County,070,Burnside Elementary School,501070,100501070,210495001225,SESC,907,A1,ES,"",68.7,3,65.7,3,"","","","",68.7,3,"","",98.3,5,"",""
20212022,100,PULASKI,501,Pulaski County,180,Eubank Elementary School,501180,100501180,210495001227,SESC,907,A1,ES,"",63.2,3,53.8,3,"","","","",59.9,3,"","",78.1,4,"",""
20212022,100,PULASKI,501,Pulaski County,280,Nancy Elementary School,501280,100501280,210495001231,SESC,907,A1,ES,"",65.4,3,62.8,3,"","","","",64.8,3,"","",76.9,3,"",""
20212022,100,PULASKI,501,Pulaski County,380,Pulaski County High School,501380,100501380,210495001233,SESC,907,A1,HS,"",69.0,4,59.1,4,95.3,4,"","",71.8,4,"","",67.2,4,84.5,3
20212022,100,PULASKI,501,Pulaski County,385,Pulaski Elementary School,501385,100501385,210495001234,SESC,907,A1,ES,"",80.0,4,70.5,4,"","","","",76.0,4,"","",79.1,4,"",""
20212022,100,PULASKI,501,Pulaski County,390,Southern Middle School,501390,100501390,210495001572,SESC,907,A1,MS,"",71.5,4,64.6,4,"","","","",68.2,4,"","",71.2,4,"",""
20212022,100,PULASKI,501,Pulaski County,395,Northern Middle School,501395,100501395,210495001573,SESC,907,A1,MS,TSI,68.6,4,61.5,4,"","",Disability,"",65.2,4,"","",68.4,4,"",""
20212022,100,PULASKI,501,Pulaski County,400,Southwestern High School,501400,100501400,210495000506,SESC,907,A1,HS,TSI,64.6,3,48.5,3,95.1,4,Disability,"",69.1,4,"","",60.9,3,93.7,4
20212022,100,PULASKI,501,Pulaski County,420,Oak Hill Elementary School,501420,100501420,210495000779,SESC,907,A1,ES,"",89.8,5,89.5,5,"","","","",89.5,5,"","",85.5,5,"",""
20212022,100,PULASKI,501,Pulaski County,440,Shopville Elementary School,501440,100501440,210495001235,SESC,907,A1,ES,"",90.6,5,86.1,5,"","","","",88.4,5,"","",84.4,5,"",""
20212022,100,PULASKI,501,Pulaski County,560,Northern Elementary School,501560,100501560,210495001238,SESC,907,A1,ES,"",83.7,5,79.6,5,"","","","",81.9,5,"","",82.5,5,"",""
20212022,100,PULASKI,501,Pulaski County,570,Southern Elementary School,501570,100501570,210495001464,SESC,907,A1,ES,"",71.0,4,71.8,4,"","","","",72.1,4,"","",88.9,5,"",""
20212022,045,GREENUP,502,Raceland-Worthington Independent,"",---District Total---,502,"","",KEDC,903,"",ES,"",64.8,3,68.9,4,"","","","",67.0,3,"","",77.0,4,"",""
20212022,045,GREENUP,502,Raceland-Worthington Independent,"",---District Total---,502,"","",KEDC,903,"",HS,"",77.3,5,54.8,3,89.4,2,"","",72.7,4,"","",68.4,5,75.9,2
20212022,045,GREENUP,502,Raceland-Worthington Independent,"",---District Total---,502,"","",KEDC,903,"",MS,"",64.9,3,56.3,3,"","","","",61.0,3,"","",67.9,3,"",""
20212022,045,GREENUP,502,Raceland-Worthington Independent,010,Campbell Elementary School,502010,045502010,210498001239,KEDC,903,A1,ES,"",64.8,3,68.9,4,"","","",Raceland-Worthington Middle School,67.0,3,"","",77.0,4,"",""
20212022,045,GREENUP,502,Raceland-Worthington Independent,020,Raceland-Worthington High School,502020,045502020,210498001240,KEDC,903,A1,HS,"",77.3,5,54.8,3,89.4,2,"","",72.7,4,"","",68.4,5,75.9,2
20212022,045,GREENUP,502,Raceland-Worthington Independent,030,Raceland-Worthington Middle School,502030,045502030,210498001241,KEDC,903,A1,ES,"",64.8,3,68.9,4,"","","","",67.0,3,"","",77.0,4,"",""
20212022,045,GREENUP,502,Raceland-Worthington Independent,030,Raceland-Worthington Middle School,502030,045502030,210498001241,KEDC,903,A1,MS,"",65.2,4,56.7,3,"","","","",61.3,3,"","",67.8,3,"",""
20212022,101,ROBERTSON,505,Robertson County,"",---District Total---,505,"","",KEDC,903,"",ES,"",47.0,2,45.2,2,"","","","",47.5,2,"","",75.7,3,"",""
20212022,101,ROBERTSON,505,Robertson County,"",---District Total---,505,"","",KEDC,903,"",HS,"",47.4,2,43.1,2,95.5,4,"","",59.2,3,"","",63.6,3,90.0,4
20212022,101,ROBERTSON,505,Robertson County,"",---District Total---,505,"","",KEDC,903,"",MS,"",50.1,2,42.7,2,"","","","",47.3,2,"","",66.7,3,"",""
20212022,101,ROBERTSON,505,Robertson County,010,Robertson County School,505010,101505010,210504001246,KEDC,903,A1,ES,"",47.0,2,45.2,2,"","","","",47.5,2,"","",75.7,3,"",""
20212022,101,ROBERTSON,505,Robertson County,010,Robertson County School,505010,101505010,210504001246,KEDC,903,A1,HS,"",47.4,2,43.1,2,95.5,4,"","",59.2,3,"","",63.6,3,90.0,4
20212022,101,ROBERTSON,505,Robertson County,010,Robertson County School,505010,101505010,210504001246,KEDC,903,A1,MS,"",50.1,2,42.7,2,"","","","",47.3,2,"","",66.7,3,"",""
20212022,102,ROCKCASTLE,511,Rockcastle County,"",---District Total---,511,"","",SESC,907,"",ES,"",60.5,3,57.1,3,"","","","",59.9,3,"","",80.6,4,"",""
20212022,102,ROCKCASTLE,511,Rockcastle County,"",---District Total---,511,"","",SESC,907,"",HS,"",45.9,2,50.6,3,93.6,3,"","",54.9,2,"","",63.0,3,66.3,2
20212022,102,ROCKCASTLE,511,Rockcastle County,"",---District Total---,511,"","",SESC,907,"",MS,"",55.8,3,47.9,2,"","","","",52.7,3,"","",70.8,4,"",""
20212022,102,ROCKCASTLE,511,Rockcastle County,020,Brodhead Elementary School,511020,102511020,210507001249,SESC,907,A1,ES,"",61.3,3,59.3,3,"","","","",61.3,3,"","",80.8,4,"",""
20212022,102,ROCKCASTLE,511,Rockcastle County,100,Rockcastle County Middle School,511100,102511100,210507000782,SESC,907,A1,MS,TSI,55.7,3,47.8,2,"","",Disability,"",52.6,3,"","",70.8,4,"",""
20212022,102,ROCKCASTLE,511,Rockcastle County,170,Mt. Vernon Elementary,511170,102511170,210507001251,SESC,907,A1,ES,"",59.0,3,54.7,3,"","","","",58.1,3,"","",81.6,4,"",""
20212022,102,ROCKCASTLE,511,Rockcastle County,310,Rockcastle County High School,511310,102511310,210507001252,SESC,907,A1,HS,"",46.7,2,50.9,3,95.3,4,"","",55.9,2,"","",63.2,3,68.1,2
20212022,102,ROCKCASTLE,511,Rockcastle County,320,Roundstone Elementary School,511320,102511320,210507001253,SESC,907,A1,ES,"",63.5,3,58.6,3,"","","","",62.0,3,"","",77.5,4,"",""
20212022,103,ROWAN,515,Rowan County,"",---District Total---,515,"","",KEDC,903,"",ES,"",57.5,3,60.3,3,"","","","",59.6,3,"","",79.5,4,"",""
20212022,103,ROWAN,515,Rowan County,"",---District Total---,515,"","",KEDC,903,"",HS,"",51.5,2,48.1,3,96.5,4,"","",61.7,3,"","",55.3,2,89.3,4
20212022,103,ROWAN,515,Rowan County,"",---District Total---,515,"","",KEDC,903,"",MS,"",56.3,3,52.4,3,"","","","",54.7,3,"","",62.5,2,"",""
20212022,103,ROWAN,515,Rowan County,040,Clearfield Elementary School,515040,103515040,210510001254,KEDC,903,A1,ES,"",58.9,3,65.9,3,"","","","",62.9,3,"","",84.5,5,"",""
20212022,103,ROWAN,515,Rowan County,043,McBrayer Elementary School,515043,103515043,210510002016,KEDC,903,A1,ES,TSI,55.0,3,61.5,3,"","",Disability,"",58.6,3,"","",76.2,3,"",""
20212022,103,ROWAN,515,Rowan County,180,Rowan County Senior High School,515180,103515180,210510001260,KEDC,903,A1,HS,"",51.8,2,49.1,3,96.7,4,"","",62.3,3,"","",55.2,2,90.1,4
20212022,103,ROWAN,515,Rowan County,200,Tilden Hogge Elementary School,515200,103515200,210510001261,KEDC,903,A1,ES,"",53.3,2,50.9,3,"","","","",53.3,3,"","",78.4,4,"",""
20212022,103,ROWAN,515,Rowan County,210,Rowan County Middle School,515210,103515210,210510001478,KEDC,903,A1,MS,TSI,56.5,3,52.7,3,"","",Disability,"",54.9,3,"","",62.4,2,"",""
20212022,103,ROWAN,515,Rowan County,250,Rodburn Elementary School,515250,103515250,210510000787,KEDC,903,A1,ES,"",62.7,3,59.0,3,"","","","",61.9,3,"","",80.8,4,"",""
20212022,104,RUSSELL,521,Russell County,"",---District Total---,521,"","",GRREC,902,"",ES,"",71.0,4,65.5,3,"","","","",68.5,3,59.3,4,77.6,4,"",""
20212022,104,RUSSELL,521,Russell County,"",---District Total---,521,"","",GRREC,902,"",HS,"",59.8,3,52.6,3,94.3,3,"","",67.6,4,"","",59.6,3,93.7,4
20212022,104,RUSSELL,521,Russell County,"",---District Total---,521,"","",GRREC,902,"",MS,"",62.7,3,53.3,3,"","","","",58.4,3,"","",65.5,3,"",""
20212022,104,RUSSELL,521,Russell County,140,Jamestown Elementary School,521140,104521140,210516001263,GRREC,902,A1,ES,"",66.8,3,54.5,3,"","","","",62.1,3,"","",77.0,4,"",""
20212022,104,RUSSELL,521,Russell County,230,Russell Springs Elementary School,521230,104521230,210516001264,GRREC,902,A1,ES,"",77.3,4,76.2,5,"","","","",76.3,4,66.3,5,76.7,3,"",""
