SCH_YEAR,CATEGORY,SCH_CD,DIST_NAME,SCH_NAME,CONTENT_LEVEL,OVERALL_SCORE,KY_RANK,CLASSIFICATION,REWARD_RECOGNITION,BASE_YR_SCORE,AMO_GOAL,AMO_MET,PARTICIPATION_NEXT_YR,GRADUATION_RATE_GOAL
20122013,Accountability,111045,Casey County,Casey County High School,High School,65.0,90,Distinguished/Progressing,High Performing School,56.5,57.5,Yes,Yes,Yes
20122013,Accountability,111070,Casey County,Casey County Middle School,Middle School,53.1,46,Needs Improvement,,58.7,59.2,No,Yes,N/A
20122013,Accountability,111026,Casey County,Jones Park Elementary,Elementary School,59.6,57,Needs Improvement/Progressing,,57.9,58.9,Yes,Yes,N/A
20122013,Accountability,111190,Casey County,Liberty Elementary School,Elementary School,73.0,95,Distinguished,,74.5,75.0,No,Yes,N/A
20122013,Accountability,111015,Casey County,Walnut Hill Elementary School,Elementary School,62.4,69,Needs Improvement,,65.2,65.7,No,Yes,N/A
20122013,Accountability,113025,Caverna Independent,Caverna Elementary School,Elementary School,43.1,7,Needs Improvement,,55.9,56.9,No,Yes,N/A
20122013,Accountability,113030,Caverna Independent,Caverna High School,High School,51.8,35,Needs Improvement,Priority School,40.6,41.6,Yes,Yes,No
20122013,Accountability,113026,Caverna Independent,Caverna Middle School,Middle School,35.3,3,Needs Improvement,,52.1,53.1,No,Yes,N/A
20122013,Accountability,115020,Christian County,Belmont Elementary School,Elementary School,64.6,78,Proficient/Progressing,High Progress School,52.5,53.5,Yes,Yes,N/A
20122013,Accountability,115030,Christian County,Christian County High School,High School,56.2,61,Needs Improvement,Priority School,51.1,52.1,Yes,Yes,No
20122013,Accountability,115035,Christian County,Christian County Middle School,Middle School,46.1,18,Needs Improvement/Progressing,Focus School,43.0,44.0,Yes,Yes,N/A
20122013,Accountability,115040,Christian County,Crofton Elementary School,Elementary School,60.4,60,Needs Improvement/Progressing,,58.0,59.0,Yes,Yes,N/A
20122013,Accountability,115105,Christian County,Holiday Elementary School,Elementary School,58.9,55,Needs Improvement/Progressing,,55.6,56.6,Yes,Yes,N/A
20122013,Accountability,115050,Christian County,Hopkinsville High School,High School,56.8,62,Needs Improvement,,53.8,54.8,Yes,Yes,No
20122013,Accountability,115058,Christian County,Hopkinsville Middle School,Middle School,58.2,68,Needs Improvement/Progressing,,55.1,56.1,Yes,Yes,N/A
20122013,Accountability,115055,Christian County,Indian Hills Elementary School,Elementary School,39.7,3,Needs Improvement,,42.6,43.6,No,Yes,N/A
20122013,Accountability,115110,Christian County,Lacy Elementary School,Elementary School,66.3,82,Proficient/Progressing,High Progress School,52.7,53.7,Yes,Yes,N/A
20122013,Accountability,115017,Christian County,Martin Luther King Jr. Elementary School,Elementary School,42.3,5,Needs Improvement,,44.0,45.0,No,Yes,N/A
20122013,Accountability,115125,Christian County,Millbrooke Elementary School,Elementary School,63.6,74,Proficient/Progressing,,58.2,59.2,Yes,Yes,N/A
20122013,Accountability,115045,Christian County,North Drive Middle School,Middle School,42.9,11,Needs Improvement,Focus School,42.0,43.0,No,Yes,N/A
20122013,Accountability,115130,Christian County,Pembroke Elementary School,Elementary School,68.5,87,Proficient/Progressing,High Progress School,54.1,55.1,Yes,Yes,N/A
20122013,Accountability,115150,Christian County,Sinking Fork Elementary School,Elementary School,53.8,35,Needs Improvement/Progressing,,51.4,52.4,Yes,Yes,N/A
20122013,Accountability,115170,Christian County,South Christian Elementary School,Elementary School,64.4,77,Proficient,,68.0,68.5,No,Yes,N/A
20122013,Accountability,121020,Clark County,Central Elementary School,Elementary School,60.2,60,Needs Improvement/Progressing,,58.6,59.6,Yes,Yes,N/A
20122013,Accountability,121070,Clark County,Clark Middle School,Middle School,54.8,53,Needs Improvement,,54.8,55.8,No,Yes,N/A
20122013,Accountability,121035,Clark County,Conkwright Middle School,Middle School,56.0,57,Needs Improvement,,57.5,58.5,No,Yes,N/A
20122013,Accountability,121040,Clark County,Fannie Bush Elementary,Elementary School,58.3,53,Needs Improvement/Progressing,High Progress School,47.8,48.8,Yes,Yes,N/A
20122013,Accountability,121030,Clark County,George Rogers Clark High School,High School,60.6,78,Proficient/Progressing,Focus School,51.3,52.3,Yes,Yes,Yes
20122013,Accountability,121050,Clark County,Hannah McClure Elementary,Elementary School,64.5,77,Proficient,,69.0,69.5,No,Yes,N/A
20122013,Accountability,121080,Clark County,Pilot View Elementary School,Elementary School,77.5,99,Distinguished,,81.5,82.0,No,Yes,N/A
20122013,Accountability,121090,Clark County,Providence Elementary,Elementary School,74.0,97,Distinguished,,74.4,74.9,No,Yes,N/A
20122013,Accountability,121095,Clark County,Shearer Elementary School,Elementary School,46.9,14,Needs Improvement,,58.4,59.4,No,Yes,N/A
20122013,Accountability,121120,Clark County,Strode Station Elementary,Elementary School,60.6,61,Needs Improvement,,62.3,63.3,No,Yes,N/A
20122013,Accountability,121100,Clark County,Trapp Elementary School,Elementary School,73.6,96,Distinguished,,75.3,75.8,No,Yes,N/A
20122013,Accountability,125040,Clay County,Big Creek Elementary,Elementary School,66.9,84,Proficient/Progressing,High Progress School,42.8,43.8,Yes,Yes,N/A
20122013,Accountability,125070,Clay County,Burning Springs Elementary,Elementary School,50.0,23,Needs Improvement/Progressing,,47.6,48.6,Yes,Yes,N/A
20122013,Accountability,125100,Clay County,Clay County High School,High School,49.5,23,Needs Improvement,Focus School,44.2,45.2,Yes,Yes,No
20122013,Accountability,125095,Clay County,Clay County Middle School,Middle School,39.8,8,Needs Improvement,Focus School,40.0,41.0,No,Yes,N/A
20122013,Accountability,125200,Clay County,Goose Rock Elementary,Elementary School,50.6,25,Needs Improvement/Progressing,Focus School/High Progress School,31.7,32.7,Yes,Yes,N/A
20122013,Accountability,125220,Clay County,Hacker Elementary School,Elementary School,70.5,91,Distinguished/Progressing,High Performing School/High Progress School,54.7,55.7,Yes,Yes,N/A
20122013,Accountability,125500,Clay County,Manchester Elementary School,Elementary School,70.8,91,Distinguished/Progressing,High Performing School/High Progress School,57.9,58.9,Yes,Yes,N/A
20122013,Accountability,125570,Clay County,Oneida Elementary School,Elementary School,46.5,13,Needs Improvement/Progressing,Focus School,41.7,42.7,Yes,Yes,N/A
20122013,Accountability,125580,Clay County,Paces Creek Elementary,Elementary School,52.0,29,Needs Improvement/Progressing,Focus School/High Progress School,31.3,32.3,Yes,Yes,N/A
20122013,Accountability,131015,Clinton County,Albany Elementary School,Elementary School,53.0,32,Needs Improvement,,53.5,54.5,No,Yes,N/A
20122013,Accountability,131050,Clinton County,Clinton County High School,High School,64.3,89,Proficient/Progressing,,60.9,61.4,Yes,Yes,Yes
20122013,Accountability,131045,Clinton County,Clinton County Middle School,Middle School,51.2,38,Needs Improvement,,50.5,51.5,No,Yes,N/A
20122013,Accountability,132010,Cloverport Independent,Frederick Fraize High School,High School,50.4,26,Needs Improvement,,54.3,55.3,No,Yes,Yes
20122013,Accountability,132025,Cloverport Independent,Frederick Fraize Middle School,Middle School,55.6,56,Needs Improvement,,56.6,57.6,No,Yes,N/A
20122013,Accountability,132020,Cloverport Independent,William H Natcher Elementary School,Elementary School,66.0,81,Proficient/Progressing,High Progress School,42.3,43.3,Yes,Yes,N/A
20122013,Accountability,133017,Corbin Independent,Corbin Elementary,Elementary School,64.7,78,Proficient,,70.9,71.4,No,Yes,N/A
20122013,Accountability,133040,Corbin Independent,Corbin High School,High School,63.8,88,Proficient,,66.5,67.0,No,Yes,No
20122013,Accountability,133018,Corbin Independent,Corbin Intermediate,Elementary School,66.6,83,Proficient/Progressing,,63.2,63.7,Yes,Yes,N/A
20122013,Accountability,133050,Corbin Independent,Corbin Middle School,Middle School,73.5,98,Distinguished/Progressing,School of Distinction,67.7,68.2,Yes,Yes,N/A
20122013,Accountability,134160,Covington Independent,Glenn O Swing Elementary,Elementary School,61.7,66,Needs Improvement/Progressing,High Progress School,48.8,49.8,Yes,Yes,N/A
20122013,Accountability,134019,Covington Independent,Holmes High School,High School,43.6,9,Needs Improvement/Progressing,Focus School,36.1,37.1,Yes,Yes,Yes
20122013,Accountability,134017,Covington Independent,Holmes Middle School,Middle School,42.4,11,Needs Improvement/Progressing,Focus School,33.6,34.6,Yes,Yes,N/A
20122013,Accountability,134110,Covington Independent,John G Carlisle Elementary,Elementary School,43.5,7,Needs Improvement/Progressing,Focus School,39.5,40.5,Yes,Yes,N/A
20122013,Accountability,134115,Covington Independent,Latonia Elementary School,Elementary School,64.3,76,Proficient/Progressing,High Progress School,47.5,48.5,Yes,Yes,N/A
20122013,Accountability,134150,Covington Independent,Ninth District Elementary,Elementary School,35.5,1,Needs Improvement,Focus School,44.6,45.6,No,Yes,N/A
20122013,Accountability,134170,Covington Independent,Sixth District Elementary School,Elementary School,41.6,4,Needs Improvement,,48.3,49.3,No,Yes,N/A
20122013,Accountability,135100,Crittenden County,Crittenden County Elementary School,Elementary School,59.0,56,Needs Improvement,,64.9,65.4,No,Yes,N/A
20122013,Accountability,135020,Crittenden County,Crittenden County High School,High School,57.2,64,Needs Improvement,,53.7,54.7,Yes,Yes,No
20122013,Accountability,135025,Crittenden County,Crittenden County Middle School,Middle School,50.1,33,Needs Improvement,Focus School,56.7,57.7,No,Yes,N/A
20122013,Accountability,141070,Cumberland County,Cumberland County Elementary School,Elementary School,49.4,21,Needs Improvement,,54.7,55.7,No,Yes,N/A
20122013,Accountability,141080,Cumberland County,Cumberland County High School,High School,55.6,58,Needs Improvement/Progressing,,53.4,54.4,Yes,Yes,Yes
20122013,Accountability,141075,Cumberland County,Cumberland County Middle School,Middle School,56.7,60,Needs Improvement,,56.5,57.5,No,Yes,N/A
20122013,Accountability,143005,Danville Independent,Bate Middle School,Middle School,51.5,38,Needs Improvement,,50.7,51.7,No,Yes,N/A
20122013,Accountability,143030,Danville Independent,Danville High School,High School,58.3,71,Proficient,,55.2,56.2,Yes,Yes,No
20122013,Accountability,143040,Danville Independent,Hogsett Elementary School,Elementary School,52.8,32,Needs Improvement,,57.5,58.5,No,Yes,N/A
20122013,Accountability,143110,Danville Independent,Jennie Rogers Elementary School,Elementary School,48.7,18,Needs Improvement,,56.8,57.8,No,Yes,N/A
20122013,Accountability,143060,Danville Independent,Toliver Elementary School,Elementary School,57.5,49,Needs Improvement,,61.7,62.7,No,Yes,N/A
20122013,Accountability,145005,Daviess County,Apollo High School,High School,61.5,81,Proficient/Progressing,Focus School/High Progress School,51.6,52.6,Yes,Yes,Yes
20122013,Accountability,145085,Daviess County,Audubon Elementary School,Elementary School,65.2,79,Proficient,,67.5,68.0,No,Yes,N/A
20122013,Accountability,145155,Daviess County,College View Middle School,Middle School,65.0,90,Distinguished/Progressing,High Performing School/High Progress School,59.7,60.2,Yes,Yes,N/A
20122013,Accountability,145150,Daviess County,Country Heights Elementary School,Elementary School,59.4,57,Needs Improvement,,65.8,66.3,No,Yes,N/A
20122013,Accountability,145010,Daviess County,Daviess County High School,High School,62.2,84,Proficient,Focus School,56.5,57.5,Yes,Yes,No
20122013,Accountability,145020,Daviess County,Daviess County Middle School,Middle School,68.0,94,Distinguished/Progressing,Focus School/High Progress School,60.3,60.8,Yes,Yes,N/A
20122013,Accountability,145040,Daviess County,Deer Park Elementary School,Elementary School,62.9,71,Proficient,,64.2,64.7,No,Yes,N/A
20122013,Accountability,145007,Daviess County,East View Elementary School,Elementary School,60.3,60,Needs Improvement,,63.3,63.8,No,Yes,N/A
20122013,Accountability,145145,Daviess County,F T Burns Elementary School,Elementary School,70.6,91,Distinguished,,70.9,71.4,No,Yes,N/A
20122013,Accountability,145008,Daviess County,F T Burns Middle School,Middle School,66.3,92,Distinguished/Progressing,High Performing School/High Progress School,60.9,61.4,Yes,Yes,N/A
20122013,Accountability,145025,Daviess County,Highland Elementary School,Elementary School,66.4,83,Proficient,,73.3,73.8,No,Yes,N/A
20122013,Accountability,145006,Daviess County,Meadow Lands Elementary School,Elementary School,67.8,85,Proficient/Progressing,High Progress School,52.6,53.6,Yes,Yes,N/A
20122013,Accountability,145070,Daviess County,Sorgho Elementary School,Elementary School,62.9,71,Proficient,,64.5,65.0,No,Yes,N/A
20122013,Accountability,145011,Daviess County,Southern Oaks Elementary School,Elementary School,70.0,90,Distinguished/Progressing,High Performing School,64.3,64.8,Yes,Yes,N/A
20122013,Accountability,145095,Daviess County,Tamarack Elementary School,Elementary School,54.4,37,Needs Improvement,,63.6,64.1,No,Yes,N/A
20122013,Accountability,145130,Daviess County,West Louisville Elementary School,Elementary School,64.6,78,Proficient/Progressing,,63.0,63.5,Yes,Yes,N/A
20122013,Accountability,145140,Daviess County,Whitesville Elementary School,Elementary School,66.3,82,Proficient/Progressing,,64.5,65.0,Yes,Yes,N/A
20122013,Accountability,146017,Dawson Springs Independent,Dawson Springs Elementary,Elementary School,58.0,52,Needs Improvement,,58.3,59.3,No,Yes,N/A
20122013,Accountability,146018,Dawson Springs Independent,Dawson Springs Jr. High/High School,High School,60.8,79,Proficient/Progressing,,53.4,54.4,Yes,Yes,Yes
20122013,Accountability,146018,Dawson Springs Independent,Dawson Springs Jr. High/High School,Middle School,56.8,61,Needs Improvement,,61.8,62.3,No,Yes,N/A
20122013,Accountability,147010,Dayton Independent,Dayton High School,High School,56.3,61,Needs Improvement,Priority School,46.2,47.2,Yes,Yes,No
20122013,Accountability,147010,Dayton Independent,Dayton High School,Middle School,50.4,35,Needs Improvement/Progressing,Priority School,46.5,47.5,Yes,Yes,N/A
20122013,Accountability,147030,Dayton Independent,Lincoln Elementary School,Elementary School,61.8,66,Needs Improvement/Progressing,,59.8,60.8,Yes,Yes,N/A
20122013,Accountability,149010,East Bernstadt Independent,East Bernstadt Elementary School,Elementary School,62.4,69,Needs Improvement/Progressing,Focus School/High Progress School,48.0,49.0,Yes,Yes,N/A
20122013,Accountability,149010,East Bernstadt Independent,East Bernstadt Elementary School,Middle School,51.8,39,Needs Improvement/Progressing,,44.8,45.8,Yes,Yes,N/A
20122013,Accountability,151022,Edmonson County,Edmonson County 5/6 Center,Elementary School,61.3,64,Needs Improvement/Progressing,,52.0,53.0,Yes,Yes,N/A
20122013,Accountability,151060,Edmonson County,Edmonson County High School,High School,54.6,51,Needs Improvement/Progressing,,52.0,53.0,Yes,Yes,Yes
20122013,Accountability,151050,Edmonson County,Edmonson County Middle School,Middle School,71.1,97,Distinguished/Progressing,School of Distinction,68.1,68.6,Yes,Yes,N/A
20122013,Accountability,151080,Edmonson County,Kyrock Elementary School,Elementary School,67.9,86,Proficient/Progressing,,62.2,63.2,Yes,Yes,N/A
20122013,Accountability,151020,Edmonson County,South Edmonson Elementary School,Elementary School,59.2,56,Needs Improvement/Progressing,,51.8,52.8,Yes,Yes,N/A
20122013,Accountability,152010,Elizabethtown Independent,Elizabethtown High School,High School,68.9,96,Distinguished,,65.6,66.1,Yes,Yes,No
20122013,Accountability,152015,Elizabethtown Independent,Helmwood Heights Elementary School,Elementary School,59.6,57,Needs Improvement,,60.6,61.6,No,Yes,N/A
20122013,Accountability,152020,Elizabethtown Independent,Morningside Elementary School,Elementary School,70.5,91,Distinguished/Progressing,High Performing School,62.0,63.0,Yes,Yes,N/A
