End Year,End Year Code,District,District Code,School,School Code,Level,Level Code,Proficiency Score,Classification,Classification Code,Rating,Rating Code
2012,0,Edmonson County,151,Kyrock Elementary School,151080,ES,0,62,Needs Improvement,0.0,,
2012,0,Edmonson County,151,South Edmonson Elementary School,151020,ES,0,52,Needs Improvement,0.0,,
2012,0,Elizabethtown Independent,152,Elizabethtown High School,152010,HS,2,66,Distinguished,2.0,,
2012,0,Elizabethtown Independent,152,Helmwood Heights Elementary School,152015,ES,0,61,Needs Improvement,0.0,,
2012,0,Elizabethtown Independent,152,Morningside Elementary School,152020,ES,0,62,Needs Improvement,0.0,,
2012,0,Elizabethtown Independent,152,Talton K Stone Middle School,152035,MS,1,58,Needs Improvement,0.0,,
2012,0,Elliott County,155,Elliott County High School,155280,HS,2,43,Needs Improvement,0.0,,
2012,0,Elliott County,155,Elliott County High School,155280,MS,1,50,Needs Improvement,0.0,,
2012,0,Elliott County,155,Elliott County Intermediate School,155270,ES,0,50,Needs Improvement,0.0,,
2012,0,Elliott County,155,Isonville Elementary School,155140,ES,0,61,Needs Improvement,0.0,,
2012,0,Elliott County,155,Lakeside Elementary School,155160,ES,0,45,Needs Improvement,0.0,,
2012,0,Eminence Independent,156,Eminence Elementary School,156020,ES,0,41,Needs Improvement,0.0,,
2012,0,Eminence Independent,156,Eminence High School,156010,HS,2,62,Proficient,1.0,,
2012,0,Eminence Independent,156,Eminence High School,156010,MS,1,59,Proficient,1.0,,
2012,0,Erlanger-Elsmere Independent,157,Arnett Elementary School,157005,ES,0,63,Proficient,1.0,,
2012,0,Erlanger-Elsmere Independent,157,Howell Elementary School,157010,ES,0,57,Needs Improvement,0.0,,
2012,0,Erlanger-Elsmere Independent,157,Lindeman Elementary School,157003,ES,0,58,Needs Improvement,0.0,,
2012,0,Erlanger-Elsmere Independent,157,Lloyd High School,157030,HS,2,54,Needs Improvement,0.0,,
2012,0,Erlanger-Elsmere Independent,157,Miles Elementary School,157050,ES,0,62,Needs Improvement,0.0,,
2012,0,Erlanger-Elsmere Independent,157,Tichenor Middle School,157060,MS,1,38,Needs Improvement,0.0,,
2012,0,Estill County,161,Estill County High School,161090,HS,2,51,Needs Improvement,0.0,,
2012,0,Estill County,161,Estill County Middle School,161085,MS,1,48,Needs Improvement,0.0,,
2012,0,Estill County,161,Estill Springs Elementary,161011,ES,0,50,Needs Improvement,0.0,,
2012,0,Estill County,161,West Irvine Intermediate,161280,ES,0,43,Needs Improvement,0.0,,
2012,0,Fairview Independent,162,Fairview Elementary School,162011,ES,0,55,Needs Improvement,0.0,,
2012,0,Fairview Independent,162,Fairview High School,162020,HS,2,55,Needs Improvement,0.0,,
2012,0,Fairview Independent,162,Fairview High School,162020,MS,1,49,Needs Improvement,0.0,,
2012,0,Fayette County,165,Arlington Elementary School,165005,ES,0,44,Needs Improvement,0.0,,
2012,0,Fayette County,165,Ashland Elementary School,165007,ES,0,72,Distinguished,2.0,,
2012,0,Fayette County,165,Athens-Chilesburg Elementary,165045,ES,0,72,Distinguished,2.0,,
2012,0,Fayette County,165,Beaumont Middle School,165015,MS,1,71,Distinguished,2.0,,
2012,0,Fayette County,165,Booker T Washington Academy Elementary,165046,ES,0,39,Needs Improvement,0.0,,
2012,0,Fayette County,165,Bryan Station High School,165170,HS,2,48,Needs Improvement,0.0,,
2012,0,Fayette County,165,Bryan Station Middle School,165030,MS,1,50,Needs Improvement,0.0,,
2012,0,Fayette County,165,Cardinal Valley Elementary School,165240,ES,0,40,Needs Improvement,0.0,,
2012,0,Fayette County,165,Cassidy Elementary School,165032,ES,0,71,Distinguished,2.0,,
2012,0,Fayette County,165,Clays Mill Elementary School,165120,ES,0,68,Proficient,1.0,,
2012,0,Fayette County,165,Crawford Middle School,165025,MS,1,41,Needs Improvement,0.0,,
2012,0,Fayette County,165,Deep Springs Elementary School,165035,ES,0,45,Needs Improvement,0.0,,
2012,0,Fayette County,165,Dixie Elementary Magnet School,165036,ES,0,56,Needs Improvement,0.0,,
2012,0,Fayette County,165,Edythe Jones Hayes Middle School,165034,MS,1,63,Proficient,1.0,,
2012,0,Fayette County,165,Garden Springs Elementary School,165037,ES,0,54,Needs Improvement,0.0,,
2012,0,Fayette County,165,Glendover Elementary School,165150,ES,0,74,Distinguished,2.0,,
2012,0,Fayette County,165,Harrison Elementary School,165038,ES,0,58,Needs Improvement,0.0,,
2012,0,Fayette County,165,Henry Clay High School,165039,HS,2,61,Proficient,1.0,,
2012,0,Fayette County,165,James Lane Allen Elementary School,165190,ES,0,56,Needs Improvement,0.0,,
2012,0,Fayette County,165,Jessie M Clark Middle School,165225,MS,1,67,Distinguished,2.0,,
2012,0,Fayette County,165,Julius Marks Elementary School,165620,ES,0,65,Proficient,1.0,,
2012,0,Fayette County,165,Lafayette High School,165060,HS,2,61,Proficient,1.0,,
2012,0,Fayette County,165,Lansdowne Elementary School,165062,ES,0,62,Needs Improvement,0.0,,
2012,0,Fayette County,165,Leestown Middle School,165065,MS,1,38,Needs Improvement,0.0,,
2012,0,Fayette County,165,Lexington Trad Magnet School,165067,MS,1,53,Needs Improvement,0.0,,
2012,0,Fayette County,165,Liberty Elementary,165057,ES,0,58,Needs Improvement,0.0,,
2012,0,Fayette County,165,Madeline M Breckinridge Elem School,165072,ES,0,46,Needs Improvement,0.0,,
2012,0,Fayette County,165,Mary Todd Elementary School,165180,ES,0,42,Needs Improvement,0.0,,
2012,0,Fayette County,165,Maxwell Spanish Immersion Elem School,165074,ES,0,72,Distinguished,2.0,,
2012,0,Fayette County,165,Meadowthorpe Elementary School,165160,ES,0,70,Distinguished,2.0,,
2012,0,Fayette County,165,Millcreek Elementary School,165255,ES,0,43,Needs Improvement,0.0,,
2012,0,Fayette County,165,Morton Middle School,165076,MS,1,68,Distinguished,2.0,,
2012,0,Fayette County,165,Northern Elementary School,165077,ES,0,60,Needs Improvement,0.0,,
2012,0,Fayette County,165,Paul Laurence Dunbar High School,165200,HS,2,62,Proficient,1.0,,
2012,0,Fayette County,165,Picadome Elementary School,165080,ES,0,74,Distinguished,2.0,,
2012,0,Fayette County,165,Rosa Parks Elementary School,165052,ES,0,76,Distinguished,2.0,,
2012,0,Fayette County,165,Russell Cave Elementary School,165090,ES,0,54,Needs Improvement,0.0,,
2012,0,Fayette County,165,Sandersville Elementary,165058,ES,0,60,Needs Improvement,0.0,,
2012,0,Fayette County,165,Scapa At Bluegrass,165018,ES,0,76,Distinguished,2.0,,
2012,0,Fayette County,165,Scapa At Bluegrass,165018,MS,1,86,Distinguished,2.0,,
2012,0,Fayette County,165,Southern Elementary School,165081,ES,0,48,Needs Improvement,0.0,,
2012,0,Fayette County,165,Southern Middle School,165525,MS,1,56,Needs Improvement,0.0,,
2012,0,Fayette County,165,Squires Elementary School,165082,ES,0,66,Proficient,1.0,,
2012,0,Fayette County,165,Stonewall Elementary School,165085,ES,0,70,Distinguished,2.0,,
2012,0,Fayette County,165,Tates Creek Elementary School,165095,ES,0,57,Needs Improvement,0.0,,
2012,0,Fayette County,165,Tates Creek High School,165105,HS,2,61,Proficient,1.0,,
2012,0,Fayette County,165,Tates Creek Middle School,165100,MS,1,52,Needs Improvement,0.0,,
2012,0,Fayette County,165,Veterans Park Elementary School,165012,ES,0,80,Distinguished,2.0,,
2012,0,Fayette County,165,Wellington Elementary,165059,ES,0,66,Proficient,1.0,,
2012,0,Fayette County,165,William Wells Brown Elementary,165056,ES,0,39,Needs Improvement,0.0,,
2012,0,Fayette County,165,Winburn Middle School,165245,MS,1,54,Needs Improvement,0.0,,
2012,0,Fayette County,165,Yates Elementary School,165140,ES,0,51,Needs Improvement,0.0,,
2012,0,Fleming County,171,E P Ward Elementary School,171050,ES,0,49,Needs Improvement,0.0,,
2012,0,Fleming County,171,Ewing Elementary School,171020,ES,0,49,Needs Improvement,0.0,,
2012,0,Fleming County,171,Fleming County High School,171035,HS,2,58,Proficient,1.0,,
2012,0,Fleming County,171,Flemingsburg Elementary School,171040,ES,0,55,Needs Improvement,0.0,,
2012,0,Fleming County,171,Hillsboro Elementary School,171060,ES,0,60,Needs Improvement,0.0,,
2012,0,Fleming County,171,Simons Middle School,171030,MS,1,46,Needs Improvement,0.0,,
2012,0,Floyd County,175,Allen Central High School,175025,HS,2,55,Needs Improvement,0.0,,
2012,0,Floyd County,175,Allen Central Middle School,175022,MS,1,60,Proficient,1.0,,
2012,0,Floyd County,175,Allen Elementary School,175020,MS,1,58,Needs Improvement,0.0,,
2012,0,Floyd County,175,Allen Elementary School,175020,ES,0,61,Needs Improvement,0.0,,
2012,0,Floyd County,175,Betsy Layne Elementary School,175120,ES,0,47,Needs Improvement,0.0,,
2012,0,Floyd County,175,Betsy Layne Elementary School,175120,MS,1,60,Proficient,1.0,,
2012,0,Floyd County,175,Betsy Layne High School,175110,HS,2,51,Needs Improvement,0.0,,
2012,0,Floyd County,175,James A. Duff Elementary School,175450,ES,0,58,Needs Improvement,0.0,,
2012,0,Floyd County,175,James D. Adams Middle School,175440,MS,1,49,Needs Improvement,0.0,,
2012,0,Floyd County,175,John M. Stumbo Elementary School,175485,MS,1,57,Needs Improvement,0.0,,
2012,0,Floyd County,175,John M. Stumbo Elementary School,175485,ES,0,46,Needs Improvement,0.0,,
2012,0,Floyd County,175,May Valley Elementary School,175021,ES,0,77,Distinguished,2.0,,
2012,0,Floyd County,175,McDowell Elementary School,175640,ES,0,66,Proficient,1.0,,
2012,0,Floyd County,175,Prestonsburg Elementary School,175019,ES,0,52,Needs Improvement,0.0,,
2012,0,Floyd County,175,Prestonsburg High School,175850,HS,2,48,Needs Improvement,0.0,,
2012,0,Floyd County,175,South Floyd High School,175150,HS,2,51,Needs Improvement,0.0,,
2012,0,Floyd County,175,South Floyd Middle School,175023,MS,1,44,Needs Improvement,0.0,,
2012,0,Floyd County,175,W.D. Osborne Elementary School,175995,ES,0,70,Distinguished,2.0,,
2012,0,Fort Thomas Independent,176,Highlands High School,176010,HS,2,79,Distinguished,2.0,,
2012,0,Fort Thomas Independent,176,Highlands Middle School,176011,MS,1,73,Distinguished,2.0,,
2012,0,Fort Thomas Independent,176,Johnson Elementary School,176020,ES,0,76,Distinguished,2.0,,
2012,0,Fort Thomas Independent,176,Moyer Elementary School,176030,ES,0,76,Distinguished,2.0,,
2012,0,Fort Thomas Independent,176,Woodfill Elementary School,176040,ES,0,70,Distinguished,2.0,,
2012,0,Frankfort Independent,177,Frankfort High School,177070,HS,2,54,Needs Improvement,0.0,,
2012,0,Frankfort Independent,177,Frankfort High School,177070,MS,1,49,Needs Improvement,0.0,,
2012,0,Frankfort Independent,177,Second Street School,177050,ES,0,50,Needs Improvement,0.0,,
2012,0,Franklin County,181,Bondurant Middle School,181015,MS,1,54,Needs Improvement,0.0,,
2012,0,Franklin County,181,Bridgeport Elementary School,181014,ES,0,57,Needs Improvement,0.0,,
2012,0,Franklin County,181,Collins Lane,181025,ES,0,68,Proficient,1.0,,
2012,0,Franklin County,181,Elkhorn Elementary School,181035,ES,0,51,Needs Improvement,0.0,,
2012,0,Franklin County,181,Elkhorn Middle School,181030,MS,1,50,Needs Improvement,0.0,,
2012,0,Franklin County,181,Franklin County High School,181040,HS,2,54,Needs Improvement,0.0,,
2012,0,Franklin County,181,Hearn Elementary,181045,ES,0,54,Needs Improvement,0.0,,
2012,0,Franklin County,181,Peaks Mill Elementary,181050,ES,0,48,Needs Improvement,0.0,,
2012,0,Franklin County,181,Western Hills High School,181070,HS,2,58,Needs Improvement,0.0,,
2012,0,Franklin County,181,Westridge Elementary,181013,ES,0,59,Needs Improvement,0.0,,
2012,0,Fulton County,185,Fulton County Elementary,185020,ES,0,42,Needs Improvement,0.0,,
2012,0,Fulton County,185,Fulton County Elementary,185020,MS,1,49,Needs Improvement,0.0,,
2012,0,Fulton County,185,Fulton County High School,185030,HS,2,42,Needs Improvement,0.0,,
2012,0,Fulton Independent,186,Fulton Independent School,186018,ES,0,39,Needs Improvement,0.0,,
2012,0,Fulton Independent,186,Fulton Independent School,186018,MS,1,55,Needs Improvement,0.0,,
2012,0,Fulton Independent,186,Fulton Independent School,186018,HS,2,44,Needs Improvement,0.0,,
2012,0,Gallatin County,191,Gallatin County High School,191020,HS,2,49,Needs Improvement,0.0,,
2012,0,Gallatin County,191,Gallatin County Middle School,191005,MS,1,50,Needs Improvement,0.0,,
2012,0,Gallatin County,191,Gallatin County Upper Elementary,191006,ES,0,49,Needs Improvement,0.0,,
2012,0,Garrard County,195,Camp Dick Robinson Elementary School,195050,ES,0,64,Proficient,1.0,,
2012,0,Garrard County,195,Garrard County High School,195060,HS,2,51,Needs Improvement,0.0,,
2012,0,Garrard County,195,Garrard Middle School,195070,MS,1,49,Needs Improvement,0.0,,
2012,0,Garrard County,195,Lancaster Elementary School,195220,ES,0,54,Needs Improvement,0.0,,
2012,0,Garrard County,195,Paint Lick Elementary School,195090,ES,0,61,Needs Improvement,0.0,,
2012,0,Glasgow Independent,197,Glasgow High School,197030,HS,2,60,Proficient,1.0,,
2012,0,Glasgow Independent,197,Glasgow Middle School,197035,MS,1,61,Proficient,1.0,,
2012,0,Glasgow Independent,197,Highland Elementary School,197013,ES,0,51,Needs Improvement,0.0,,
2012,0,Glasgow Independent,197,South Green Elementary School,197065,ES,0,66,Proficient,1.0,,
2012,0,Grant County,201,Crittenden-Mt. Zion Elementary,201020,ES,0,55,Needs Improvement,0.0,,
2012,0,Grant County,201,Dry Ridge Elementary,201030,ES,0,50,Needs Improvement,0.0,,
2012,0,Grant County,201,Grant County High School,201040,HS,2,55,Needs Improvement,0.0,,
2012,0,Grant County,201,Grant County Middle School,201080,MS,1,54,Needs Improvement,0.0,,
2012,0,Grant County,201,Mason-Corinth Elementary,201050,ES,0,40,Needs Improvement,0.0,,
2012,0,Grant County,201,Sherman Elementary,201016,ES,0,52,Needs Improvement,0.0,,
2012,0,Graves County,205,Cuba Elementary School,205010,ES,0,59,Needs Improvement,0.0,,
2012,0,Graves County,205,Fancy Farm Elementary School,205040,ES,0,60,Needs Improvement,0.0,,
2012,0,Graves County,205,Farmington Elementary School,205060,ES,0,60,Needs Improvement,0.0,,
2012,0,Graves County,205,Graves County Central Elementary,205013,ES,0,65,Proficient,1.0,,
2012,0,Graves County,205,Graves County High School,205215,HS,2,60,Proficient,1.0,,
2012,0,Graves County,205,Graves County Middle School,205100,MS,1,58,Needs Improvement,0.0,,
2012,0,Graves County,205,Lowes Elementary School,205110,ES,0,70,Distinguished,2.0,,
2012,0,Graves County,205,Sedalia Elementary School,205150,ES,0,63,Proficient,1.0,,
2012,0,Graves County,205,Symsonia Elementary School,205170,ES,0,66,Proficient,1.0,,
2012,0,Graves County,205,Wingo Elementary School,205200,ES,0,50,Needs Improvement,0.0,,
2012,0,Grayson County,211,Caneyville Elementary School,211030,ES,0,58,Needs Improvement,0.0,,
2012,0,Grayson County,211,Clarkson Elementary School,211080,ES,0,60,Needs Improvement,0.0,,
2012,0,Grayson County,211,Grayson County High School,211085,HS,2,55,Needs Improvement,0.0,,
2012,0,Grayson County,211,Grayson County Middle School,211095,MS,1,49,Needs Improvement,0.0,,
2012,0,Grayson County,211,H W Wilkey Elementary School,211010,ES,0,46,Needs Improvement,0.0,,
2012,0,Grayson County,211,Oran P Lawler Elementary School,211050,ES,0,60,Needs Improvement,0.0,,
2012,0,Green County,215,Green County High School,215065,HS,2,56,Needs Improvement,0.0,,
2012,0,Green County,215,Green County Intermediate School,215040,ES,0,60,Needs Improvement,0.0,,
2012,0,Green County,215,Green County Middle School,215055,MS,1,54,Needs Improvement,0.0,,
2012,0,Greenup County,221,Argillite Elementary School,221010,ES,0,49,Needs Improvement,0.0,,
2012,0,Greenup County,221,Greenup County High School,221027,HS,2,53,Needs Improvement,0.0,,
2012,0,Greenup County,221,Greysbranch Elementary School,221040,ES,0,63,Proficient,1.0,,
2012,0,Greenup County,221,Mckell Elementary School,221060,ES,0,55,Needs Improvement,0.0,,
2012,0,Greenup County,221,Mckell Middle School,221105,MS,1,50,Needs Improvement,0.0,,
2012,0,Greenup County,221,Wurtland Elementary School,221110,ES,0,44,Needs Improvement,0.0,,
2012,0,Greenup County,221,Wurtland Middle School,221024,MS,1,48,Needs Improvement,0.0,,
2012,0,Hancock County,225,Hancock County High School,225005,HS,2,62,Proficient,1.0,,
2012,0,Hancock County,225,Hancock County Middle School,225007,MS,1,64,Proficient,1.0,,
2012,0,Hancock County,225,North Hancock Elementary School,225006,ES,0,57,Needs Improvement,0.0,,
2012,0,Hancock County,225,South Hancock Elementary School,225070,ES,0,68,Proficient,1.0,,
2012,0,Hardin County,231,Bluegrass Middle School,231015,MS,1,57,Needs Improvement,0.0,,
2012,0,Hardin County,231,Cecilia Valley Elementary School,231030,ES,0,54,Needs Improvement,0.0,,
2012,0,Hardin County,231,Central Hardin High School,231190,HS,2,61,Proficient,1.0,,
2012,0,Hardin County,231,Creekside Elementary School,231017,ES,0,61,Needs Improvement,0.0,,
2012,0,Hardin County,231,East Hardin Middle School,231005,MS,1,62,Proficient,1.0,,
2012,0,Hardin County,231,G C Burkhead Elementary School,231020,ES,0,67,Proficient,1.0,,
2012,0,Hardin County,231,Heartland Elementary School,231018,ES,0,65,Proficient,1.0,,
2012,0,Hardin County,231,James T Alton Middle School,231077,MS,1,53,Needs Improvement,0.0,,
2012,0,Hardin County,231,John Hardin High School,231013,HS,2,64,Proficient,1.0,,
2012,0,Hardin County,231,Lakewood Elementary School,231014,ES,0,58,Needs Improvement,0.0,,
2012,0,Hardin County,231,Lincoln Trail Elementary School,231050,ES,0,65,Proficient,1.0,,
2012,0,Hardin County,231,Meadow View Elementary School,231210,ES,0,56,Needs Improvement,0.0,,
2012,0,Hardin County,231,New Highland Elementary School,231040,ES,0,60,Needs Improvement,0.0,,
2012,0,Hardin County,231,North Hardin High School,231075,HS,2,53,Needs Improvement,0.0,,
2012,0,Hardin County,231,North Middle School,231080,MS,1,52,Needs Improvement,0.0,,
2012,0,Hardin County,231,Radcliff Elementary School,231079,ES,0,50,Needs Improvement,0.0,,
2012,0,Hardin County,231,Rineyville Elementary School,231090,ES,0,58,Needs Improvement,0.0,,
2012,0,Hardin County,231,Vine Grove Elementary School,231165,ES,0,62,Needs Improvement,0.0,,
2012,0,Hardin County,231,West Hardin Middle School,231168,MS,1,58,Needs Improvement,0.0,,
2012,0,Hardin County,231,Woodland Elementary School,231008,ES,0,53,Needs Improvement,0.0,,
2012,0,Harlan County,235,Black Mountain Elementary School,235060,ES,0,59,Needs Improvement,0.0,,
2012,0,Harlan County,235,Black Mountain Elementary School,235060,MS,1,50,Needs Improvement,0.0,,
2012,0,Harlan County,235,Cawood Elementary School,235110,MS,1,48,Needs Improvement,0.0,,
2012,0,Harlan County,235,Cawood Elementary School,235110,ES,0,46,Needs Improvement,0.0,,
2012,0,Harlan County,235,Cumberland Elementary School,235195,ES,0,42,Needs Improvement,0.0,,
