SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20192020,015,BULLITT,071,Bullitt County,030,Lebanon Junction Elementary,071030,015071030,210075000148,OVEC,906,396,464,111,574,9957,1478,11434,13578
20192020,015,BULLITT,071,Bullitt County,032,Spring Meadows,071032,015071032,210075002169,OVEC,906,14,,,,,,,
20192020,015,BULLITT,071,Bullitt County,045,Maryville Elementary School,071045,015071045,210075000149,OVEC,906,330,380,166,546,9451,1577,11028,13165
20192020,015,BULLITT,071,Bullitt County,050,MT. Washington Middle School,071050,015071050,210075000150,OVEC,906,472,630,94,724,8445,1490,9935,12124
20192020,015,BULLITT,071,Bullitt County,055,MT. Washington Elementary,071055,015071055,210075000151,OVEC,906,547,208,62,269,8690,1315,10005,11712
20192020,015,BULLITT,071,Bullitt County,060,Crossroads Elementary,071060,015071060,210075002286,OVEC,906,457,829,96,925,9275,1522,10797,13251
20192020,015,BULLITT,071,Bullitt County,065,Pleasant Grove Elementary School,071065,015071065,210075001305,OVEC,906,602,354,62,415,8350,1353,9703,11548
20192020,015,BULLITT,071,Bullitt County,070,Nichols Elementary,071070,015071070,210075000153,OVEC,906,120,424,258,682,13361,1755,15116,17753
20192020,015,BULLITT,071,Bullitt County,075,North Bullitt High School,071075,015071075,210075000154,OVEC,906,1104,328,119,447,8666,1839,10505,12665
20192020,015,BULLITT,071,Bullitt County,078,Old Mill Elementary School,071078,015071078,210075001578,OVEC,906,502,354,62,415,8452,1302,9755,11682
20192020,015,BULLITT,071,Bullitt County,080,Overdale Elementary School,071080,015071080,210075000155,OVEC,906,337,468,91,560,9754,1614,11368,13514
20192020,015,BULLITT,071,Bullitt County,090,Roby Elementary School,071090,015071090,210075000156,OVEC,906,458,506,135,642,8846,1448,10294,12434
20192020,015,BULLITT,071,Bullitt County,110,Riverview Opportunity Center,071110,015071110,210075000157,OVEC,906,172,,,,,,,
20192020,015,BULLITT,071,Bullitt County,120,Bullitt Alternative Center,071120,015071120,210075000929,OVEC,906,44,,,,,,,
20192020,084,MERCER,072,Burgin Independent,"",---District Total---,072,"","",CKEC,901,494,592,250,841,9517,1809,11326,16294
20192020,084,MERCER,072,Burgin Independent,030,Burgin Independent School,072030,084072030,210078002407,CKEC,901,494,592,250,841,9516,1804,11326,16294
20192020,016,BUTLER,075,Butler County,"",---District Total---,075,"","",GRREC,902,2162,618,101,719,8289,1790,10079,11775
20192020,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,667,569,422,537,8664,1459,10202,12571
20192020,016,BUTLER,075,Butler County,031,North Butler Elementary,075031,016075031,210081001976,GRREC,902,369,820,652,1010,10360,1292,11293,8874
20192020,016,BUTLER,075,Butler County,032,Butler County Learning Center,075032,016075032,210081001977,GRREC,902,21,,,,,,,
20192020,016,BUTLER,075,Butler County,035,Butler County Middle School,075035,016075035,210081001697,GRREC,902,483,569,553,661,9127,1344,10364,12857
20192020,016,BUTLER,075,Butler County,110,Green River School,075110,016075110,210081000163,GRREC,902,13,,,,,,,
20192020,016,BUTLER,075,Butler County,120,Morgantown Elementary School,075120,016075120,210081000164,GRREC,902,609,727,668,828,8818,1156,9813,14136
20192020,017,CALDWELL,081,Caldwell County,"",---District Total---,081,"","",WKEC,908,1848,764,211,975,8304,1477,9781,11513
20192020,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,534,234,100,334,9410,1634,11044,12135
20192020,017,CALDWELL,081,Caldwell County,020,Caldwell County Middle School,081020,017081020,210084000167,WKEC,908,458,753,246,999,7620,1445,9064,10820
20192020,017,CALDWELL,081,Caldwell County,030,Caldwell County Primary School,081030,017081030,210084001660,WKEC,908,423,1168,331,1500,8652,1323,9976,12232
20192020,017,CALDWELL,081,Caldwell County,070,Caldwell County Elementary School,081070,017081070,210084000170,WKEC,908,433,1034,193,1228,7323,1468,8792,10775
20192020,018,CALLOWAY,085,Calloway County,"",---District Total---,085,"","",WKEC,908,2839,755,269,1024,8474,1650,10124,11874
20192020,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,851,662,266,928,7907,1762,9669,10597
20192020,018,CALLOWAY,085,Calloway County,025,East Calloway Elementary School,085025,018085025,210087000172,WKEC,908,291,604,261,866,10014,1912,11926,12792
20192020,018,CALLOWAY,085,Calloway County,035,North Calloway Elementary School,085035,018085035,210087000173,WKEC,908,526,793,253,1046,8298,1442,9743,10789
20192020,018,CALLOWAY,085,Calloway County,045,Southwest Calloway Elementary School,085045,018085045,210087000174,WKEC,908,446,615,279,894,8452,1472,9924,10818
20192020,018,CALLOWAY,085,Calloway County,055,Calloway County Middle School,085055,018085055,210087001411,WKEC,908,670,539,256,796,7590,1523,9115,9911
20192020,018,CALLOWAY,085,Calloway County,075,Calloway County Preschool Center,085075,018085075,210087000931,WKEC,908,0,,,,,,,
20192020,018,CALLOWAY,085,Calloway County,095,Calloway County Day Treatment,085095,018085095,210087002366,WKEC,908,12,,,,,,,
20192020,018,CALLOWAY,085,Calloway County,096,Calloway County Alternative Program,085096,018085096,210087002370,WKEC,908,43,,,,,,,
20192020,019,CAMPBELL,091,Campbell County,"",---District Total---,091,"","",NKCES,905,4973,551,311,862,9596,1839,11435,13877
20192020,019,CAMPBELL,091,Campbell County,011,Campbell County Middle School,091011,019091011,210090001306,NKCES,905,1203,384,248,632,8696,2096,10792,11522
20192020,019,CAMPBELL,091,Campbell County,012,John W. Reiley Elementary School,091012,019091012,210090001320,NKCES,905,468,686,416,1101,9450,1538,10989,12260
20192020,019,CAMPBELL,091,Campbell County,013,Donald E. Cline Elementary School,091013,019091013,210090001335,NKCES,905,353,870,344,1214,10937,1744,12682,13937
20192020,019,CAMPBELL,091,Campbell County,016,Alexandria Educational Center,091016,019091016,210090001398,NKCES,905,45,,,,,,,
20192020,019,CAMPBELL,091,Campbell County,019,Campbell Ridge Elementary,091019,019091019,210090001978,NKCES,905,595,755,321,1076,9917,1829,11747,12965
20192020,019,CAMPBELL,091,Campbell County,035,Crossroads Elementary School,091035,019091035,210090002198,NKCES,905,598,840,358,1197,10009,1586,11595,12972
20192020,019,CAMPBELL,091,Campbell County,050,Grant's Lick Elementary School,091050,019091050,210090000180,NKCES,905,314,396,248,643,10497,1675,12173,12857
20192020,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,1397,379,269,648,9356,1912,11268,11998
20192020,109,TAYLOR,092,Campbellsville Independent,"",---District Total---,092,"","",GRREC,902,1165,1197,196,1393,9096,1885,10981,13776
20192020,109,TAYLOR,092,Campbellsville Independent,010,Campbellsville Elementary School,092010,109092010,210093000182,GRREC,902,616,991,210,1201,7571,1318,8889,12154
20192020,109,TAYLOR,092,Campbellsville Independent,011,Campbellsville Eagle Academy,092011,109092011,210093001653,GRREC,902,13,,,,,,,
20192020,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,273,1247,130,1377,10430,2962,13392,16833
20192020,109,TAYLOR,092,Campbellsville Independent,025,Campbellsville Middle School,092025,109092025,210093000184,GRREC,902,263,1449,192,1641,9575,1782,11358,15062
20192020,020,CARLISLE,095,Carlisle County,"",---District Total---,095,"","",WKEC,908,674,705,158,863,9888,2486,12374,16951
20192020,020,CARLISLE,095,Carlisle County,020,Carlisle County Middle School,095020,020095020,210096000185,WKEC,908,164,482,118,600,8790,2286,11099,11699
20192020,020,CARLISLE,095,Carlisle County,040,Carlisle County High School,095040,020095040,210096000186,WKEC,908,190,315,166,481,10188,2359,12572,13053
20192020,020,CARLISLE,095,Carlisle County,060,Carlisle County Elementary School,095060,020095060,210096000187,WKEC,908,320,1052,172,1224,10460,2024,12507,13730
20192020,021,CARROLL,101,Carroll County,"",---District Total---,101,"","",OVEC,906,1883,1737,795,2532,10415,2860,13275,16648
20192020,021,CARROLL,101,Carroll County,005,Cartmell Elementary,101005,021101005,210099000188,OVEC,906,468,629,344,973,11196,2761,13957,13854
20192020,021,CARROLL,101,Carroll County,007,Carroll Co Childhood Development Center,101007,021101007,210099002293,OVEC,906,0,,,,,,,
20192020,021,CARROLL,101,Carroll County,010,Kathryn Winn Primary,101010,021101010,210099000189,OVEC,906,261,857,353,1210,13257,3438,16695,16706
20192020,021,CARROLL,101,Carroll County,018,Carroll County High School,101018,021101018,210099000190,OVEC,906,549,296,134,430,10621,3594,14215,14226
20192020,021,CARROLL,101,Carroll County,019,Carroll County Middle School,101019,021101019,210099000191,OVEC,906,605,846,152,998,10392,2560,12952,12963
20192020,022,CARTER,105,Carter County,"",---District Total---,105,"","",KEDC,903,4108,669,311,979,8793,1517,10309,12142
20192020,022,CARTER,105,Carter County,040,Carter Virtual Academy,105040,022105040,210102002294,KEDC,903,11,,,,,,,
20192020,022,CARTER,105,Carter County,052,Heritage Elementary School,105052,022105052,210102001884,KEDC,903,320,690,283,973,8173,1242,9415,11227
20192020,022,CARTER,105,Carter County,053,Tygart Creek Elementary School,105053,022105053,210102002340,KEDC,903,323,866,266,1132,9170,1320,10490,12477
20192020,022,CARTER,105,Carter County,060,Carter City Elementary School,105060,022105060,210102002356,KEDC,903,114,576,210,786,9609,1945,11554,13196
20192020,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000194,KEDC,903,696,427,463,890,8352,1202,9554,11237
20192020,022,CARTER,105,Carter County,130,East Carter Middle School,105130,022105130,210102001698,KEDC,903,565,643,269,912,7642,1174,8816,10511
20192020,022,CARTER,105,Carter County,250,Olive Hill Elementary School,105250,022105250,210102000198,KEDC,903,390,1041,232,1273,8859,1311,10170,12278
20192020,022,CARTER,105,Carter County,340,Prichard Elementary School,105340,022105340,210102000199,KEDC,903,613,580,210,790,7706,1156,8862,10498
20192020,022,CARTER,105,Carter County,450,Star Elementary School,105450,022105450,210102000200,KEDC,903,119,520,245,765,9759,1163,10922,12527
20192020,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000202,KEDC,903,517,449,411,860,9564,1425,10989,12652
20192020,022,CARTER,105,Carter County,505,West Carter Middle School,105505,022105505,210102001661,KEDC,903,440,766,219,985,7973,1284,9257,11044
20192020,022,CARTER,105,Carter County,905,Carter County Career and Technical Center,105905,022105905,210102001439,KEDC,903,0,,,,,,,
20192020,023,CASEY,111,Casey County,"",---District Total---,111,"","",SESC,907,2270,1233,309,1542,8297,1812,10109,13787
20192020,023,CASEY,111,Casey County,015,Walnut Hill Elementary School,111015,023111015,210105002211,SESC,907,487,1505,284,1790,8124,1676,9800,13792
20192020,023,CASEY,111,Casey County,026,Jones Park Elementary,111026,023111026,210105001981,SESC,907,357,1269,417,1687,8922,1883,10805,14938
20192020,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000204,SESC,907,623,1038,294,1332,8836,2177,11013,14574
20192020,023,CASEY,111,Casey County,070,Casey County Middle School,111070,023111070,210105001579,SESC,907,362,1155,266,1421,8286,1557,9844,13234
20192020,023,CASEY,111,Casey County,190,Liberty Elementary School,111190,023111190,210105000208,SESC,907,441,1243,303,1546,7230,1599,8829,12193
20192020,005,BARREN,113,Caverna Independent,"",---District Total---,113,"","",GRREC,902,645,1141,234,1375,10462,2156,12618,14618
20192020,005,BARREN,113,Caverna Independent,025,Caverna Elementary School,113025,005113025,210111000213,GRREC,902,286,1745.00,277.00,2022.00,8990.00,1946.00,10936.00,13419.00
20192020,005,BARREN,113,Caverna Independent,026,Caverna Middle School,113026,005113026,210111001914,GRREC,902,171,621.00,66.00,687.00,8774.00,1509.00,10283.00,11432.00
20192020,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,GRREC,902,188,183.00,241.00,424.00,12001.00,2527.00,14528.00,15413.00
20192020,024,CHRISTIAN,115,Christian County,"",---District Total---,115,"","",WKEC,908,8266,763,384,1147,8130,1938,10068,11874
20192020,024,CHRISTIAN,115,Christian County,017,Martin Luther King Jr. Elementary School,115017,024115017,210115002024,WKEC,908,569,1048,497,1545,9069,1723,10793,12890
20192020,024,CHRISTIAN,115,Christian County,023,Cumberland Hall School,115023,024115023,210115001912,WKEC,908,20,,,,,,,
20192020,024,CHRISTIAN,115,Christian County,026,Freedom Elementary School,115026,024115026,210115002415,WKEC,908,610,619,268,888,8482,1598,10080,11521
20192020,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,943,773,395,1168,9716,1823,11540,13261
20192020,024,CHRISTIAN,115,Christian County,035,Christian County Middle School,115035,024115035,210115000221,WKEC,908,694,425,709,1134,7350,1569,8919,10605
20192020,024,CHRISTIAN,115,Christian County,040,Crofton Elementary School,115040,024115040,210115000222,WKEC,908,396,647,290,937,8084,1603,9686,11176
20192020,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,877,570,457,1027,8803,1824,10627,12206
20192020,024,CHRISTIAN,115,Christian County,055,Indian Hills Elementary School,115055,024115055,210115000224,WKEC,908,459,1696,256,1953,8552,1549,10101,12606
20192020,024,CHRISTIAN,115,Christian County,058,Hopkinsville Middle School,115058,024115058,210115000225,WKEC,908,572,860,302,1162,7025,1608,8633,10348
20192020,024,CHRISTIAN,115,Christian County,100,Christian County Alternative School,115100,024115100,210115001402,WKEC,908,47,,,,,,,
20192020,024,CHRISTIAN,115,Christian County,125,Millbrooke Elementary School,115125,024115125,210115000229,WKEC,908,753,589,209,798,7149,1532,8681,10031
20192020,024,CHRISTIAN,115,Christian County,130,Pembroke Elementary School,115130,024115130,210115000231,WKEC,908,647,1041,393,1434,8200,1548,9747,11734
20192020,024,CHRISTIAN,115,Christian County,150,Sinking Fork Elementary School,115150,024115150,210115000232,WKEC,908,418,1137,285,1422,8510,1613,10122,12096
20192020,024,CHRISTIAN,115,Christian County,170,South Christian Elementary School,115170,024115170,210115000233,WKEC,908,652,709,359,1068,7850,1625,9474,11095
20192020,024,CHRISTIAN,115,Christian County,180,Christian County Day Treatment,115180,024115180,210115000234,WKEC,908,18,,,,,,,
20192020,024,CHRISTIAN,115,Christian County,975,Gateway Academy to Innovation & Tech.,115975,024115975,210115001938,WKEC,908,591,,,,,,,
20192020,025,CLARK,121,Clark County,"",---District Total---,121,"","",CKEC,901,5201,471,123,594,9389,1990,11378,16464
20192020,025,CLARK,121,Clark County,002,Willis H. Justice Elementary School,121002,025121002,210120002405,CKEC,901,441,506,86,593,10448,2008,12341,14665
20192020,025,CLARK,121,Clark County,004,Strode Station Elementary School,121004,025121004,210120002395,CKEC,901,523,312,90,402,9537,1756,11200,13315
20192020,025,CLARK,121,Clark County,006,Shearer Elementary School,121006,025121006,210120002397,CKEC,901,408,582,81,662,10022,1717,11649,14030
20192020,025,CLARK,121,Clark County,008,William G. Conkwright Elementary,121008,025121008,210120002391,CKEC,901,488,652,91,743,9264,1787,10971,13431
20192020,025,CLARK,121,Clark County,013,Phoenix Academy,121013,025121013,210120001624,CKEC,901,55,,,,,,,
20192020,025,CLARK,121,Clark County,017,Clark County Preschool,121017,025121017,210120002120,CKEC,901,0,,,,,,,
20192020,025,CLARK,121,Clark County,023,Robert D. Campbell Jr. High,121023,025121023,210120002402,CKEC,901,895,348,170,519,8326,2246,10503,12720
20192020,025,CLARK,121,Clark County,026,Rev. Henry E. Baker Sr. Interm. School,121026,025121026,210120002389,CKEC,901,861,301,84,385,8190,1868,9981,12067
20192020,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,1530,554,134,688,8001,2571,10533,21032
20192020,026,CLAY,125,Clay County,"",---District Total---,125,"","",SESC,907,3023,1400,240,1640,9023,1397,10419,13478
20192020,026,CLAY,125,Clay County,040,Big Creek Elementary,125040,026125040,210123000247,SESC,907,149,2419,200,2619,12646,1635,14281,17337
20192020,026,CLAY,125,Clay County,041,Horse Creek Learning Center,125041,026125041,210123001846,SESC,907,63,,,,,,,
20192020,026,CLAY,125,Clay County,070,Burning Springs Elementary,125070,026125070,210123000248,SESC,907,277,1653,217,1869,8662,1486,10148,12496
20192020,026,CLAY,125,Clay County,095,Clay County Middle School,125095,026125095,210123001699,SESC,907,466,1885,315,2200,9380,1320,10700,13162
20192020,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,800,360,219,580,8761,1341,10102,10903
20192020,026,CLAY,125,Clay County,200,Goose Rock Elementary,125200,026125200,210123000251,SESC,907,202,2046,284,2330,9863,1702,11564,14183
20192020,026,CLAY,125,Clay County,220,Hacker Elementary School,125220,026125220,210123000252,SESC,907,299,1570,251,1821,7976,1404,9380,11327
20192020,026,CLAY,125,Clay County,500,Manchester Elementary School,125500,026125500,210123000255,SESC,907,403,1520,187,1706,8433,1265,9698,11722
20192020,026,CLAY,125,Clay County,570,Oneida Elementary School,125570,026125570,210123000256,SESC,907,90,2578,288,2866,11660,1539,13357,16349
20192020,026,CLAY,125,Clay County,580,Paces Creek Elementary,125580,026125580,210123001413,SESC,907,274,1848,248,2096,8481,1560,9989,12519
20192020,027,CLINTON,131,Clinton County,"",---District Total---,131,"","",GRREC,902,1565,1105,445,1550,9595,2273,11868,15674
20192020,027,CLINTON,131,Clinton County,015,Albany Elementary School,131015,027131015,210126000257,GRREC,902,459,1095,381,1476,9490,1718,11209,14750
20192020,027,CLINTON,131,Clinton County,016,Foothills Academy,131016,027131016,210126002162,GRREC,902,64,,,,,,,
20192020,027,CLINTON,131,Clinton County,020,Clinton County Early Childhood Center,131020,027131020,210126002228,GRREC,902,122,653,150,803,7303,1794,9097,11901
20192020,027,CLINTON,131,Clinton County,045,Clinton County Middle School,131045,027131045,210126000444,GRREC,902,486,778,510,1288,8319,1691,10010,13357
20192020,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,434,1158,504,1662,8962,1937,10899,14657
20192020,014,BRECKINRIDGE,132,Cloverport Independent,"",---District Total---,132,"","",GRREC,902,312,1062,247,1309,9571,2216,11787,17037
20192020,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,109,332,256,589,8888,2176,11067,11653
20192020,014,BRECKINRIDGE,132,Cloverport Independent,020,William H Natcher Elementary School,132020,014132020,210129000262,GRREC,902,124,1809,272,2081,10074,2262,12336,14417
