SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,TOTAL YEARS EXPERIENCE,EDUCATOR COUNT,AVERAGE YEARS OF EXPERIENCE
20192020,019,CAMPBELL,091,Campbell County,013,Donald E. Cline Elementary School,091013,019091013,210090001335,NKCES,905,239,20,12
20192020,019,CAMPBELL,091,Campbell County,016,Alexandria Educational Center,091016,019091016,210090001398,NKCES,905,11,3,3.7
20192020,019,CAMPBELL,091,Campbell County,019,Campbell Ridge Elementary,091019,019091019,210090001978,NKCES,905,431,31,13.9
20192020,019,CAMPBELL,091,Campbell County,035,Crossroads Elementary School,091035,019091035,210090002198,NKCES,905,365,31,11.8
20192020,019,CAMPBELL,091,Campbell County,050,Grant's Lick Elementary School,091050,019091050,210090000180,NKCES,905,237,18,13.2
20192020,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,1035,76,13.6
20192020,109,TAYLOR,092,Campbellsville Independent,"",---District Total---,092,"","",GRREC,902,1101,84,13.1
20192020,109,TAYLOR,092,Campbellsville Independent,010,Campbellsville Elementary School,092010,109092010,210093000182,GRREC,902,444,38,11.7
20192020,109,TAYLOR,092,Campbellsville Independent,011,Campbellsville Eagle Academy,092011,109092011,210093001653,GRREC,902,71,4,17.8
20192020,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,366,27,13.6
20192020,109,TAYLOR,092,Campbellsville Independent,025,Campbellsville Middle School,092025,109092025,210093000184,GRREC,902,386,28,13.8
20192020,020,CARLISLE,095,Carlisle County,"",---District Total---,095,"","",WKEC,908,558,49,11.4
20192020,020,CARLISLE,095,Carlisle County,020,Carlisle County Middle School,095020,020095020,210096000185,WKEC,908,93,12,7.8
20192020,020,CARLISLE,095,Carlisle County,040,Carlisle County High School,095040,020095040,210096000186,WKEC,908,228,19,12
20192020,020,CARLISLE,095,Carlisle County,060,Carlisle County Elementary School,095060,020095060,210096000187,WKEC,908,279,25,11.2
20192020,021,CARROLL,101,Carroll County,"",---District Total---,101,"","",OVEC,906,1073,120,8.9
20192020,021,CARROLL,101,Carroll County,005,Cartmell Elementary,101005,021101005,210099000188,OVEC,906,187,26,7.2
20192020,021,CARROLL,101,Carroll County,007,Carroll Co Childhood Development Center,101007,021101007,210099002293,OVEC,906,3,2,1.5
20192020,021,CARROLL,101,Carroll County,010,Kathryn Winn Primary,101010,021101010,210099000189,OVEC,906,148,20,7.4
20192020,021,CARROLL,101,Carroll County,018,Carroll County High School,101018,021101018,210099000190,OVEC,906,329,34,9.7
20192020,021,CARROLL,101,Carroll County,019,Carroll County Middle School,101019,021101019,210099000191,OVEC,906,406,38,10.7
20192020,022,CARTER,105,Carter County,"",---District Total---,105,"","",KEDC,903,2739,228,12
20192020,022,CARTER,105,Carter County,040,Carter Virtual Academy,105040,022105040,210102002294,KEDC,903,29,1,29
20192020,022,CARTER,105,Carter County,052,Heritage Elementary School,105052,022105052,210102001884,KEDC,903,149,15,9.9
20192020,022,CARTER,105,Carter County,053,Tygart Creek Elementary School,105053,022105053,210102002340,KEDC,903,184,18,10.2
20192020,022,CARTER,105,Carter County,060,Carter City Elementary School,105060,022105060,210102002356,KEDC,903,96,9,10.7
20192020,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000194,KEDC,903,517,43,12
20192020,022,CARTER,105,Carter County,130,East Carter Middle School,105130,022105130,210102001698,KEDC,903,398,31,12.8
20192020,022,CARTER,105,Carter County,250,Olive Hill Elementary School,105250,022105250,210102000198,KEDC,903,223,18,12.4
20192020,022,CARTER,105,Carter County,340,Prichard Elementary School,105340,022105340,210102000199,KEDC,903,359,28,12.8
20192020,022,CARTER,105,Carter County,450,Star Elementary School,105450,022105450,210102000200,KEDC,903,129,9,14.3
20192020,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000202,KEDC,903,360,35,10.3
20192020,022,CARTER,105,Carter County,505,West Carter Middle School,105505,022105505,210102001661,KEDC,903,357,28,12.8
20192020,023,CASEY,111,Casey County,"",---District Total---,111,"","",SESC,907,1330,129,10.3
20192020,023,CASEY,111,Casey County,015,Walnut Hill Elementary School,111015,023111015,210105002211,SESC,907,285,28,10.2
20192020,023,CASEY,111,Casey County,026,Jones Park Elementary,111026,023111026,210105001981,SESC,907,297,22,13.5
20192020,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000204,SESC,907,360,39,9.2
20192020,023,CASEY,111,Casey County,070,Casey County Middle School,111070,023111070,210105001579,SESC,907,189,21,9
20192020,023,CASEY,111,Casey County,190,Liberty Elementary School,111190,023111190,210105000208,SESC,907,254,24,10.6
20192020,005,BARREN,113,Caverna Independent,"",---District Total---,113,"","",GRREC,902,355,28,12.7
20192020,005,BARREN,113,Caverna Independent,025,Caverna Elementary School,113025,005113025,210111000213,GRREC,902,170,14,12.1
20192020,005,BARREN,113,Caverna Independent,026,Caverna Middle School,113026,005113026,210111001914,GRREC,902,94,8,11.8
20192020,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,GRREC,902,105,8,13.1
20192020,024,CHRISTIAN,115,Christian County,"",---District Total---,115,"","",WKEC,908,5268,479,11
20192020,024,CHRISTIAN,115,Christian County,017,Martin Luther King Jr. Elementary School,115017,024115017,210115002024,WKEC,908,305,34,9
20192020,024,CHRISTIAN,115,Christian County,023,Cumberland Hall School,115023,024115023,210115001912,WKEC,908,70,3,23.3
20192020,024,CHRISTIAN,115,Christian County,026,Freedom Elementary School,115026,024115026,210115002415,WKEC,908,358,33,10.8
20192020,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,677,73,9.3
20192020,024,CHRISTIAN,115,Christian County,035,Christian County Middle School,115035,024115035,210115000221,WKEC,908,391,40,9.8
20192020,024,CHRISTIAN,115,Christian County,040,Crofton Elementary School,115040,024115040,210115000222,WKEC,908,233,20,11.7
20192020,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,701,68,10.3
20192020,024,CHRISTIAN,115,Christian County,055,Indian Hills Elementary School,115055,024115055,210115000224,WKEC,908,381,31,12.3
20192020,024,CHRISTIAN,115,Christian County,058,Hopkinsville Middle School,115058,024115058,210115000225,WKEC,908,392,34,11.5
20192020,024,CHRISTIAN,115,Christian County,100,Christian County Alternative School,115100,024115100,210115001402,WKEC,908,90,5,18
20192020,024,CHRISTIAN,115,Christian County,125,Millbrooke Elementary School,115125,024115125,210115000229,WKEC,908,338,35,9.7
20192020,024,CHRISTIAN,115,Christian County,130,Pembroke Elementary School,115130,024115130,210115000231,WKEC,908,446,38,11.7
20192020,024,CHRISTIAN,115,Christian County,150,Sinking Fork Elementary School,115150,024115150,210115000232,WKEC,908,354,24,14.8
20192020,024,CHRISTIAN,115,Christian County,170,South Christian Elementary School,115170,024115170,210115000233,WKEC,908,330,34,9.7
20192020,024,CHRISTIAN,115,Christian County,180,Christian County Day Treatment,115180,024115180,210115000234,WKEC,908,65,4,16.3
20192020,024,CHRISTIAN,115,Christian County,975,Gateway Academy to Innovation & Tech.,115975,024115975,210115001938,WKEC,908,240,15,16
20192020,025,CLARK,121,Clark County,"",---District Total---,121,"","",CKEC,901,3054,317,9.6
20192020,025,CLARK,121,Clark County,002,Willis H. Justice Elementary School,121002,025121002,210120002405,CKEC,901,333,25,13.3
20192020,025,CLARK,121,Clark County,004,Strode Station Elementary School,121004,025121004,210120002395,CKEC,901,361,26,13.9
20192020,025,CLARK,121,Clark County,006,Shearer Elementary School,121006,025121006,210120002397,CKEC,901,324,21,15.4
20192020,025,CLARK,121,Clark County,008,William G. Conkwright Elementary,121008,025121008,210120002391,CKEC,901,240,25,9.6
20192020,025,CLARK,121,Clark County,013,Phoenix Academy,121013,025121013,210120001624,CKEC,901,74,7,10.6
20192020,025,CLARK,121,Clark County,017,Clark County Preschool,121017,025121017,210120002120,CKEC,901,133,15,8.9
20192020,025,CLARK,121,Clark County,023,Robert D. Campbell Jr. High,121023,025121023,210120002402,CKEC,901,466,59,7.9
20192020,025,CLARK,121,Clark County,026,Rev. Henry E. Baker Sr. Interm. School,121026,025121026,210120002389,CKEC,901,566,56,10.1
20192020,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,615,91,6.8
20192020,026,CLAY,125,Clay County,"",---District Total---,125,"","",SESC,907,2536,196,12.9
20192020,026,CLAY,125,Clay County,040,Big Creek Elementary,125040,026125040,210123000247,SESC,907,115,10,11.5
20192020,026,CLAY,125,Clay County,041,Horse Creek Learning Center,125041,026125041,210123001846,SESC,907,26,3,8.7
20192020,026,CLAY,125,Clay County,070,Burning Springs Elementary,125070,026125070,210123000248,SESC,907,176,15,11.7
20192020,026,CLAY,125,Clay County,095,Clay County Middle School,125095,026125095,210123001699,SESC,907,511,34,15
20192020,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,806,56,14.4
20192020,026,CLAY,125,Clay County,200,Goose Rock Elementary,125200,026125200,210123000251,SESC,907,155,13,11.9
20192020,026,CLAY,125,Clay County,220,Hacker Elementary School,125220,026125220,210123000252,SESC,907,151,17,8.9
20192020,026,CLAY,125,Clay County,500,Manchester Elementary School,125500,026125500,210123000255,SESC,907,278,25,11.1
20192020,026,CLAY,125,Clay County,570,Oneida Elementary School,125570,026125570,210123000256,SESC,907,95,7,13.6
20192020,026,CLAY,125,Clay County,580,Paces Creek Elementary,125580,026125580,210123001413,SESC,907,246,17,14.5
20192020,027,CLINTON,131,Clinton County,"",---District Total---,131,"","",GRREC,902,1388,116,12
20192020,027,CLINTON,131,Clinton County,015,Albany Elementary School,131015,027131015,210126000257,GRREC,902,345,34,10.1
20192020,027,CLINTON,131,Clinton County,016,Foothills Academy,131016,027131016,210126002162,GRREC,902,183,9,20.3
20192020,027,CLINTON,131,Clinton County,020,Clinton County Early Childhood Center,131020,027131020,210126002228,GRREC,902,216,10,21.6
20192020,027,CLINTON,131,Clinton County,045,Clinton County Middle School,131045,027131045,210126000444,GRREC,902,322,34,9.5
20192020,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,343,33,10.4
20192020,014,BRECKINRIDGE,132,Cloverport Independent,"",---District Total---,132,"","",GRREC,902,254,27,9.4
20192020,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,79,12,6.6
20192020,014,BRECKINRIDGE,132,Cloverport Independent,020,William H Natcher Elementary School,132020,014132020,210129000262,GRREC,902,117,13,9
20192020,014,BRECKINRIDGE,132,Cloverport Independent,025,Frederick Fraize Middle School,132025,014132025,210129000907,GRREC,902,90,10,9
20192020,118,WHITLEY,133,Corbin Independent,"",---District Total---,133,"","",SESC,907,2175,169,12.9
20192020,118,WHITLEY,133,Corbin Independent,012,Corbin Educational Center,133012,118133012,210132001622,SESC,907,86,7,12.3
20192020,118,WHITLEY,133,Corbin Independent,019,CORBIN ELEMENTARY SCHOOL,133019,118133019,210132002489,SESC,907,257,22,11.7
20192020,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,707,54,13.1
20192020,118,WHITLEY,133,Corbin Independent,050,Corbin Middle School,133050,118133050,210132001414,SESC,907,653,49,13.3
20192020,118,WHITLEY,133,Corbin Independent,070,Corbin Primary,133070,118133070,210132002218,SESC,907,562,43,13.1
20192020,059,KENTON,134,Covington Independent,"",---District Total---,134,"","",NKCES,905,1955,227,8.6
20192020,059,KENTON,134,Covington Independent,010,Biggs Early Childhood Education Ctr,134010,059134010,210135001664,NKCES,905,55,9,6.1
20192020,059,KENTON,134,Covington Independent,011,Covington Adult High School,134011,059134011,210135001495,NKCES,905,28,2,14
20192020,059,KENTON,134,Covington Independent,013,Transformational Learning Center,134013,059134013,210135001783,NKCES,905,108,7,15.4
20192020,059,KENTON,134,Covington Independent,017,Holmes Middle School,134017,059134017,210135001944,NKCES,905,251,37,6.8
20192020,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,600,63,9.5
20192020,059,KENTON,134,Covington Independent,110,John G Carlisle Elementary,134110,059134110,210135000270,NKCES,905,189,20,9.5
20192020,059,KENTON,134,Covington Independent,115,Latonia Elementary School,134115,059134115,210135000271,NKCES,905,143,20,7.2
20192020,059,KENTON,134,Covington Independent,150,Ninth District Elementary,134150,059134150,210135000274,NKCES,905,150,24,6.3
20192020,059,KENTON,134,Covington Independent,160,Glenn O Swing Elementary,134160,059134160,210135000275,NKCES,905,193,25,7.7
20192020,059,KENTON,134,Covington Independent,170,Sixth District Elementary School,134170,059134170,210135000276,NKCES,905,284,24,11.8
20192020,028,CRITTENDEN,135,Crittenden County,"",---District Total---,135,"","",WKEC,908,807,83,9.7
20192020,028,CRITTENDEN,135,Crittenden County,020,Crittenden County High School,135020,028135020,210138000279,WKEC,908,318,31,10.3
20192020,028,CRITTENDEN,135,Crittenden County,022,Pathway Academy High School,135022,028135022,210138002225,WKEC,908,10,1,10
20192020,028,CRITTENDEN,135,Crittenden County,025,Crittenden County Middle School,135025,028135025,210138000280,WKEC,908,196,22,8.9
20192020,028,CRITTENDEN,135,Crittenden County,100,Crittenden County Elementary School,135100,028135100,210138001441,WKEC,908,352,35,10.1
20192020,029,CUMBERLAND,141,Cumberland County,"",---District Total---,141,"","",GRREC,902,628,63,10
20192020,029,CUMBERLAND,141,Cumberland County,070,Cumberland County Elementary School,141070,029141070,210141000286,GRREC,902,340,31,11
20192020,029,CUMBERLAND,141,Cumberland County,075,Cumberland County Middle School,141075,029141075,210141001561,GRREC,902,155,18,8.6
20192020,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,202,20,10.1
20192020,011,BOYLE,143,Danville Independent,"",---District Total---,143,"","",CKEC,901,1418,129,11
20192020,011,BOYLE,143,Danville Independent,003,Mary G. Hogsett Primary School,143003,011143003,210144002477,CKEC,901,270,23,11.7
20192020,011,BOYLE,143,Danville Independent,005,John W. Bate Middle School,143005,011143005,210144000290,CKEC,901,372,32,11.6
20192020,011,BOYLE,143,Danville Independent,010,Edna L. Toliver Intermediate School,143010,011143010,210144002476,CKEC,901,303,32,9.5
20192020,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,480,42,11.4
20192020,011,BOYLE,143,Danville Independent,350,Sunrise Academy,143350,011143350,210144000646,CKEC,901,40,3,13.3
20192020,030,DAVIESS,145,Daviess County,"",---District Total---,145,"","",GRREC,902,8990,670,13.4
20192020,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,1125,82,13.7
20192020,030,DAVIESS,145,Daviess County,006,Meadow Lands Elementary School,145006,030145006,210147001949,GRREC,902,330,25,13.2
20192020,030,DAVIESS,145,Daviess County,007,East View Elementary School,145007,030145007,210147001625,GRREC,902,326,29,11.2
20192020,030,DAVIESS,145,Daviess County,008,F T Burns Middle School,145008,030145008,210147000296,GRREC,902,683,57,12
20192020,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,1417,97,14.6
20192020,030,DAVIESS,145,Daviess County,011,Southern Oaks Elementary School,145011,030145011,210147002230,GRREC,902,300,24,12.5
20192020,030,DAVIESS,145,Daviess County,015,The Center for Academic Improvement,145015,030145015,210147002470,GRREC,902,34,2,17
20192020,030,DAVIESS,145,Daviess County,020,Daviess County Middle School,145020,030145020,210147000298,GRREC,902,795,52,15.3
20192020,030,DAVIESS,145,Daviess County,025,Highland Elementary School,145025,030145025,210147000299,GRREC,902,499,29,17.2
20192020,030,DAVIESS,145,Daviess County,040,Deer Park Elementary School,145040,030145040,210147000301,GRREC,902,435,29,15
20192020,030,DAVIESS,145,Daviess County,070,Sorgho Elementary School,145070,030145070,210147000303,GRREC,902,262,22,11.9
20192020,030,DAVIESS,145,Daviess County,085,Audubon Elementary School,145085,030145085,210147000054,GRREC,902,311,25,12.4
20192020,030,DAVIESS,145,Daviess County,095,Tamarack Elementary School,145095,030145095,210147000306,GRREC,902,470,30,15.7
20192020,030,DAVIESS,145,Daviess County,130,West Louisville Elementary School,145130,030145130,210147000309,GRREC,902,266,22,12.1
20192020,030,DAVIESS,145,Daviess County,140,Whitesville Elementary School,145140,030145140,210147000310,GRREC,902,207,19,10.9
20192020,030,DAVIESS,145,Daviess County,145,F T Burns Elementary School,145145,030145145,210147000311,GRREC,902,300,29,10.3
20192020,030,DAVIESS,145,Daviess County,150,Country Heights Elementary School,145150,030145150,210147001581,GRREC,902,268,25,10.7
20192020,030,DAVIESS,145,Daviess County,155,College View Middle School,145155,030145155,210147000961,GRREC,902,796,56,14.2
20192020,030,DAVIESS,145,Daviess County,160,Owensboro Day Treatment,145160,030145160,210147000312,GRREC,902,36,3,12
20192020,030,DAVIESS,145,Daviess County,170,Valley High School,145170,030145170,210147001700,GRREC,902,107,6,17.8
20192020,030,DAVIESS,145,Daviess County,175,Valley Elementary School,145175,030145175,210147000964,GRREC,902,133,7,19
20192020,030,DAVIESS,145,Daviess County,180,Heritage Park High School,145180,030145180,210147000969,GRREC,902,152,16,9.5
20192020,054,HOPKINS,146,Dawson Springs Independent,"",---District Total---,146,"","",WKEC,908,386,34,11.4
20192020,054,HOPKINS,146,Dawson Springs Independent,017,Dawson Springs Elementary,146017,054146017,210150002200,WKEC,908,143,14,10.2
20192020,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,243,20,12.2
20192020,019,CAMPBELL,147,Dayton Independent,"",---District Total---,147,"","",NKCES,905,623,56,11.1
20192020,019,CAMPBELL,147,Dayton Independent,010,Dayton High School,147010,019147010,210153000316,NKCES,905,289,29,10
20192020,019,CAMPBELL,147,Dayton Independent,030,Lincoln Elementary School,147030,019147030,210153000317,NKCES,905,334,27,12.4
20192020,063,LAUREL,149,East Bernstadt Independent,"",---District Total---,149,"","",SESC,907,316,27,11.7
20192020,063,LAUREL,149,East Bernstadt Independent,010,East Bernstadt Elementary School,149010,063149010,210159000318,SESC,907,316,27,11.7
20192020,031,EDMONSON,151,Edmonson County,"",---District Total---,151,"","",GRREC,902,1396,108,12.9
20192020,031,EDMONSON,151,Edmonson County,020,South Edmonson Elementary School,151020,031151020,210162000319,GRREC,902,310,25,12.4
20192020,031,EDMONSON,151,Edmonson County,022,Edmonson County 5/6 Center,151022,031151022,210162001985,GRREC,902,193,16,12.1
20192020,031,EDMONSON,151,Edmonson County,050,Edmonson County Middle School,151050,031151050,210162000321,GRREC,902,276,22,12.5
