Fiscal Year,District,Rank,Years,I,II,III
2020 - 2021,211 Grayson County,V,38.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,39.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,40.00,26400,"26,400.00","26,400.00"
2020 - 2021,215 Green County,I,0.00,44812,0,0
2020 - 2021,215 Green County,I,1.00,44812,0,0
2020 - 2021,215 Green County,I,2.00,44812,0,0
2020 - 2021,215 Green County,I,3.00,44812,0,0
2020 - 2021,215 Green County,I,4.00,48942,0,0
2020 - 2021,215 Green County,I,5.00,48942,0,0
2020 - 2021,215 Green County,I,6.00,48942,0,0
2020 - 2021,215 Green County,I,7.00,48942,0,0
2020 - 2021,215 Green County,I,8.00,48942,0,0
2020 - 2021,215 Green County,I,9.00,48942,0,0
2020 - 2021,215 Green County,I,10.00,54309,0,0
2020 - 2021,215 Green County,I,11.00,54309,0,0
2020 - 2021,215 Green County,I,12.00,54309,0,0
2020 - 2021,215 Green County,I,13.00,54309,0,0
2020 - 2021,215 Green County,I,14.00,54309,0,0
2020 - 2021,215 Green County,I,15.00,55876,0,0
2020 - 2021,215 Green County,I,16.00,55876,0,0
2020 - 2021,215 Green County,I,17.00,55876,0,0
2020 - 2021,215 Green County,I,18.00,55876,0,0
2020 - 2021,215 Green County,I,19.00,55876,0,0
2020 - 2021,215 Green County,I,20.00,57030,0,0
2020 - 2021,215 Green County,I,21.00,57030,0,0
2020 - 2021,215 Green County,I,22.00,57030,0,0
2020 - 2021,215 Green County,I,23.00,57030,0,0
2020 - 2021,215 Green County,I,24.00,58741,0,0
2020 - 2021,215 Green County,I,25.00,58741,0,0
2020 - 2021,215 Green County,I,26.00,58741,0,0
2020 - 2021,215 Green County,I,27.00,60503,0,0
2020 - 2021,215 Green County,I,28.00,60503,0,0
2020 - 2021,215 Green County,I,29.00,60503,0,0
2020 - 2021,215 Green County,I,30.00,60503,0,0
2020 - 2021,215 Green County,I,31.00,60503,0,0
2020 - 2021,215 Green County,I,32.00,60503,0,0
2020 - 2021,215 Green County,I,33.00,60503,0,0
2020 - 2021,215 Green County,I,34.00,60503,0,0
2020 - 2021,215 Green County,I,35.00,60503,0,0
2020 - 2021,215 Green County,I,36.00,60503,0,0
2020 - 2021,215 Green County,I,37.00,60503,0,0
2020 - 2021,215 Green County,I,38.00,60503,0,0
2020 - 2021,215 Green County,I,39.00,60503,0,0
2020 - 2021,215 Green County,I,40.00,60503,0,0
2020 - 2021,215 Green County,II,0.00,40695,0,0
2020 - 2021,215 Green County,II,1.00,40695,0,0
2020 - 2021,215 Green County,II,2.00,40695,0,0
2020 - 2021,215 Green County,II,3.00,40695,0,0
2020 - 2021,215 Green County,II,4.00,44812,0,0
2020 - 2021,215 Green County,II,5.00,44812,0,0
2020 - 2021,215 Green County,II,6.00,44812,0,0
2020 - 2021,215 Green County,II,7.00,44812,0,0
2020 - 2021,215 Green County,II,8.00,44812,0,0
2020 - 2021,215 Green County,II,9.00,44812,0,0
2020 - 2021,215 Green County,II,10.00,50148,0,0
2020 - 2021,215 Green County,II,11.00,50148,0,0
2020 - 2021,215 Green County,II,12.00,50148,0,0
2020 - 2021,215 Green County,II,13.00,50148,0,0
2020 - 2021,215 Green County,II,14.00,50148,0,0
2020 - 2021,215 Green County,II,15.00,51726,0,0
2020 - 2021,215 Green County,II,16.00,51726,0,0
2020 - 2021,215 Green County,II,17.00,51726,0,0
2020 - 2021,215 Green County,II,18.00,51726,0,0
2020 - 2021,215 Green County,II,19.00,51726,0,0
2020 - 2021,215 Green County,II,20.00,52883,0,0
2020 - 2021,215 Green County,II,21.00,52883,0,0
2020 - 2021,215 Green County,II,22.00,52883,0,0
2020 - 2021,215 Green County,II,23.00,52883,0,0
2020 - 2021,215 Green County,II,24.00,54469,0,0
2020 - 2021,215 Green County,II,25.00,54469,0,0
2020 - 2021,215 Green County,II,26.00,54469,0,0
2020 - 2021,215 Green County,II,27.00,56103,0,0
2020 - 2021,215 Green County,II,28.00,56103,0,0
2020 - 2021,215 Green County,II,29.00,56103,0,0
2020 - 2021,215 Green County,II,30.00,56103,0,0
2020 - 2021,215 Green County,II,31.00,56103,0,0
2020 - 2021,215 Green County,II,32.00,56103,0,0
2020 - 2021,215 Green County,II,33.00,56103,0,0
2020 - 2021,215 Green County,II,34.00,56103,0,0
2020 - 2021,215 Green County,II,35.00,56103,0,0
2020 - 2021,215 Green County,II,36.00,56103,0,0
2020 - 2021,215 Green County,II,37.00,56103,0,0
2020 - 2021,215 Green County,II,38.00,56103,0,0
2020 - 2021,215 Green County,II,39.00,56103,0,0
2020 - 2021,215 Green County,II,40.00,56103,0,0
2020 - 2021,215 Green County,III,0.00,36512,0,0
2020 - 2021,215 Green County,III,1.00,36512,0,0
2020 - 2021,215 Green County,III,2.00,36512,0,0
2020 - 2021,215 Green County,III,3.00,36512,0,0
2020 - 2021,215 Green County,III,4.00,40695,0,0
2020 - 2021,215 Green County,III,5.00,40695,0,0
2020 - 2021,215 Green County,III,6.00,40695,0,0
2020 - 2021,215 Green County,III,7.00,40695,0,0
2020 - 2021,215 Green County,III,8.00,40695,0,0
2020 - 2021,215 Green County,III,9.00,40695,0,0
2020 - 2021,215 Green County,III,10.00,45978,0,0
2020 - 2021,215 Green County,III,11.00,45978,0,0
2020 - 2021,215 Green County,III,12.00,45978,0,0
2020 - 2021,215 Green County,III,13.00,45978,0,0
2020 - 2021,215 Green County,III,14.00,45978,0,0
2020 - 2021,215 Green County,III,15.00,47560,0,0
2020 - 2021,215 Green County,III,16.00,47560,0,0
2020 - 2021,215 Green County,III,17.00,47560,0,0
2020 - 2021,215 Green County,III,18.00,47560,0,0
2020 - 2021,215 Green County,III,19.00,47560,0,0
2020 - 2021,215 Green County,III,20.00,48336,0,0
2020 - 2021,215 Green County,III,21.00,48336,0,0
2020 - 2021,215 Green County,III,22.00,48336,0,0
2020 - 2021,215 Green County,III,23.00,48336,0,0
2020 - 2021,215 Green County,III,24.00,49787,0,0
2020 - 2021,215 Green County,III,25.00,49787,0,0
2020 - 2021,215 Green County,III,26.00,49787,0,0
2020 - 2021,215 Green County,III,27.00,51280,0,0
2020 - 2021,215 Green County,III,28.00,51280,0,0
2020 - 2021,215 Green County,III,29.00,51280,0,0
2020 - 2021,215 Green County,III,30.00,51280,0,0
2020 - 2021,215 Green County,III,31.00,51280,0,0
2020 - 2021,215 Green County,III,32.00,51280,0,0
2020 - 2021,215 Green County,III,33.00,51280,0,0
2020 - 2021,215 Green County,III,34.00,51280,0,0
2020 - 2021,215 Green County,III,35.00,51280,0,0
2020 - 2021,215 Green County,III,36.00,51280,0,0
2020 - 2021,215 Green County,III,37.00,51280,0,0
2020 - 2021,215 Green County,III,38.00,51280,0,0
2020 - 2021,215 Green County,III,39.00,51280,0,0
2020 - 2021,215 Green County,III,40.00,51280,0,0
2020 - 2021,215 Green County,IV,0.00,29156,0,0
2020 - 2021,215 Green County,IV,1.00,29156,0,0
2020 - 2021,215 Green County,IV,2.00,29156,0,0
2020 - 2021,215 Green County,IV,3.00,29156,0,0
2020 - 2021,215 Green County,IV,4.00,29156,0,0
2020 - 2021,215 Green County,IV,5.00,29156,0,0
2020 - 2021,215 Green County,IV,6.00,29156,0,0
2020 - 2021,215 Green County,IV,7.00,29156,0,0
2020 - 2021,215 Green County,IV,8.00,29156,0,0
2020 - 2021,215 Green County,IV,9.00,29156,0,0
2020 - 2021,215 Green County,IV,10.00,29156,0,0
2020 - 2021,215 Green County,IV,11.00,29156,0,0
2020 - 2021,215 Green County,IV,12.00,29156,0,0
2020 - 2021,215 Green County,IV,13.00,29156,0,0
2020 - 2021,215 Green County,IV,14.00,29156,0,0
2020 - 2021,215 Green County,IV,15.00,29156,0,0
2020 - 2021,215 Green County,IV,16.00,29156,0,0
2020 - 2021,215 Green County,IV,17.00,29156,0,0
2020 - 2021,215 Green County,IV,18.00,29156,0,0
2020 - 2021,215 Green County,IV,19.00,29156,0,0
2020 - 2021,215 Green County,IV,20.00,29156,0,0
2020 - 2021,215 Green County,IV,21.00,29156,0,0
2020 - 2021,215 Green County,IV,22.00,29156,0,0
2020 - 2021,215 Green County,IV,23.00,29156,0,0
2020 - 2021,215 Green County,IV,24.00,29156,0,0
2020 - 2021,215 Green County,IV,25.00,29156,0,0
2020 - 2021,215 Green County,IV,26.00,29156,0,0
2020 - 2021,215 Green County,IV,27.00,29156,0,0
2020 - 2021,215 Green County,IV,28.00,29156,0,0
2020 - 2021,215 Green County,IV,29.00,29156,0,0
2020 - 2021,215 Green County,IV,30.00,29156,0,0
2020 - 2021,215 Green County,IV,31.00,29156,0,0
2020 - 2021,215 Green County,IV,32.00,29156,0,0
2020 - 2021,215 Green County,IV,33.00,29156,0,0
2020 - 2021,215 Green County,IV,34.00,29156,0,0
2020 - 2021,215 Green County,IV,35.00,29156,0,0
2020 - 2021,215 Green County,IV,36.00,29156,0,0
2020 - 2021,215 Green County,IV,37.00,29156,0,0
2020 - 2021,215 Green County,IV,38.00,29156,0,0
2020 - 2021,215 Green County,IV,39.00,29156,0,0
2020 - 2021,215 Green County,IV,40.00,29156,0,0
2020 - 2021,215 Green County,V,0.00,28025,0,0
2020 - 2021,215 Green County,V,1.00,28025,0,0
2020 - 2021,215 Green County,V,2.00,28025,0,0
2020 - 2021,215 Green County,V,3.00,28025,0,0
2020 - 2021,215 Green County,V,4.00,28025,0,0
2020 - 2021,215 Green County,V,5.00,28025,0,0
2020 - 2021,215 Green County,V,6.00,28025,0,0
2020 - 2021,215 Green County,V,7.00,28025,0,0
2020 - 2021,215 Green County,V,8.00,28025,0,0
2020 - 2021,215 Green County,V,9.00,28025,0,0
2020 - 2021,215 Green County,V,10.00,28025,0,0
2020 - 2021,215 Green County,V,11.00,28025,0,0
2020 - 2021,215 Green County,V,12.00,28025,0,0
2020 - 2021,215 Green County,V,13.00,28025,0,0
2020 - 2021,215 Green County,V,14.00,28025,0,0
2020 - 2021,215 Green County,V,15.00,28025,0,0
2020 - 2021,215 Green County,V,16.00,28025,0,0
2020 - 2021,215 Green County,V,17.00,28025,0,0
2020 - 2021,215 Green County,V,18.00,28025,0,0
2020 - 2021,215 Green County,V,19.00,28025,0,0
2020 - 2021,215 Green County,V,20.00,28025,0,0
2020 - 2021,215 Green County,V,21.00,28025,0,0
2020 - 2021,215 Green County,V,22.00,28025,0,0
2020 - 2021,215 Green County,V,23.00,28025,0,0
2020 - 2021,215 Green County,V,24.00,28025,0,0
2020 - 2021,215 Green County,V,25.00,28025,0,0
2020 - 2021,215 Green County,V,26.00,28025,0,0
2020 - 2021,215 Green County,V,27.00,28025,0,0
2020 - 2021,215 Green County,V,28.00,28025,0,0
2020 - 2021,215 Green County,V,29.00,28025,0,0
2020 - 2021,215 Green County,V,30.00,28025,0,0
2020 - 2021,215 Green County,V,31.00,28025,0,0
2020 - 2021,215 Green County,V,32.00,28025,0,0
2020 - 2021,215 Green County,V,33.00,28025,0,0
2020 - 2021,215 Green County,V,34.00,28025,0,0
2020 - 2021,215 Green County,V,35.00,28025,0,0
2020 - 2021,215 Green County,V,36.00,28025,0,0
2020 - 2021,215 Green County,V,37.00,28025,0,0
2020 - 2021,215 Green County,V,38.00,28025,0,0
2020 - 2021,215 Green County,V,39.00,28025,0,0
2020 - 2021,215 Green County,V,40.00,28025,0,0
2020 - 2021,221 Greenup County,I,0.00,0,"43,935.00",0
2020 - 2021,221 Greenup County,I,1.00,0,"44,440.00",0
2020 - 2021,221 Greenup County,I,2.00,0,"44,945.00",0
2020 - 2021,221 Greenup County,I,3.00,0,"45,450.00",0
2020 - 2021,221 Greenup County,I,4.00,0,"45,955.00",0
2020 - 2021,221 Greenup County,I,5.00,0,"47,975.00",0
2020 - 2021,221 Greenup County,I,6.00,0,"48,480.00",0
2020 - 2021,221 Greenup County,I,7.00,0,"48,985.00",0
2020 - 2021,221 Greenup County,I,8.00,0,"49,490.00",0
2020 - 2021,221 Greenup County,I,9.00,0,"49,995.00",0
2020 - 2021,221 Greenup County,I,10.00,0,"53,530.00",0
2020 - 2021,221 Greenup County,I,11.00,0,"54,035.00",0
2020 - 2021,221 Greenup County,I,12.00,0,"54,540.00",0
2020 - 2021,221 Greenup County,I,13.00,0,"55,045.00",0
2020 - 2021,221 Greenup County,I,14.00,0,"55,550.00",0
2020 - 2021,221 Greenup County,I,15.00,0,"56,055.00",0
2020 - 2021,221 Greenup County,I,16.00,0,"56,560.00",0
2020 - 2021,221 Greenup County,I,17.00,0,"57,065.00",0
2020 - 2021,221 Greenup County,I,18.00,0,"57,570.00",0
2020 - 2021,221 Greenup County,I,19.00,0,"58,075.00",0
2020 - 2021,221 Greenup County,I,20.00,0,"58,580.00",0
2020 - 2021,221 Greenup County,I,21.00,0,"59,085.00",0
2020 - 2021,221 Greenup County,I,22.00,0,"59,590.00",0
2020 - 2021,221 Greenup County,I,23.00,0,"60,095.00",0
2020 - 2021,221 Greenup County,I,24.00,0,"60,600.00",0
2020 - 2021,221 Greenup County,I,25.00,0,"61,105.00",0
2020 - 2021,221 Greenup County,I,26.00,0,"61,610.00",0
2020 - 2021,221 Greenup County,I,27.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,I,28.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,I,29.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,I,30.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,I,31.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,I,32.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,I,33.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,I,34.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,I,35.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,I,36.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,I,37.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,I,38.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,I,39.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,I,40.00,0,"62,115.00",0
2020 - 2021,221 Greenup County,II,0.00,0,"39,643.00",0
2020 - 2021,221 Greenup County,II,1.00,0,"39,895.00",0
2020 - 2021,221 Greenup County,II,2.00,0,"40,653.00",0
2020 - 2021,221 Greenup County,II,3.00,0,"41,158.00",0
2020 - 2021,221 Greenup County,II,4.00,0,"41,915.00",0
2020 - 2021,221 Greenup County,II,5.00,0,"43,683.00",0
2020 - 2021,221 Greenup County,II,6.00,0,"44,188.00",0
2020 - 2021,221 Greenup County,II,7.00,0,"44,693.00",0
2020 - 2021,221 Greenup County,II,8.00,0,"45,198.00",0
2020 - 2021,221 Greenup County,II,9.00,0,"45,955.00",0
2020 - 2021,221 Greenup County,II,10.00,0,"49,238.00",0
2020 - 2021,221 Greenup County,II,11.00,0,"49,743.00",0
2020 - 2021,221 Greenup County,II,12.00,0,"50,248.00",0
2020 - 2021,221 Greenup County,II,13.00,0,"50,753.00",0
2020 - 2021,221 Greenup County,II,14.00,0,"51,258.00",0
2020 - 2021,221 Greenup County,II,15.00,0,"51,763.00",0
2020 - 2021,221 Greenup County,II,16.00,0,"52,268.00",0
2020 - 2021,221 Greenup County,II,17.00,0,"52,773.00",0
2020 - 2021,221 Greenup County,II,18.00,0,"53,278.00",0
2020 - 2021,221 Greenup County,II,19.00,0,"53,783.00",0
2020 - 2021,221 Greenup County,II,20.00,0,"54,288.00",0
2020 - 2021,221 Greenup County,II,21.00,0,"54,793.00",0
2020 - 2021,221 Greenup County,II,22.00,0,"55,298.00",0
2020 - 2021,221 Greenup County,II,23.00,0,"55,803.00",0
2020 - 2021,221 Greenup County,II,24.00,0,"56,308.00",0
2020 - 2021,221 Greenup County,II,25.00,0,"56,813.00",0
2020 - 2021,221 Greenup County,II,26.00,0,"57,318.00",0
2020 - 2021,221 Greenup County,II,27.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,II,28.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,II,29.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,II,30.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,II,31.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,II,32.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,II,33.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,II,34.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,II,35.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,II,36.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,II,37.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,II,38.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,II,39.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,II,40.00,0,"57,823.00",0
2020 - 2021,221 Greenup County,III,0.00,35101,"36,360.00",0
2020 - 2021,221 Greenup County,III,1.00,35686,"36,865.00",0
2020 - 2021,221 Greenup County,III,2.00,36275,"37,370.00",0
2020 - 2021,221 Greenup County,III,3.00,36861,"37,875.00",0
2020 - 2021,221 Greenup County,III,4.00,38282,"38,885.00",0
2020 - 2021,221 Greenup County,III,5.00,38870,"39,895.00",0
2020 - 2021,221 Greenup County,III,6.00,39460,"40,400.00",0
2020 - 2021,221 Greenup County,III,7.00,40044,"40,905.00",0
2020 - 2021,221 Greenup County,III,8.00,40632,"41,410.00",0
2020 - 2021,221 Greenup County,III,9.00,41220,"41,915.00",0
2020 - 2021,221 Greenup County,III,10.00,44043,"43,935.00",0
2020 - 2021,221 Greenup County,III,11.00,44548,"44,440.00",0
2020 - 2021,221 Greenup County,III,12.00,44821,"44,945.00",0
2020 - 2021,221 Greenup County,III,13.00,45214,"45,450.00",0
2020 - 2021,221 Greenup County,III,14.00,45602,"45,955.00",0
2020 - 2021,221 Greenup County,III,15.00,45998,"46,460.00",0
2020 - 2021,221 Greenup County,III,16.00,46402,"46,965.00",0
2020 - 2021,221 Greenup County,III,17.00,46802,"47,470.00",0
2020 - 2021,221 Greenup County,III,18.00,47203,"47,975.00",0
2020 - 2021,221 Greenup County,III,19.00,47604,"48,480.00",0
2020 - 2021,221 Greenup County,III,20.00,48007,"48,985.00",0
2020 - 2021,221 Greenup County,III,21.00,48677,"49,490.00",0
2020 - 2021,221 Greenup County,III,22.00,49348,"49,995.00",0
2020 - 2021,221 Greenup County,III,23.00,50015,"50,500.00",0
2020 - 2021,221 Greenup County,III,24.00,50694,"51,005.00",0
2020 - 2021,221 Greenup County,III,25.00,51380,"51,510.00",0
2020 - 2021,221 Greenup County,III,26.00,52068,"52,015.00",0
2020 - 2021,221 Greenup County,III,27.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,III,28.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,III,29.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,III,30.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,III,31.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,III,32.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,III,33.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,III,34.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,III,35.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,III,36.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,III,37.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,III,38.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,III,39.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,III,40.00,52755,"52,520.00",0
2020 - 2021,221 Greenup County,IV,0.00,29134,0,0
2020 - 2021,221 Greenup County,IV,1.00,29134,0,0
2020 - 2021,221 Greenup County,IV,2.00,29134,0,0
2020 - 2021,221 Greenup County,IV,3.00,29134,0,0
2020 - 2021,221 Greenup County,IV,4.00,29134,0,0
2020 - 2021,221 Greenup County,IV,5.00,29134,0,0
2020 - 2021,221 Greenup County,IV,6.00,29134,0,0
2020 - 2021,221 Greenup County,IV,7.00,29134,0,0
2020 - 2021,221 Greenup County,IV,8.00,29134,0,0
2020 - 2021,221 Greenup County,IV,9.00,29134,0,0
2020 - 2021,221 Greenup County,IV,10.00,29134,0,0
2020 - 2021,221 Greenup County,IV,11.00,29134,0,0
2020 - 2021,221 Greenup County,IV,12.00,29134,0,0
2020 - 2021,221 Greenup County,IV,13.00,29134,0,0
2020 - 2021,221 Greenup County,IV,14.00,29134,0,0
2020 - 2021,221 Greenup County,IV,15.00,29134,0,0
2020 - 2021,221 Greenup County,IV,16.00,29134,0,0
2020 - 2021,221 Greenup County,IV,17.00,29134,0,0
2020 - 2021,221 Greenup County,IV,18.00,29134,0,0
2020 - 2021,221 Greenup County,IV,19.00,29134,0,0
2020 - 2021,221 Greenup County,IV,20.00,29134,0,0
2020 - 2021,221 Greenup County,IV,21.00,29134,0,0
2020 - 2021,221 Greenup County,IV,22.00,29134,0,0
2020 - 2021,221 Greenup County,IV,23.00,29134,0,0
2020 - 2021,221 Greenup County,IV,24.00,29134,0,0
2020 - 2021,221 Greenup County,IV,25.00,29134,0,0
2020 - 2021,221 Greenup County,IV,26.00,29134,0,0
2020 - 2021,221 Greenup County,IV,27.00,29134,0,0
2020 - 2021,221 Greenup County,IV,28.00,29134,0,0
2020 - 2021,221 Greenup County,IV,29.00,29134,0,0
2020 - 2021,221 Greenup County,IV,30.00,29134,0,0
2020 - 2021,221 Greenup County,IV,31.00,29134,0,0
2020 - 2021,221 Greenup County,IV,32.00,29134,0,0
2020 - 2021,221 Greenup County,IV,33.00,29134,0,0
2020 - 2021,221 Greenup County,IV,34.00,29134,0,0
2020 - 2021,221 Greenup County,IV,35.00,29134,0,0
2020 - 2021,221 Greenup County,IV,36.00,29134,0,0
2020 - 2021,221 Greenup County,IV,37.00,29134,0,0
2020 - 2021,221 Greenup County,IV,38.00,29134,0,0
2020 - 2021,221 Greenup County,IV,39.00,29134,0,0
2020 - 2021,221 Greenup County,IV,40.00,29134,0,0
2020 - 2021,221 Greenup County,V,0.00,25057,0,0
2020 - 2021,221 Greenup County,V,1.00,25057,0,0
2020 - 2021,221 Greenup County,V,2.00,25057,0,0
2020 - 2021,221 Greenup County,V,3.00,25057,0,0
2020 - 2021,221 Greenup County,V,4.00,25057,0,0
2020 - 2021,221 Greenup County,V,5.00,25057,0,0
2020 - 2021,221 Greenup County,V,6.00,25057,0,0
2020 - 2021,221 Greenup County,V,7.00,25057,0,0
2020 - 2021,221 Greenup County,V,8.00,25057,0,0
2020 - 2021,221 Greenup County,V,9.00,25057,0,0
2020 - 2021,221 Greenup County,V,10.00,25057,0,0
2020 - 2021,221 Greenup County,V,11.00,25057,0,0
2020 - 2021,221 Greenup County,V,12.00,25057,0,0
2020 - 2021,221 Greenup County,V,13.00,25057,0,0
2020 - 2021,221 Greenup County,V,14.00,25057,0,0
