Fiscal Year,District,Rank,Years,I,II,III
2020 - 2021,201 Grant County,V,39.00,0,0,0
2020 - 2021,201 Grant County,V,40.00,0,0,0
2020 - 2021,205 Graves County,I,0.00,44992,"47,491.72",0
2020 - 2021,205 Graves County,I,1.00,45237,"47,736.52",0
2020 - 2021,205 Graves County,I,2.00,45477,"47,976.52",0
2020 - 2021,205 Graves County,I,3.00,47244,"49,744.00",0
2020 - 2021,205 Graves County,I,4.00,49127,"51,626.82",0
2020 - 2021,205 Graves County,I,5.00,49372,"51,871.62",0
2020 - 2021,205 Graves County,I,6.00,49612,"52,111.62",0
2020 - 2021,205 Graves County,I,7.00,50871,"53,371.00",0
2020 - 2021,205 Graves County,I,8.00,52127,"54,626.50",0
2020 - 2021,205 Graves County,I,9.00,53382,"55,882.00",0
2020 - 2021,205 Graves County,I,10.00,54638,"57,137.73",0
2020 - 2021,205 Graves County,I,11.00,54883,"57,382.53",0
2020 - 2021,205 Graves County,I,12.00,55123,"57,622.53",0
2020 - 2021,205 Graves County,I,13.00,55402,"57,901.96",0
2020 - 2021,205 Graves County,I,14.00,55707,"58,207.00",0
2020 - 2021,205 Graves County,I,15.00,56274,"58,774.14",0
2020 - 2021,205 Graves County,I,16.00,56519,"59,018.94",0
2020 - 2021,205 Graves County,I,17.00,56759,"59,258.94",0
2020 - 2021,205 Graves County,I,18.00,57111,"59,611.30",0
2020 - 2021,205 Graves County,I,19.00,57465,"59,964.70",0
2020 - 2021,205 Graves County,I,20.00,57801,"60,301.33",0
2020 - 2021,205 Graves County,I,21.00,58046,"60,546.13",0
2020 - 2021,205 Graves County,I,22.00,58286,"60,786.13",0
2020 - 2021,205 Graves County,I,23.00,58516,"61,015.60",0
2020 - 2021,205 Graves County,I,24.00,58739,"61,238.80",0
2020 - 2021,205 Graves County,I,25.00,58959,"61,458.70",0
2020 - 2021,205 Graves County,I,26.00,59204,"61,703.50",0
2020 - 2021,205 Graves County,I,27.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,I,28.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,I,29.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,I,30.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,I,31.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,I,32.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,I,33.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,I,34.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,I,35.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,I,36.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,I,37.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,I,38.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,I,39.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,I,40.00,59444,"61,943.50",0
2020 - 2021,205 Graves County,II,0.00,40993,0,0
2020 - 2021,205 Graves County,II,1.00,41237,0,0
2020 - 2021,205 Graves County,II,2.00,41477,0,0
2020 - 2021,205 Graves County,II,3.00,43236,0,0
2020 - 2021,205 Graves County,II,4.00,44992,0,0
2020 - 2021,205 Graves County,II,5.00,45237,0,0
2020 - 2021,205 Graves County,II,6.00,45477,0,0
2020 - 2021,205 Graves County,II,7.00,46686,0,0
2020 - 2021,205 Graves County,II,8.00,47895,0,0
2020 - 2021,205 Graves County,II,9.00,49104,0,0
2020 - 2021,205 Graves County,II,10.00,50336,0,0
2020 - 2021,205 Graves County,II,11.00,50581,0,0
2020 - 2021,205 Graves County,II,12.00,50821,0,0
2020 - 2021,205 Graves County,II,13.00,51150,0,0
2020 - 2021,205 Graves County,II,14.00,51550,0,0
2020 - 2021,205 Graves County,II,15.00,51970,0,0
2020 - 2021,205 Graves County,II,16.00,52215,0,0
2020 - 2021,205 Graves County,II,17.00,52455,0,0
2020 - 2021,205 Graves County,II,18.00,52778,0,0
2020 - 2021,205 Graves County,II,19.00,53103,0,0
2020 - 2021,205 Graves County,II,20.00,53423,0,0
2020 - 2021,205 Graves County,II,21.00,53668,0,0
2020 - 2021,205 Graves County,II,22.00,53908,0,0
2020 - 2021,205 Graves County,II,23.00,54145,0,0
2020 - 2021,205 Graves County,II,24.00,54377,0,0
2020 - 2021,205 Graves County,II,25.00,54655,0,0
2020 - 2021,205 Graves County,II,26.00,54900,0,0
2020 - 2021,205 Graves County,II,27.00,55140,0,0
2020 - 2021,205 Graves County,II,28.00,55140,0,0
2020 - 2021,205 Graves County,II,29.00,55140,0,0
2020 - 2021,205 Graves County,II,30.00,55140,0,0
2020 - 2021,205 Graves County,II,31.00,55140,0,0
2020 - 2021,205 Graves County,II,32.00,55140,0,0
2020 - 2021,205 Graves County,II,33.00,55140,0,0
2020 - 2021,205 Graves County,II,34.00,55140,0,0
2020 - 2021,205 Graves County,II,35.00,55140,0,0
2020 - 2021,205 Graves County,II,36.00,55140,0,0
2020 - 2021,205 Graves County,II,37.00,55140,0,0
2020 - 2021,205 Graves County,II,38.00,55140,0,0
2020 - 2021,205 Graves County,II,39.00,55140,0,0
2020 - 2021,205 Graves County,II,40.00,55140,0,0
2020 - 2021,205 Graves County,III,0.00,37043,0,0
2020 - 2021,205 Graves County,III,1.00,37288,0,0
2020 - 2021,205 Graves County,III,2.00,37528,0,0
2020 - 2021,205 Graves County,III,3.00,39200,0,0
2020 - 2021,205 Graves County,III,4.00,40993,0,0
2020 - 2021,205 Graves County,III,5.00,41237,0,0
2020 - 2021,205 Graves County,III,6.00,41477,0,0
2020 - 2021,205 Graves County,III,7.00,42641,0,0
2020 - 2021,205 Graves County,III,8.00,43803,0,0
2020 - 2021,205 Graves County,III,9.00,44966,0,0
2020 - 2021,205 Graves County,III,10.00,46130,0,0
2020 - 2021,205 Graves County,III,11.00,46375,0,0
2020 - 2021,205 Graves County,III,12.00,46615,0,0
2020 - 2021,205 Graves County,III,13.00,46965,0,0
2020 - 2021,205 Graves County,III,14.00,47291,0,0
2020 - 2021,205 Graves County,III,15.00,47736,0,0
2020 - 2021,205 Graves County,III,16.00,47980,0,0
2020 - 2021,205 Graves County,III,17.00,48220,0,0
2020 - 2021,205 Graves County,III,18.00,48546,0,0
2020 - 2021,205 Graves County,III,19.00,48872,0,0
2020 - 2021,205 Graves County,III,20.00,49133,0,0
2020 - 2021,205 Graves County,III,21.00,49377,0,0
2020 - 2021,205 Graves County,III,22.00,49617,0,0
2020 - 2021,205 Graves County,III,23.00,49848,0,0
2020 - 2021,205 Graves County,III,24.00,50081,0,0
2020 - 2021,205 Graves County,III,25.00,50315,0,0
2020 - 2021,205 Graves County,III,26.00,50560,0,0
2020 - 2021,205 Graves County,III,27.00,50800,0,0
2020 - 2021,205 Graves County,III,28.00,50800,0,0
2020 - 2021,205 Graves County,III,29.00,50800,0,0
2020 - 2021,205 Graves County,III,30.00,50800,0,0
2020 - 2021,205 Graves County,III,31.00,50800,0,0
2020 - 2021,205 Graves County,III,32.00,50800,0,0
2020 - 2021,205 Graves County,III,33.00,50800,0,0
2020 - 2021,205 Graves County,III,34.00,50800,0,0
2020 - 2021,205 Graves County,III,35.00,50800,0,0
2020 - 2021,205 Graves County,III,36.00,50800,0,0
2020 - 2021,205 Graves County,III,37.00,50800,0,0
2020 - 2021,205 Graves County,III,38.00,50800,0,0
2020 - 2021,205 Graves County,III,39.00,50800,0,0
2020 - 2021,205 Graves County,III,40.00,50800,0,0
2020 - 2021,205 Graves County,IV,0.00,32448,0,0
2020 - 2021,205 Graves County,IV,1.00,32448,0,0
2020 - 2021,205 Graves County,IV,2.00,32448,0,0
2020 - 2021,205 Graves County,IV,3.00,32448,0,0
2020 - 2021,205 Graves County,IV,4.00,32448,0,0
2020 - 2021,205 Graves County,IV,5.00,32448,0,0
2020 - 2021,205 Graves County,IV,6.00,32448,0,0
2020 - 2021,205 Graves County,IV,7.00,32448,0,0
2020 - 2021,205 Graves County,IV,8.00,32448,0,0
2020 - 2021,205 Graves County,IV,9.00,32448,0,0
2020 - 2021,205 Graves County,IV,10.00,32448,0,0
2020 - 2021,205 Graves County,IV,11.00,32448,0,0
2020 - 2021,205 Graves County,IV,12.00,32448,0,0
2020 - 2021,205 Graves County,IV,13.00,32448,0,0
2020 - 2021,205 Graves County,IV,14.00,32448,0,0
2020 - 2021,205 Graves County,IV,15.00,32448,0,0
2020 - 2021,205 Graves County,IV,16.00,32448,0,0
2020 - 2021,205 Graves County,IV,17.00,32448,0,0
2020 - 2021,205 Graves County,IV,18.00,32448,0,0
2020 - 2021,205 Graves County,IV,19.00,32448,0,0
2020 - 2021,205 Graves County,IV,20.00,32448,0,0
2020 - 2021,205 Graves County,IV,21.00,32448,0,0
2020 - 2021,205 Graves County,IV,22.00,32448,0,0
2020 - 2021,205 Graves County,IV,23.00,32448,0,0
2020 - 2021,205 Graves County,IV,24.00,32448,0,0
2020 - 2021,205 Graves County,IV,25.00,32448,0,0
2020 - 2021,205 Graves County,IV,26.00,32448,0,0
2020 - 2021,205 Graves County,IV,27.00,32448,0,0
2020 - 2021,205 Graves County,IV,28.00,32448,0,0
2020 - 2021,205 Graves County,IV,29.00,32448,0,0
2020 - 2021,205 Graves County,IV,30.00,32448,0,0
2020 - 2021,205 Graves County,IV,31.00,32448,0,0
2020 - 2021,205 Graves County,IV,32.00,32448,0,0
2020 - 2021,205 Graves County,IV,33.00,32448,0,0
2020 - 2021,205 Graves County,IV,34.00,32448,0,0
2020 - 2021,205 Graves County,IV,35.00,32448,0,0
2020 - 2021,205 Graves County,IV,36.00,32448,0,0
2020 - 2021,205 Graves County,IV,37.00,32448,0,0
2020 - 2021,205 Graves County,IV,38.00,32448,0,0
2020 - 2021,205 Graves County,IV,39.00,32448,0,0
2020 - 2021,205 Graves County,IV,40.00,32448,0,0
2020 - 2021,205 Graves County,V,0.00,30406,0,0
2020 - 2021,205 Graves County,V,1.00,30406,0,0
2020 - 2021,205 Graves County,V,2.00,30406,0,0
2020 - 2021,205 Graves County,V,3.00,30406,0,0
2020 - 2021,205 Graves County,V,4.00,30406,0,0
2020 - 2021,205 Graves County,V,5.00,30406,0,0
2020 - 2021,205 Graves County,V,6.00,30406,0,0
2020 - 2021,205 Graves County,V,7.00,30406,0,0
2020 - 2021,205 Graves County,V,8.00,30406,0,0
2020 - 2021,205 Graves County,V,9.00,30406,0,0
2020 - 2021,205 Graves County,V,10.00,30406,0,0
2020 - 2021,205 Graves County,V,11.00,30406,0,0
2020 - 2021,205 Graves County,V,12.00,30406,0,0
2020 - 2021,205 Graves County,V,13.00,30406,0,0
2020 - 2021,205 Graves County,V,14.00,30406,0,0
2020 - 2021,205 Graves County,V,15.00,30406,0,0
2020 - 2021,205 Graves County,V,16.00,30406,0,0
2020 - 2021,205 Graves County,V,17.00,30406,0,0
2020 - 2021,205 Graves County,V,18.00,30406,0,0
2020 - 2021,205 Graves County,V,19.00,30406,0,0
2020 - 2021,205 Graves County,V,20.00,30406,0,0
2020 - 2021,205 Graves County,V,21.00,30406,0,0
2020 - 2021,205 Graves County,V,22.00,30406,0,0
2020 - 2021,205 Graves County,V,23.00,30406,0,0
2020 - 2021,205 Graves County,V,24.00,30406,0,0
2020 - 2021,205 Graves County,V,25.00,30406,0,0
2020 - 2021,205 Graves County,V,26.00,30406,0,0
2020 - 2021,205 Graves County,V,27.00,30406,0,0
2020 - 2021,205 Graves County,V,28.00,30406,0,0
2020 - 2021,205 Graves County,V,29.00,30406,0,0
2020 - 2021,205 Graves County,V,30.00,30406,0,0
2020 - 2021,205 Graves County,V,31.00,30406,0,0
2020 - 2021,205 Graves County,V,32.00,30406,0,0
2020 - 2021,205 Graves County,V,33.00,30406,0,0
2020 - 2021,205 Graves County,V,34.00,30406,0,0
2020 - 2021,205 Graves County,V,35.00,30406,0,0
2020 - 2021,205 Graves County,V,36.00,30406,0,0
2020 - 2021,205 Graves County,V,37.00,30406,0,0
2020 - 2021,205 Graves County,V,38.00,30406,0,0
2020 - 2021,205 Graves County,V,39.00,30406,0,0
2020 - 2021,205 Graves County,V,40.00,30406,0,0
2020 - 2021,211 Grayson County,I,0.00,44088,"44,253.00","44,478.00"
2020 - 2021,211 Grayson County,I,1.00,44431,"44,597.00","45,046.00"
2020 - 2021,211 Grayson County,I,2.00,44775,"44,940.00","45,615.00"
2020 - 2021,211 Grayson County,I,3.00,47783,"47,953.00","48,874.00"
2020 - 2021,211 Grayson County,I,4.00,48135,"48,305.00","49,457.00"
2020 - 2021,211 Grayson County,I,5.00,48487,"48,657.00","50,039.00"
2020 - 2021,211 Grayson County,I,6.00,48839,"49,009.00","50,622.00"
2020 - 2021,211 Grayson County,I,7.00,49191,"49,361.00","51,204.00"
2020 - 2021,211 Grayson County,I,8.00,49543,"49,713.00","51,787.00"
2020 - 2021,211 Grayson County,I,9.00,53372,"53,541.00","55,846.00"
2020 - 2021,211 Grayson County,I,10.00,53724,"53,894.00","56,428.00"
2020 - 2021,211 Grayson County,I,11.00,54076,"54,246.00","57,011.00"
2020 - 2021,211 Grayson County,I,12.00,54428,"54,598.00","57,593.00"
2020 - 2021,211 Grayson County,I,13.00,54780,"54,950.00","58,176.00"
2020 - 2021,211 Grayson County,I,14.00,55647,"55,817.00","59,274.00"
2020 - 2021,211 Grayson County,I,15.00,56000,"56,169.00","59,856.00"
2020 - 2021,211 Grayson County,I,16.00,56352,"56,522.00","60,439.00"
2020 - 2021,211 Grayson County,I,17.00,56704,"56,874.00","61,021.00"
2020 - 2021,211 Grayson County,I,18.00,57056,"57,226.00","61,604.00"
2020 - 2021,211 Grayson County,I,19.00,57666,"57,836.00","62,444.00"
2020 - 2021,211 Grayson County,I,20.00,58018,"58,188.00","62,796.00"
2020 - 2021,211 Grayson County,I,21.00,58370,"58,540.00","63,148.00"
2020 - 2021,211 Grayson County,I,22.00,58722,"58,892.00","63,500.00"
2020 - 2021,211 Grayson County,I,23.00,59331,"59,501.00","64,110.00"
2020 - 2021,211 Grayson County,I,24.00,59684,"59,854.00","64,463.00"
2020 - 2021,211 Grayson County,I,25.00,60036,"60,207.00","64,814.00"
2020 - 2021,211 Grayson County,I,26.00,60391,"60,562.00","65,168.00"
2020 - 2021,211 Grayson County,I,27.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,I,28.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,I,29.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,I,30.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,I,31.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,I,32.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,I,33.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,I,34.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,I,35.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,I,36.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,I,37.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,I,38.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,I,39.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,I,40.00,61047,"61,218.00","65,823.00"
2020 - 2021,211 Grayson County,II,0.00,40531,"40,696.00","40,696.00"
2020 - 2021,211 Grayson County,II,1.00,40874,"41,040.00","41,040.00"
2020 - 2021,211 Grayson County,II,2.00,41218,"41,383.00","41,383.00"
2020 - 2021,211 Grayson County,II,3.00,43624,"43,789.00","43,789.00"
2020 - 2021,211 Grayson County,II,4.00,43966,"44,130.00","44,130.00"
2020 - 2021,211 Grayson County,II,5.00,44307,"44,472.00","44,472.00"
2020 - 2021,211 Grayson County,II,6.00,44649,"44,814.00","44,814.00"
2020 - 2021,211 Grayson County,II,7.00,44991,"45,156.00","45,156.00"
2020 - 2021,211 Grayson County,II,8.00,45333,"45,498.00","45,498.00"
2020 - 2021,211 Grayson County,II,9.00,49089,"49,259.00","49,259.00"
2020 - 2021,211 Grayson County,II,10.00,49441,"49,611.00","49,611.00"
2020 - 2021,211 Grayson County,II,11.00,49793,"49,963.00","49,963.00"
2020 - 2021,211 Grayson County,II,12.00,50145,"50,315.00","50,315.00"
2020 - 2021,211 Grayson County,II,13.00,50497,"50,667.00","50,667.00"
2020 - 2021,211 Grayson County,II,14.00,51365,"51,535.00","51,535.00"
2020 - 2021,211 Grayson County,II,15.00,51717,"51,887.00","51,887.00"
2020 - 2021,211 Grayson County,II,16.00,52069,"52,239.00","52,239.00"
2020 - 2021,211 Grayson County,II,17.00,52421,"52,591.00","52,591.00"
2020 - 2021,211 Grayson County,II,18.00,52773,"52,943.00","52,943.00"
2020 - 2021,211 Grayson County,II,19.00,53383,"53,553.00","53,553.00"
2020 - 2021,211 Grayson County,II,20.00,53735,"53,905.00","53,905.00"
2020 - 2021,211 Grayson County,II,21.00,54087,"54,257.00","54,257.00"
2020 - 2021,211 Grayson County,II,22.00,54439,"54,609.00","54,609.00"
2020 - 2021,211 Grayson County,II,23.00,55049,"55,219.00","55,219.00"
2020 - 2021,211 Grayson County,II,24.00,55401,"55,571.00","55,571.00"
2020 - 2021,211 Grayson County,II,25.00,55754,"55,923.00","55,923.00"
2020 - 2021,211 Grayson County,II,26.00,56109,"56,278.00","56,278.00"
2020 - 2021,211 Grayson County,II,27.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,II,28.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,II,29.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,II,30.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,II,31.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,II,32.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,II,33.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,II,34.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,II,35.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,II,36.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,II,37.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,II,38.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,II,39.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,II,40.00,56763,"56,932.00","56,932.00"
2020 - 2021,211 Grayson County,III,0.00,36734,"36,900.00","36,900.00"
2020 - 2021,211 Grayson County,III,1.00,37078,"37,243.00","37,243.00"
2020 - 2021,211 Grayson County,III,2.00,37421,"37,587.00","37,587.00"
2020 - 2021,211 Grayson County,III,3.00,39841,"40,006.00","40,006.00"
2020 - 2021,211 Grayson County,III,4.00,40183,"40,348.00","40,348.00"
2020 - 2021,211 Grayson County,III,5.00,40525,"40,690.00","40,690.00"
2020 - 2021,211 Grayson County,III,6.00,40866,"41,031.00","41,031.00"
2020 - 2021,211 Grayson County,III,7.00,41208,"41,373.00","41,373.00"
2020 - 2021,211 Grayson County,III,8.00,41550,"41,715.00","41,715.00"
2020 - 2021,211 Grayson County,III,9.00,45185,"45,350.00","45,350.00"
2020 - 2021,211 Grayson County,III,10.00,45527,"45,692.00","45,692.00"
2020 - 2021,211 Grayson County,III,11.00,45869,"46,034.00","46,034.00"
2020 - 2021,211 Grayson County,III,12.00,46211,"46,376.00","46,376.00"
2020 - 2021,211 Grayson County,III,13.00,46553,"46,720.00","46,720.00"
2020 - 2021,211 Grayson County,III,14.00,47417,"47,587.00","47,587.00"
2020 - 2021,211 Grayson County,III,15.00,47769,"47,939.00","47,939.00"
2020 - 2021,211 Grayson County,III,16.00,48121,"48,291.00","48,291.00"
2020 - 2021,211 Grayson County,III,17.00,48473,"48,643.00","48,643.00"
2020 - 2021,211 Grayson County,III,18.00,48826,"48,995.00","48,995.00"
2020 - 2021,211 Grayson County,III,19.00,49435,"49,605.00","49,605.00"
2020 - 2021,211 Grayson County,III,20.00,49787,"49,957.00","49,957.00"
2020 - 2021,211 Grayson County,III,21.00,50139,"50,309.00","50,309.00"
2020 - 2021,211 Grayson County,III,22.00,50492,"50,662.00","50,662.00"
2020 - 2021,211 Grayson County,III,23.00,51101,"51,271.00","51,271.00"
2020 - 2021,211 Grayson County,III,24.00,51453,"51,623.00","51,623.00"
2020 - 2021,211 Grayson County,III,25.00,51805,"51,964.00","51,964.00"
2020 - 2021,211 Grayson County,III,26.00,52158,"52,307.00","52,307.00"
2020 - 2021,211 Grayson County,III,27.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,III,28.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,III,29.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,III,30.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,III,31.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,III,32.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,III,33.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,III,34.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,III,35.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,III,36.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,III,37.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,III,38.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,III,39.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,III,40.00,52811,"52,950.00","52,950.00"
2020 - 2021,211 Grayson County,IV,0.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,1.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,2.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,3.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,4.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,5.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,6.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,7.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,8.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,9.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,10.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,11.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,12.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,13.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,14.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,15.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,16.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,17.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,18.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,19.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,20.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,21.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,22.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,23.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,24.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,25.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,26.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,27.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,28.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,29.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,30.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,31.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,32.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,33.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,34.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,35.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,36.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,37.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,38.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,39.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,IV,40.00,27912,"36,287.00","36,287.00"
2020 - 2021,211 Grayson County,V,0.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,1.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,2.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,3.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,4.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,5.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,6.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,7.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,8.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,9.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,10.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,11.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,12.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,13.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,14.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,15.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,16.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,17.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,18.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,19.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,20.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,21.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,22.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,23.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,24.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,25.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,26.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,27.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,28.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,29.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,30.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,31.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,32.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,33.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,34.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,35.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,36.00,26400,"26,400.00","26,400.00"
2020 - 2021,211 Grayson County,V,37.00,26400,"26,400.00","26,400.00"
