Fiscal Year,District,Rank,Years,I,II,III
2021 - 2022,452 Newport Independent,I,40,77640,78140,0
2021 - 2022,452 Newport Independent,II,0,43384,0,0
2021 - 2022,452 Newport Independent,II,1,44220,0,0
2021 - 2022,452 Newport Independent,II,2,44412,0,0
2021 - 2022,452 Newport Independent,II,3,44713,0,0
2021 - 2022,452 Newport Independent,II,4,45955,0,0
2021 - 2022,452 Newport Independent,II,5,46561,0,0
2021 - 2022,452 Newport Independent,II,6,46999,0,0
2021 - 2022,452 Newport Independent,II,7,47574,0,0
2021 - 2022,452 Newport Independent,II,8,48278,0,0
2021 - 2022,452 Newport Independent,II,9,49253,0,0
2021 - 2022,452 Newport Independent,II,10,51290,0,0
2021 - 2022,452 Newport Independent,II,11,52111,0,0
2021 - 2022,452 Newport Independent,II,12,52809,0,0
2021 - 2022,452 Newport Independent,II,13,53397,0,0
2021 - 2022,452 Newport Independent,II,14,54212,0,0
2021 - 2022,452 Newport Independent,II,15,55671,0,0
2021 - 2022,452 Newport Independent,II,16,55954,0,0
2021 - 2022,452 Newport Independent,II,17,56459,0,0
2021 - 2022,452 Newport Independent,II,18,57217,0,0
2021 - 2022,452 Newport Independent,II,19,59041,0,0
2021 - 2022,452 Newport Independent,II,20,60796,0,0
2021 - 2022,452 Newport Independent,II,21,61967,0,0
2021 - 2022,452 Newport Independent,II,22,66782,0,0
2021 - 2022,452 Newport Independent,II,23,67450,0,0
2021 - 2022,452 Newport Independent,II,24,68125,0,0
2021 - 2022,452 Newport Independent,II,25,68806,0,0
2021 - 2022,452 Newport Independent,II,26,69494,0,0
2021 - 2022,452 Newport Independent,II,27,70189,0,0
2021 - 2022,452 Newport Independent,II,28,70891,0,0
2021 - 2022,452 Newport Independent,II,29,71600,0,0
2021 - 2022,452 Newport Independent,II,30,72316,0,0
2021 - 2022,452 Newport Independent,II,31,72316,0,0
2021 - 2022,452 Newport Independent,II,32,72316,0,0
2021 - 2022,452 Newport Independent,II,33,72316,0,0
2021 - 2022,452 Newport Independent,II,34,72316,0,0
2021 - 2022,452 Newport Independent,II,35,72316,0,0
2021 - 2022,452 Newport Independent,II,36,72316,0,0
2021 - 2022,452 Newport Independent,II,37,72316,0,0
2021 - 2022,452 Newport Independent,II,38,72316,0,0
2021 - 2022,452 Newport Independent,II,39,72316,0,0
2021 - 2022,452 Newport Independent,II,40,72316,0,0
2021 - 2022,452 Newport Independent,III,0,40172,0,0
2021 - 2022,452 Newport Independent,III,1,40581,0,0
2021 - 2022,452 Newport Independent,III,2,41023,0,0
2021 - 2022,452 Newport Independent,III,3,41589,0,0
2021 - 2022,452 Newport Independent,III,4,42404,0,0
2021 - 2022,452 Newport Independent,III,5,42828,0,0
2021 - 2022,452 Newport Independent,III,6,43256,0,0
2021 - 2022,452 Newport Independent,III,7,43688,0,0
2021 - 2022,452 Newport Independent,III,8,44125,0,0
2021 - 2022,452 Newport Independent,III,9,44844,0,0
2021 - 2022,452 Newport Independent,III,10,46809,0,0
2021 - 2022,452 Newport Independent,III,11,47608,0,0
2021 - 2022,452 Newport Independent,III,12,48416,0,0
2021 - 2022,452 Newport Independent,III,13,48900,0,0
2021 - 2022,452 Newport Independent,III,14,49389,0,0
2021 - 2022,452 Newport Independent,III,15,49883,0,0
2021 - 2022,452 Newport Independent,III,16,50382,0,0
2021 - 2022,452 Newport Independent,III,17,50886,0,0
2021 - 2022,452 Newport Independent,III,18,51395,0,0
2021 - 2022,452 Newport Independent,III,19,51899,0,0
2021 - 2022,452 Newport Independent,III,20,52418,0,0
2021 - 2022,452 Newport Independent,III,21,52942,0,0
2021 - 2022,452 Newport Independent,III,22,53471,0,0
2021 - 2022,452 Newport Independent,III,23,54008,0,0
2021 - 2022,452 Newport Independent,III,24,54546,0,0
2021 - 2022,452 Newport Independent,III,25,55091,0,0
2021 - 2022,452 Newport Independent,III,26,55642,0,0
2021 - 2022,452 Newport Independent,III,27,56198,0,0
2021 - 2022,452 Newport Independent,III,28,56760,0,0
2021 - 2022,452 Newport Independent,III,29,57328,0,0
2021 - 2022,452 Newport Independent,III,30,57901,0,0
2021 - 2022,452 Newport Independent,III,31,57901,0,0
2021 - 2022,452 Newport Independent,III,32,57901,0,0
2021 - 2022,452 Newport Independent,III,33,57901,0,0
2021 - 2022,452 Newport Independent,III,34,57901,0,0
2021 - 2022,452 Newport Independent,III,35,57901,0,0
2021 - 2022,452 Newport Independent,III,36,57901,0,0
2021 - 2022,452 Newport Independent,III,37,57901,0,0
2021 - 2022,452 Newport Independent,III,38,57901,0,0
2021 - 2022,452 Newport Independent,III,39,57901,0,0
2021 - 2022,452 Newport Independent,III,40,57901,0,0
2021 - 2022,452 Newport Independent,IV,0,34340,0,0
2021 - 2022,452 Newport Independent,IV,1,34340,0,0
2021 - 2022,452 Newport Independent,IV,2,34340,0,0
2021 - 2022,452 Newport Independent,IV,3,34340,0,0
2021 - 2022,452 Newport Independent,IV,4,34340,0,0
2021 - 2022,452 Newport Independent,IV,5,34340,0,0
2021 - 2022,452 Newport Independent,IV,6,34340,0,0
2021 - 2022,452 Newport Independent,IV,7,34340,0,0
2021 - 2022,452 Newport Independent,IV,8,34340,0,0
2021 - 2022,452 Newport Independent,IV,9,34340,0,0
2021 - 2022,452 Newport Independent,IV,10,34340,0,0
2021 - 2022,452 Newport Independent,IV,11,34340,0,0
2021 - 2022,452 Newport Independent,IV,12,34340,0,0
2021 - 2022,452 Newport Independent,IV,13,34340,0,0
2021 - 2022,452 Newport Independent,IV,14,34340,0,0
2021 - 2022,452 Newport Independent,IV,15,34340,0,0
2021 - 2022,452 Newport Independent,IV,16,34340,0,0
2021 - 2022,452 Newport Independent,IV,17,34340,0,0
2021 - 2022,452 Newport Independent,IV,18,34340,0,0
2021 - 2022,452 Newport Independent,IV,19,34340,0,0
2021 - 2022,452 Newport Independent,IV,20,34340,0,0
2021 - 2022,452 Newport Independent,IV,21,34340,0,0
2021 - 2022,452 Newport Independent,IV,22,34340,0,0
2021 - 2022,452 Newport Independent,IV,23,34340,0,0
2021 - 2022,452 Newport Independent,IV,24,34340,0,0
2021 - 2022,452 Newport Independent,IV,25,34340,0,0
2021 - 2022,452 Newport Independent,IV,26,34340,0,0
2021 - 2022,452 Newport Independent,IV,27,34340,0,0
2021 - 2022,452 Newport Independent,IV,28,34340,0,0
2021 - 2022,452 Newport Independent,IV,29,34340,0,0
2021 - 2022,452 Newport Independent,IV,30,34340,0,0
2021 - 2022,452 Newport Independent,IV,31,34340,0,0
2021 - 2022,452 Newport Independent,IV,32,34340,0,0
2021 - 2022,452 Newport Independent,IV,33,34340,0,0
2021 - 2022,452 Newport Independent,IV,34,34340,0,0
2021 - 2022,452 Newport Independent,IV,35,34340,0,0
2021 - 2022,452 Newport Independent,IV,36,34340,0,0
2021 - 2022,452 Newport Independent,IV,37,34340,0,0
2021 - 2022,452 Newport Independent,IV,38,34340,0,0
2021 - 2022,452 Newport Independent,IV,39,34340,0,0
2021 - 2022,452 Newport Independent,IV,40,34340,0,0
2021 - 2022,452 Newport Independent,V,0,32998,0,0
2021 - 2022,452 Newport Independent,V,1,32998,0,0
2021 - 2022,452 Newport Independent,V,2,32998,0,0
2021 - 2022,452 Newport Independent,V,3,32998,0,0
2021 - 2022,452 Newport Independent,V,4,32998,0,0
2021 - 2022,452 Newport Independent,V,5,32998,0,0
2021 - 2022,452 Newport Independent,V,6,32998,0,0
2021 - 2022,452 Newport Independent,V,7,32998,0,0
2021 - 2022,452 Newport Independent,V,8,32998,0,0
2021 - 2022,452 Newport Independent,V,9,32998,0,0
2021 - 2022,452 Newport Independent,V,10,32998,0,0
2021 - 2022,452 Newport Independent,V,11,32998,0,0
2021 - 2022,452 Newport Independent,V,12,32998,0,0
2021 - 2022,452 Newport Independent,V,13,32998,0,0
2021 - 2022,452 Newport Independent,V,14,32998,0,0
2021 - 2022,452 Newport Independent,V,15,32998,0,0
2021 - 2022,452 Newport Independent,V,16,32998,0,0
2021 - 2022,452 Newport Independent,V,17,32998,0,0
2021 - 2022,452 Newport Independent,V,18,32988,0,0
2021 - 2022,452 Newport Independent,V,19,32988,0,0
2021 - 2022,452 Newport Independent,V,20,32988,0,0
2021 - 2022,452 Newport Independent,V,21,32988,0,0
2021 - 2022,452 Newport Independent,V,22,32998,0,0
2021 - 2022,452 Newport Independent,V,23,32998,0,0
2021 - 2022,452 Newport Independent,V,24,32998,0,0
2021 - 2022,452 Newport Independent,V,25,32998,0,0
2021 - 2022,452 Newport Independent,V,26,32998,0,0
2021 - 2022,452 Newport Independent,V,27,32998,0,0
2021 - 2022,452 Newport Independent,V,28,32998,0,0
2021 - 2022,452 Newport Independent,V,29,32998,0,0
2021 - 2022,452 Newport Independent,V,30,32998,0,0
2021 - 2022,452 Newport Independent,V,31,32998,0,0
2021 - 2022,452 Newport Independent,V,32,32998,0,0
2021 - 2022,452 Newport Independent,V,33,32998,0,0
2021 - 2022,452 Newport Independent,V,34,32998,0,0
2021 - 2022,452 Newport Independent,V,35,32998,0,0
2021 - 2022,452 Newport Independent,V,36,32998,0,0
2021 - 2022,452 Newport Independent,V,37,32998,0,0
2021 - 2022,452 Newport Independent,V,38,32998,0,0
2021 - 2022,452 Newport Independent,V,39,32998,0,0
2021 - 2022,452 Newport Independent,V,40,32998,0,0
2021 - 2022,455 Nicholas County,I,0,43722,0,0
2021 - 2022,455 Nicholas County,I,1,44315,0,0
2021 - 2022,455 Nicholas County,I,2,44903,0,0
2021 - 2022,455 Nicholas County,I,3,45486,0,0
2021 - 2022,455 Nicholas County,I,4,47248,0,0
2021 - 2022,455 Nicholas County,I,5,47634,0,0
2021 - 2022,455 Nicholas County,I,6,48423,0,0
2021 - 2022,455 Nicholas County,I,7,49019,0,0
2021 - 2022,455 Nicholas County,I,8,49615,0,0
2021 - 2022,455 Nicholas County,I,9,50194,0,0
2021 - 2022,455 Nicholas County,I,10,53586,0,0
2021 - 2022,455 Nicholas County,I,11,53586,0,0
2021 - 2022,455 Nicholas County,I,12,53586,0,0
2021 - 2022,455 Nicholas County,I,13,53586,0,0
2021 - 2022,455 Nicholas County,I,14,53586,0,0
2021 - 2022,455 Nicholas County,I,15,55161,0,0
2021 - 2022,455 Nicholas County,I,16,55161,0,0
2021 - 2022,455 Nicholas County,I,17,55161,0,0
2021 - 2022,455 Nicholas County,I,18,55161,0,0
2021 - 2022,455 Nicholas County,I,19,55161,0,0
2021 - 2022,455 Nicholas County,I,20,55930,0,0
2021 - 2022,455 Nicholas County,I,21,55930,0,0
2021 - 2022,455 Nicholas County,I,22,55930,0,0
2021 - 2022,455 Nicholas County,I,23,55930,0,0
2021 - 2022,455 Nicholas County,I,24,55930,0,0
2021 - 2022,455 Nicholas County,I,25,58709,0,0
2021 - 2022,455 Nicholas County,I,26,59552,0,0
2021 - 2022,455 Nicholas County,I,27,60097,0,0
2021 - 2022,455 Nicholas County,I,28,60097,0,0
2021 - 2022,455 Nicholas County,I,29,60097,0,0
2021 - 2022,455 Nicholas County,I,30,60097,0,0
2021 - 2022,455 Nicholas County,I,31,60097,0,0
2021 - 2022,455 Nicholas County,I,32,60097,0,0
2021 - 2022,455 Nicholas County,I,33,60097,0,0
2021 - 2022,455 Nicholas County,I,34,60097,0,0
2021 - 2022,455 Nicholas County,I,35,60097,0,0
2021 - 2022,455 Nicholas County,I,36,60097,0,0
2021 - 2022,455 Nicholas County,I,37,60097,0,0
2021 - 2022,455 Nicholas County,I,38,60097,0,0
2021 - 2022,455 Nicholas County,I,39,60097,0,0
2021 - 2022,455 Nicholas County,I,40,60097,0,0
2021 - 2022,455 Nicholas County,II,0,39426,0,0
2021 - 2022,455 Nicholas County,II,1,40108,0,0
2021 - 2022,455 Nicholas County,II,2,40604,0,0
2021 - 2022,455 Nicholas County,II,3,41950,0,0
2021 - 2022,455 Nicholas County,II,4,43198,0,0
2021 - 2022,455 Nicholas County,II,5,43785,0,0
2021 - 2022,455 Nicholas County,II,6,44373,0,0
2021 - 2022,455 Nicholas County,II,7,44846,0,0
2021 - 2022,455 Nicholas County,II,8,45403,0,0
2021 - 2022,455 Nicholas County,II,9,45993,0,0
2021 - 2022,455 Nicholas County,II,10,49514,0,0
2021 - 2022,455 Nicholas County,II,11,49514,0,0
2021 - 2022,455 Nicholas County,II,12,49514,0,0
2021 - 2022,455 Nicholas County,II,13,49514,0,0
2021 - 2022,455 Nicholas County,II,14,49514,0,0
2021 - 2022,455 Nicholas County,II,15,51054,0,0
2021 - 2022,455 Nicholas County,II,16,51054,0,0
2021 - 2022,455 Nicholas County,II,17,51054,0,0
2021 - 2022,455 Nicholas County,II,18,51054,0,0
2021 - 2022,455 Nicholas County,II,19,51054,0,0
2021 - 2022,455 Nicholas County,II,20,52053,0,0
2021 - 2022,455 Nicholas County,II,21,52053,0,0
2021 - 2022,455 Nicholas County,II,22,52053,0,0
2021 - 2022,455 Nicholas County,II,23,52053,0,0
2021 - 2022,455 Nicholas County,II,24,52053,0,0
2021 - 2022,455 Nicholas County,II,25,54600,0,0
2021 - 2022,455 Nicholas County,II,26,55293,0,0
2021 - 2022,455 Nicholas County,II,27,55992,0,0
2021 - 2022,455 Nicholas County,II,28,55992,0,0
2021 - 2022,455 Nicholas County,II,29,55992,0,0
2021 - 2022,455 Nicholas County,II,30,55992,0,0
2021 - 2022,455 Nicholas County,II,31,55992,0,0
2021 - 2022,455 Nicholas County,II,32,55992,0,0
2021 - 2022,455 Nicholas County,II,33,55992,0,0
2021 - 2022,455 Nicholas County,II,34,55992,0,0
2021 - 2022,455 Nicholas County,II,35,55992,0,0
2021 - 2022,455 Nicholas County,II,36,55992,0,0
2021 - 2022,455 Nicholas County,II,37,55992,0,0
2021 - 2022,455 Nicholas County,II,38,55992,0,0
2021 - 2022,455 Nicholas County,II,39,55992,0,0
2021 - 2022,455 Nicholas County,II,40,55992,0,0
2021 - 2022,455 Nicholas County,III,0,36050,0,0
2021 - 2022,455 Nicholas County,III,1,36657,0,0
2021 - 2022,455 Nicholas County,III,2,37179,0,0
2021 - 2022,455 Nicholas County,III,3,37771,0,0
2021 - 2022,455 Nicholas County,III,4,39460,0,0
2021 - 2022,455 Nicholas County,III,5,40055,0,0
2021 - 2022,455 Nicholas County,III,6,40642,0,0
2021 - 2022,455 Nicholas County,III,7,41222,0,0
2021 - 2022,455 Nicholas County,III,8,41818,0,0
2021 - 2022,455 Nicholas County,III,9,42408,0,0
2021 - 2022,455 Nicholas County,III,10,45364,0,0
2021 - 2022,455 Nicholas County,III,11,45364,0,0
2021 - 2022,455 Nicholas County,III,12,45364,0,0
2021 - 2022,455 Nicholas County,III,13,45364,0,0
2021 - 2022,455 Nicholas County,III,14,45364,0,0
2021 - 2022,455 Nicholas County,III,15,46932,0,0
2021 - 2022,455 Nicholas County,III,16,46932,0,0
2021 - 2022,455 Nicholas County,III,17,46932,0,0
2021 - 2022,455 Nicholas County,III,18,46932,0,0
2021 - 2022,455 Nicholas County,III,19,46932,0,0
2021 - 2022,455 Nicholas County,III,20,47702,0,0
2021 - 2022,455 Nicholas County,III,21,47702,0,0
2021 - 2022,455 Nicholas County,III,22,47702,0,0
2021 - 2022,455 Nicholas County,III,23,47702,0,0
2021 - 2022,455 Nicholas County,III,24,47702,0,0
2021 - 2022,455 Nicholas County,III,25,51031,0,0
2021 - 2022,455 Nicholas County,III,26,51177,0,0
2021 - 2022,455 Nicholas County,III,27,51869,0,0
2021 - 2022,455 Nicholas County,III,28,51869,0,0
2021 - 2022,455 Nicholas County,III,29,51869,0,0
2021 - 2022,455 Nicholas County,III,30,51869,0,0
2021 - 2022,455 Nicholas County,III,31,51869,0,0
2021 - 2022,455 Nicholas County,III,32,51869,0,0
2021 - 2022,455 Nicholas County,III,33,51869,0,0
2021 - 2022,455 Nicholas County,III,34,51869,0,0
2021 - 2022,455 Nicholas County,III,35,51869,0,0
2021 - 2022,455 Nicholas County,III,36,51869,0,0
2021 - 2022,455 Nicholas County,III,37,51869,0,0
2021 - 2022,455 Nicholas County,III,38,51869,0,0
2021 - 2022,455 Nicholas County,III,39,51869,0,0
2021 - 2022,455 Nicholas County,III,40,51869,0,0
2021 - 2022,455 Nicholas County,IV,0,32742,0,0
2021 - 2022,455 Nicholas County,IV,1,32742,0,0
2021 - 2022,455 Nicholas County,IV,2,32742,0,0
2021 - 2022,455 Nicholas County,IV,3,32742,0,0
2021 - 2022,455 Nicholas County,IV,4,32742,0,0
2021 - 2022,455 Nicholas County,IV,5,32742,0,0
2021 - 2022,455 Nicholas County,IV,6,32742,0,0
2021 - 2022,455 Nicholas County,IV,7,32742,0,0
2021 - 2022,455 Nicholas County,IV,8,32742,0,0
2021 - 2022,455 Nicholas County,IV,9,32742,0,0
2021 - 2022,455 Nicholas County,IV,10,32742,0,0
2021 - 2022,455 Nicholas County,IV,11,32742,0,0
2021 - 2022,455 Nicholas County,IV,12,32742,0,0
2021 - 2022,455 Nicholas County,IV,13,32742,0,0
2021 - 2022,455 Nicholas County,IV,14,32742,0,0
2021 - 2022,455 Nicholas County,IV,15,32742,0,0
2021 - 2022,455 Nicholas County,IV,16,32742,0,0
2021 - 2022,455 Nicholas County,IV,17,32742,0,0
2021 - 2022,455 Nicholas County,IV,18,32742,0,0
2021 - 2022,455 Nicholas County,IV,19,32742,0,0
2021 - 2022,455 Nicholas County,IV,20,32742,0,0
2021 - 2022,455 Nicholas County,IV,21,32742,0,0
2021 - 2022,455 Nicholas County,IV,22,32742,0,0
2021 - 2022,455 Nicholas County,IV,23,32742,0,0
2021 - 2022,455 Nicholas County,IV,24,32742,0,0
2021 - 2022,455 Nicholas County,IV,25,32742,0,0
2021 - 2022,455 Nicholas County,IV,26,32742,0,0
2021 - 2022,455 Nicholas County,IV,27,32742,0,0
2021 - 2022,455 Nicholas County,IV,28,32742,0,0
2021 - 2022,455 Nicholas County,IV,29,32742,0,0
2021 - 2022,455 Nicholas County,IV,30,32742,0,0
2021 - 2022,455 Nicholas County,IV,31,32742,0,0
2021 - 2022,455 Nicholas County,IV,32,32742,0,0
2021 - 2022,455 Nicholas County,IV,33,32742,0,0
2021 - 2022,455 Nicholas County,IV,34,32742,0,0
2021 - 2022,455 Nicholas County,IV,35,32742,0,0
2021 - 2022,455 Nicholas County,IV,36,32742,0,0
2021 - 2022,455 Nicholas County,IV,37,32742,0,0
2021 - 2022,455 Nicholas County,IV,38,32742,0,0
2021 - 2022,455 Nicholas County,IV,39,32742,0,0
2021 - 2022,455 Nicholas County,IV,40,32742,0,0
2021 - 2022,455 Nicholas County,V,0,29762,0,0
2021 - 2022,455 Nicholas County,V,1,29762,0,0
2021 - 2022,455 Nicholas County,V,2,29762,0,0
2021 - 2022,455 Nicholas County,V,3,29762,0,0
2021 - 2022,455 Nicholas County,V,4,29762,0,0
2021 - 2022,455 Nicholas County,V,5,29762,0,0
2021 - 2022,455 Nicholas County,V,6,29762,0,0
2021 - 2022,455 Nicholas County,V,7,29762,0,0
2021 - 2022,455 Nicholas County,V,8,29762,0,0
2021 - 2022,455 Nicholas County,V,9,29762,0,0
2021 - 2022,455 Nicholas County,V,10,29762,0,0
2021 - 2022,455 Nicholas County,V,11,29762,0,0
2021 - 2022,455 Nicholas County,V,12,29762,0,0
2021 - 2022,455 Nicholas County,V,13,29762,0,0
2021 - 2022,455 Nicholas County,V,14,29762,0,0
2021 - 2022,455 Nicholas County,V,15,29762,0,0
2021 - 2022,455 Nicholas County,V,16,29762,0,0
2021 - 2022,455 Nicholas County,V,17,29762,0,0
2021 - 2022,455 Nicholas County,V,18,29762,0,0
2021 - 2022,455 Nicholas County,V,19,29762,0,0
2021 - 2022,455 Nicholas County,V,20,29762,0,0
2021 - 2022,455 Nicholas County,V,21,29762,0,0
2021 - 2022,455 Nicholas County,V,22,29762,0,0
2021 - 2022,455 Nicholas County,V,23,29762,0,0
2021 - 2022,455 Nicholas County,V,24,29762,0,0
2021 - 2022,455 Nicholas County,V,25,29762,0,0
2021 - 2022,455 Nicholas County,V,26,29762,0,0
2021 - 2022,455 Nicholas County,V,27,29762,0,0
2021 - 2022,455 Nicholas County,V,28,29762,0,0
2021 - 2022,455 Nicholas County,V,29,29762,0,0
2021 - 2022,455 Nicholas County,V,30,29762,0,0
2021 - 2022,455 Nicholas County,V,31,29762,0,0
2021 - 2022,455 Nicholas County,V,32,29762,0,0
2021 - 2022,455 Nicholas County,V,33,29762,0,0
2021 - 2022,455 Nicholas County,V,34,29762,0,0
2021 - 2022,455 Nicholas County,V,35,29762,0,0
2021 - 2022,455 Nicholas County,V,36,29762,0,0
2021 - 2022,455 Nicholas County,V,37,29762,0,0
2021 - 2022,455 Nicholas County,V,38,29762,0,0
2021 - 2022,455 Nicholas County,V,39,29762,0,0
2021 - 2022,455 Nicholas County,V,40,29762,0,0
2021 - 2022,461 Ohio County,I,0,44899,0,0
2021 - 2022,461 Ohio County,I,1,45477,0,0
2021 - 2022,461 Ohio County,I,2,45674,0,0
2021 - 2022,461 Ohio County,I,3,46090,0,0
2021 - 2022,461 Ohio County,I,4,49772,0,0
2021 - 2022,461 Ohio County,I,5,50118,0,0
2021 - 2022,461 Ohio County,I,6,50271,0,0
2021 - 2022,461 Ohio County,I,7,50407,0,0
2021 - 2022,461 Ohio County,I,8,50672,0,0
2021 - 2022,461 Ohio County,I,9,54758,0,0
2021 - 2022,461 Ohio County,I,10,55116,0,0
2021 - 2022,461 Ohio County,I,11,55318,0,0
2021 - 2022,461 Ohio County,I,12,55418,0,0
2021 - 2022,461 Ohio County,I,13,56138,0,0
2021 - 2022,461 Ohio County,I,14,57252,0,0
2021 - 2022,461 Ohio County,I,15,58707,0,0
2021 - 2022,461 Ohio County,I,16,58790,0,0
2021 - 2022,461 Ohio County,I,17,58870,0,0
2021 - 2022,461 Ohio County,I,18,59015,0,0
2021 - 2022,461 Ohio County,I,19,59724,0,0
2021 - 2022,461 Ohio County,I,20,59931,0,0
2021 - 2022,461 Ohio County,I,21,60093,0,0
2021 - 2022,461 Ohio County,I,22,60256,0,0
2021 - 2022,461 Ohio County,I,23,60416,0,0
2021 - 2022,461 Ohio County,I,24,61082,0,0
2021 - 2022,461 Ohio County,I,25,61244,0,0
2021 - 2022,461 Ohio County,I,26,61382,0,0
2021 - 2022,461 Ohio County,I,27,61538,0,0
2021 - 2022,461 Ohio County,I,28,61745,0,0
2021 - 2022,461 Ohio County,I,29,61851,0,0
2021 - 2022,461 Ohio County,I,30,63285,0,0
2021 - 2022,461 Ohio County,I,31,63285,0,0
2021 - 2022,461 Ohio County,I,32,63285,0,0
2021 - 2022,461 Ohio County,I,33,63285,0,0
