Fiscal Year,District,Rank,Years,I,II,III
2021 - 2022,445 Muhlenberg County,IV,35,31776,0,0
2021 - 2022,445 Muhlenberg County,IV,36,31776,0,0
2021 - 2022,445 Muhlenberg County,IV,37,31776,0,0
2021 - 2022,445 Muhlenberg County,IV,38,31776,0,0
2021 - 2022,445 Muhlenberg County,IV,39,31776,0,0
2021 - 2022,445 Muhlenberg County,IV,40,31776,0,0
2021 - 2022,445 Muhlenberg County,V,0,29984,0,0
2021 - 2022,445 Muhlenberg County,V,1,29984,0,0
2021 - 2022,445 Muhlenberg County,V,2,29984,0,0
2021 - 2022,445 Muhlenberg County,V,3,29984,0,0
2021 - 2022,445 Muhlenberg County,V,4,29984,0,0
2021 - 2022,445 Muhlenberg County,V,5,29984,0,0
2021 - 2022,445 Muhlenberg County,V,6,29984,0,0
2021 - 2022,445 Muhlenberg County,V,7,29984,0,0
2021 - 2022,445 Muhlenberg County,V,8,29984,0,0
2021 - 2022,445 Muhlenberg County,V,9,29984,0,0
2021 - 2022,445 Muhlenberg County,V,10,29984,0,0
2021 - 2022,445 Muhlenberg County,V,11,29984,0,0
2021 - 2022,445 Muhlenberg County,V,12,29984,0,0
2021 - 2022,445 Muhlenberg County,V,13,29984,0,0
2021 - 2022,445 Muhlenberg County,V,14,29984,0,0
2021 - 2022,445 Muhlenberg County,V,15,29984,0,0
2021 - 2022,445 Muhlenberg County,V,16,29984,0,0
2021 - 2022,445 Muhlenberg County,V,17,29984,0,0
2021 - 2022,445 Muhlenberg County,V,18,29984,0,0
2021 - 2022,445 Muhlenberg County,V,19,29984,0,0
2021 - 2022,445 Muhlenberg County,V,20,29984,0,0
2021 - 2022,445 Muhlenberg County,V,21,29984,0,0
2021 - 2022,445 Muhlenberg County,V,22,29984,0,0
2021 - 2022,445 Muhlenberg County,V,23,29984,0,0
2021 - 2022,445 Muhlenberg County,V,24,29984,0,0
2021 - 2022,445 Muhlenberg County,V,25,29984,0,0
2021 - 2022,445 Muhlenberg County,V,26,29984,0,0
2021 - 2022,445 Muhlenberg County,V,27,29984,0,0
2021 - 2022,445 Muhlenberg County,V,28,29984,0,0
2021 - 2022,445 Muhlenberg County,V,29,29984,0,0
2021 - 2022,445 Muhlenberg County,V,30,29984,0,0
2021 - 2022,445 Muhlenberg County,V,31,29984,0,0
2021 - 2022,445 Muhlenberg County,V,32,29984,0,0
2021 - 2022,445 Muhlenberg County,V,33,29984,0,0
2021 - 2022,445 Muhlenberg County,V,34,29984,0,0
2021 - 2022,445 Muhlenberg County,V,35,29984,0,0
2021 - 2022,445 Muhlenberg County,V,36,29984,0,0
2021 - 2022,445 Muhlenberg County,V,37,29984,0,0
2021 - 2022,445 Muhlenberg County,V,38,29984,0,0
2021 - 2022,445 Muhlenberg County,V,39,29984,0,0
2021 - 2022,445 Muhlenberg County,V,40,29984,0,0
2021 - 2022,446 Murray Independent,I,0,47839,0,0
2021 - 2022,446 Murray Independent,I,1,48076,0,0
2021 - 2022,446 Murray Independent,I,2,48304,0,0
2021 - 2022,446 Murray Independent,I,3,48535,0,0
2021 - 2022,446 Murray Independent,I,4,52072,0,0
2021 - 2022,446 Murray Independent,I,5,52305,0,0
2021 - 2022,446 Murray Independent,I,6,52537,0,0
2021 - 2022,446 Murray Independent,I,7,52766,0,0
2021 - 2022,446 Murray Independent,I,8,53000,0,0
2021 - 2022,446 Murray Independent,I,9,53228,0,0
2021 - 2022,446 Murray Independent,I,10,58296,0,0
2021 - 2022,446 Murray Independent,I,11,58296,0,0
2021 - 2022,446 Murray Independent,I,12,58654,0,0
2021 - 2022,446 Murray Independent,I,13,59001,0,0
2021 - 2022,446 Murray Independent,I,14,59360,0,0
2021 - 2022,446 Murray Independent,I,15,61702,0,0
2021 - 2022,446 Murray Independent,I,16,61702,0,0
2021 - 2022,446 Murray Independent,I,17,61702,0,0
2021 - 2022,446 Murray Independent,I,18,61702,0,0
2021 - 2022,446 Murray Independent,I,19,61702,0,0
2021 - 2022,446 Murray Independent,I,20,62563,0,0
2021 - 2022,446 Murray Independent,I,21,62563,0,0
2021 - 2022,446 Murray Independent,I,22,62563,0,0
2021 - 2022,446 Murray Independent,I,23,62563,0,0
2021 - 2022,446 Murray Independent,I,24,62563,0,0
2021 - 2022,446 Murray Independent,I,25,65063,0,0
2021 - 2022,446 Murray Independent,I,26,65063,0,0
2021 - 2022,446 Murray Independent,I,27,65063,0,0
2021 - 2022,446 Murray Independent,I,28,65063,0,0
2021 - 2022,446 Murray Independent,I,29,65063,0,0
2021 - 2022,446 Murray Independent,I,30,65063,0,0
2021 - 2022,446 Murray Independent,I,31,65063,0,0
2021 - 2022,446 Murray Independent,I,32,65063,0,0
2021 - 2022,446 Murray Independent,I,33,65063,0,0
2021 - 2022,446 Murray Independent,I,34,65063,0,0
2021 - 2022,446 Murray Independent,I,35,65063,0,0
2021 - 2022,446 Murray Independent,I,36,65063,0,0
2021 - 2022,446 Murray Independent,I,37,65063,0,0
2021 - 2022,446 Murray Independent,I,38,65063,0,0
2021 - 2022,446 Murray Independent,I,39,65063,0,0
2021 - 2022,446 Murray Independent,I,40,65063,0,0
2021 - 2022,446 Murray Independent,II,0,43374,0,0
2021 - 2022,446 Murray Independent,II,1,43604,0,0
2021 - 2022,446 Murray Independent,II,2,43838,0,0
2021 - 2022,446 Murray Independent,II,3,44070,0,0
2021 - 2022,446 Murray Independent,II,4,47679,0,0
2021 - 2022,446 Murray Independent,II,5,47911,0,0
2021 - 2022,446 Murray Independent,II,6,48140,0,0
2021 - 2022,446 Murray Independent,II,7,48374,0,0
2021 - 2022,446 Murray Independent,II,8,48604,0,0
2021 - 2022,446 Murray Independent,II,9,48835,0,0
2021 - 2022,446 Murray Independent,II,10,53596,0,0
2021 - 2022,446 Murray Independent,II,11,53596,0,0
2021 - 2022,446 Murray Independent,II,12,53824,0,0
2021 - 2022,446 Murray Independent,II,13,54061,0,0
2021 - 2022,446 Murray Independent,II,14,54288,0,0
2021 - 2022,446 Murray Independent,II,15,56610,0,0
2021 - 2022,446 Murray Independent,II,16,56610,0,0
2021 - 2022,446 Murray Independent,II,17,56610,0,0
2021 - 2022,446 Murray Independent,II,18,56610,0,0
2021 - 2022,446 Murray Independent,II,19,56610,0,0
2021 - 2022,446 Murray Independent,II,20,57471,0,0
2021 - 2022,446 Murray Independent,II,21,57471,0,0
2021 - 2022,446 Murray Independent,II,22,57471,0,0
2021 - 2022,446 Murray Independent,II,23,57471,0,0
2021 - 2022,446 Murray Independent,II,24,57471,0,0
2021 - 2022,446 Murray Independent,II,25,59971,0,0
2021 - 2022,446 Murray Independent,II,26,59971,0,0
2021 - 2022,446 Murray Independent,II,27,59971,0,0
2021 - 2022,446 Murray Independent,II,28,59971,0,0
2021 - 2022,446 Murray Independent,II,29,59971,0,0
2021 - 2022,446 Murray Independent,II,30,59971,0,0
2021 - 2022,446 Murray Independent,II,31,59971,0,0
2021 - 2022,446 Murray Independent,II,32,59971,0,0
2021 - 2022,446 Murray Independent,II,33,59971,0,0
2021 - 2022,446 Murray Independent,II,34,59971,0,0
2021 - 2022,446 Murray Independent,II,35,59971,0,0
2021 - 2022,446 Murray Independent,II,36,59971,0,0
2021 - 2022,446 Murray Independent,II,37,59971,0,0
2021 - 2022,446 Murray Independent,II,38,59971,0,0
2021 - 2022,446 Murray Independent,II,39,59971,0,0
2021 - 2022,446 Murray Independent,II,40,59971,0,0
2021 - 2022,446 Murray Independent,III,0,38990,0,0
2021 - 2022,446 Murray Independent,III,1,39061,0,0
2021 - 2022,446 Murray Independent,III,2,39293,0,0
2021 - 2022,446 Murray Independent,III,3,39525,0,0
2021 - 2022,446 Murray Independent,III,4,43262,0,0
2021 - 2022,446 Murray Independent,III,5,43496,0,0
2021 - 2022,446 Murray Independent,III,6,43724,0,0
2021 - 2022,446 Murray Independent,III,7,43953,0,0
2021 - 2022,446 Murray Independent,III,8,44186,0,0
2021 - 2022,446 Murray Independent,III,9,44417,0,0
2021 - 2022,446 Murray Independent,III,10,49267,0,0
2021 - 2022,446 Murray Independent,III,11,49267,0,0
2021 - 2022,446 Murray Independent,III,12,49379,0,0
2021 - 2022,446 Murray Independent,III,13,49496,0,0
2021 - 2022,446 Murray Independent,III,14,49609,0,0
2021 - 2022,446 Murray Independent,III,15,51162,0,0
2021 - 2022,446 Murray Independent,III,16,51162,0,0
2021 - 2022,446 Murray Independent,III,17,51162,0,0
2021 - 2022,446 Murray Independent,III,18,51162,0,0
2021 - 2022,446 Murray Independent,III,19,51162,0,0
2021 - 2022,446 Murray Independent,III,20,51987,0,0
2021 - 2022,446 Murray Independent,III,21,51987,0,0
2021 - 2022,446 Murray Independent,III,22,51987,0,0
2021 - 2022,446 Murray Independent,III,23,51987,0,0
2021 - 2022,446 Murray Independent,III,24,51987,0,0
2021 - 2022,446 Murray Independent,III,25,54487,0,0
2021 - 2022,446 Murray Independent,III,26,54487,0,0
2021 - 2022,446 Murray Independent,III,27,54487,0,0
2021 - 2022,446 Murray Independent,III,28,54487,0,0
2021 - 2022,446 Murray Independent,III,29,54487,0,0
2021 - 2022,446 Murray Independent,III,30,54487,0,0
2021 - 2022,446 Murray Independent,III,31,54487,0,0
2021 - 2022,446 Murray Independent,III,32,54487,0,0
2021 - 2022,446 Murray Independent,III,33,54487,0,0
2021 - 2022,446 Murray Independent,III,34,54487,0,0
2021 - 2022,446 Murray Independent,III,35,54487,0,0
2021 - 2022,446 Murray Independent,III,36,54487,0,0
2021 - 2022,446 Murray Independent,III,37,54487,0,0
2021 - 2022,446 Murray Independent,III,38,54487,0,0
2021 - 2022,446 Murray Independent,III,39,54487,0,0
2021 - 2022,446 Murray Independent,III,40,54487,0,0
2021 - 2022,446 Murray Independent,IV,0,29032,0,0
2021 - 2022,446 Murray Independent,IV,1,29032,0,0
2021 - 2022,446 Murray Independent,IV,2,29032,0,0
2021 - 2022,446 Murray Independent,IV,3,29032,0,0
2021 - 2022,446 Murray Independent,IV,4,29032,0,0
2021 - 2022,446 Murray Independent,IV,5,29032,0,0
2021 - 2022,446 Murray Independent,IV,6,29032,0,0
2021 - 2022,446 Murray Independent,IV,7,29032,0,0
2021 - 2022,446 Murray Independent,IV,8,29032,0,0
2021 - 2022,446 Murray Independent,IV,9,29032,0,0
2021 - 2022,446 Murray Independent,IV,10,29032,0,0
2021 - 2022,446 Murray Independent,IV,11,29032,0,0
2021 - 2022,446 Murray Independent,IV,12,29032,0,0
2021 - 2022,446 Murray Independent,IV,13,29032,0,0
2021 - 2022,446 Murray Independent,IV,14,29032,0,0
2021 - 2022,446 Murray Independent,IV,15,29032,0,0
2021 - 2022,446 Murray Independent,IV,16,29032,0,0
2021 - 2022,446 Murray Independent,IV,17,29032,0,0
2021 - 2022,446 Murray Independent,IV,18,29032,0,0
2021 - 2022,446 Murray Independent,IV,19,29032,0,0
2021 - 2022,446 Murray Independent,IV,20,29032,0,0
2021 - 2022,446 Murray Independent,IV,21,29032,0,0
2021 - 2022,446 Murray Independent,IV,22,29032,0,0
2021 - 2022,446 Murray Independent,IV,23,29032,0,0
2021 - 2022,446 Murray Independent,IV,24,29032,0,0
2021 - 2022,446 Murray Independent,IV,25,29032,0,0
2021 - 2022,446 Murray Independent,IV,26,29032,0,0
2021 - 2022,446 Murray Independent,IV,27,29032,0,0
2021 - 2022,446 Murray Independent,IV,28,29032,0,0
2021 - 2022,446 Murray Independent,IV,29,29032,0,0
2021 - 2022,446 Murray Independent,IV,30,29032,0,0
2021 - 2022,446 Murray Independent,IV,31,29032,0,0
2021 - 2022,446 Murray Independent,IV,32,29032,0,0
2021 - 2022,446 Murray Independent,IV,33,29032,0,0
2021 - 2022,446 Murray Independent,IV,34,29032,0,0
2021 - 2022,446 Murray Independent,IV,35,29032,0,0
2021 - 2022,446 Murray Independent,IV,36,29032,0,0
2021 - 2022,446 Murray Independent,IV,37,29032,0,0
2021 - 2022,446 Murray Independent,IV,38,29032,0,0
2021 - 2022,446 Murray Independent,IV,39,29032,0,0
2021 - 2022,446 Murray Independent,IV,40,29032,0,0
2021 - 2022,446 Murray Independent,V,0,27142,0,0
2021 - 2022,446 Murray Independent,V,1,27142,0,0
2021 - 2022,446 Murray Independent,V,2,27142,0,0
2021 - 2022,446 Murray Independent,V,3,27142,0,0
2021 - 2022,446 Murray Independent,V,4,27142,0,0
2021 - 2022,446 Murray Independent,V,5,27142,0,0
2021 - 2022,446 Murray Independent,V,6,27142,0,0
2021 - 2022,446 Murray Independent,V,7,27142,0,0
2021 - 2022,446 Murray Independent,V,8,27142,0,0
2021 - 2022,446 Murray Independent,V,9,27142,0,0
2021 - 2022,446 Murray Independent,V,10,27142,0,0
2021 - 2022,446 Murray Independent,V,11,27142,0,0
2021 - 2022,446 Murray Independent,V,12,27142,0,0
2021 - 2022,446 Murray Independent,V,13,27142,0,0
2021 - 2022,446 Murray Independent,V,14,27142,0,0
2021 - 2022,446 Murray Independent,V,15,27142,0,0
2021 - 2022,446 Murray Independent,V,16,27142,0,0
2021 - 2022,446 Murray Independent,V,17,27142,0,0
2021 - 2022,446 Murray Independent,V,18,27142,0,0
2021 - 2022,446 Murray Independent,V,19,27142,0,0
2021 - 2022,446 Murray Independent,V,20,27142,0,0
2021 - 2022,446 Murray Independent,V,21,27142,0,0
2021 - 2022,446 Murray Independent,V,22,27142,0,0
2021 - 2022,446 Murray Independent,V,23,27142,0,0
2021 - 2022,446 Murray Independent,V,24,27142,0,0
2021 - 2022,446 Murray Independent,V,25,27142,0,0
2021 - 2022,446 Murray Independent,V,26,27142,0,0
2021 - 2022,446 Murray Independent,V,27,27142,0,0
2021 - 2022,446 Murray Independent,V,28,27142,0,0
2021 - 2022,446 Murray Independent,V,29,27142,0,0
2021 - 2022,446 Murray Independent,V,30,27142,0,0
2021 - 2022,446 Murray Independent,V,31,27142,0,0
2021 - 2022,446 Murray Independent,V,32,27142,0,0
2021 - 2022,446 Murray Independent,V,33,27142,0,0
2021 - 2022,446 Murray Independent,V,34,27142,0,0
2021 - 2022,446 Murray Independent,V,35,27142,0,0
2021 - 2022,446 Murray Independent,V,36,26874,0,0
2021 - 2022,446 Murray Independent,V,37,27142,0,0
2021 - 2022,446 Murray Independent,V,38,27142,0,0
2021 - 2022,446 Murray Independent,V,39,27142,0,0
2021 - 2022,446 Murray Independent,V,40,27142,0,0
2021 - 2022,451 Nelson County,I,0,47500,51500,0
2021 - 2022,451 Nelson County,I,1,48331,52401,0
2021 - 2022,451 Nelson County,I,2,49177,53318,0
2021 - 2022,451 Nelson County,I,3,50038,54251,0
2021 - 2022,451 Nelson County,I,4,50913,55201,0
2021 - 2022,451 Nelson County,I,5,51804,56167,0
2021 - 2022,451 Nelson County,I,6,52711,57150,0
2021 - 2022,451 Nelson County,I,7,53633,58150,0
2021 - 2022,451 Nelson County,I,8,54572,59167,0
2021 - 2022,451 Nelson County,I,9,55527,60203,0
2021 - 2022,451 Nelson County,I,10,56499,61256,0
2021 - 2022,451 Nelson County,I,11,57346,62175,0
2021 - 2022,451 Nelson County,I,12,58206,63108,0
2021 - 2022,451 Nelson County,I,13,59079,64054,0
2021 - 2022,451 Nelson County,I,14,59966,65015,0
2021 - 2022,451 Nelson County,I,15,60865,65991,0
2021 - 2022,451 Nelson County,I,16,61778,66980,0
2021 - 2022,451 Nelson County,I,17,62705,67985,0
2021 - 2022,451 Nelson County,I,18,63645,69005,0
2021 - 2022,451 Nelson County,I,19,64600,70040,0
2021 - 2022,451 Nelson County,I,20,65569,71091,0
2021 - 2022,451 Nelson County,I,21,66225,71801,0
2021 - 2022,451 Nelson County,I,22,66887,72519,0
2021 - 2022,451 Nelson County,I,23,67556,73245,0
2021 - 2022,451 Nelson County,I,24,68231,73977,0
2021 - 2022,451 Nelson County,I,25,68914,74717,0
2021 - 2022,451 Nelson County,I,26,69603,75464,0
2021 - 2022,451 Nelson County,I,27,70299,76219,0
2021 - 2022,451 Nelson County,I,28,70299,76219,0
2021 - 2022,451 Nelson County,I,29,70299,76219,0
2021 - 2022,451 Nelson County,I,30,70299,76219,0
2021 - 2022,451 Nelson County,I,31,70299,76219,0
2021 - 2022,451 Nelson County,I,32,70299,76219,0
2021 - 2022,451 Nelson County,I,33,70299,76219,0
2021 - 2022,451 Nelson County,I,34,70299,76219,0
2021 - 2022,451 Nelson County,I,35,70299,76219,0
2021 - 2022,451 Nelson County,I,36,70299,76219,0
2021 - 2022,451 Nelson County,I,37,70299,76219,0
2021 - 2022,451 Nelson County,I,38,70299,76219,0
2021 - 2022,451 Nelson County,I,39,70299,76219,0
2021 - 2022,451 Nelson County,I,40,70299,76219,0
2021 - 2022,451 Nelson County,II,0,43500,0,0
2021 - 2022,451 Nelson County,II,1,44261,0,0
2021 - 2022,451 Nelson County,II,2,45036,0,0
2021 - 2022,451 Nelson County,II,3,45824,0,0
2021 - 2022,451 Nelson County,II,4,46626,0,0
2021 - 2022,451 Nelson County,II,5,47442,0,0
2021 - 2022,451 Nelson County,II,6,48272,0,0
2021 - 2022,451 Nelson County,II,7,49117,0,0
2021 - 2022,451 Nelson County,II,8,49976,0,0
2021 - 2022,451 Nelson County,II,9,50851,0,0
2021 - 2022,451 Nelson County,II,10,51741,0,0
2021 - 2022,451 Nelson County,II,11,52517,0,0
2021 - 2022,451 Nelson County,II,12,53305,0,0
2021 - 2022,451 Nelson County,II,13,54104,0,0
2021 - 2022,451 Nelson County,II,14,54916,0,0
2021 - 2022,451 Nelson County,II,15,55740,0,0
2021 - 2022,451 Nelson County,II,16,56576,0,0
2021 - 2022,451 Nelson County,II,17,57424,0,0
2021 - 2022,451 Nelson County,II,18,58286,0,0
2021 - 2022,451 Nelson County,II,19,59160,0,0
2021 - 2022,451 Nelson County,II,20,60047,0,0
2021 - 2022,451 Nelson County,II,21,60648,0,0
2021 - 2022,451 Nelson County,II,22,61254,0,0
2021 - 2022,451 Nelson County,II,23,61867,0,0
2021 - 2022,451 Nelson County,II,24,62486,0,0
2021 - 2022,451 Nelson County,II,25,63110,0,0
2021 - 2022,451 Nelson County,II,26,63741,0,0
2021 - 2022,451 Nelson County,II,27,64379,0,0
2021 - 2022,451 Nelson County,II,28,64379,0,0
2021 - 2022,451 Nelson County,II,29,64379,0,0
2021 - 2022,451 Nelson County,II,30,64379,0,0
2021 - 2022,451 Nelson County,II,31,64379,0,0
2021 - 2022,451 Nelson County,II,32,64379,0,0
2021 - 2022,451 Nelson County,II,33,64379,0,0
2021 - 2022,451 Nelson County,II,34,64379,0,0
2021 - 2022,451 Nelson County,II,35,64379,0,0
2021 - 2022,451 Nelson County,II,36,64379,0,0
2021 - 2022,451 Nelson County,II,37,64379,0,0
2021 - 2022,451 Nelson County,II,38,64379,0,0
2021 - 2022,451 Nelson County,II,39,64379,0,0
2021 - 2022,451 Nelson County,II,40,64379,0,0
2021 - 2022,451 Nelson County,III,0,39500,0,0
2021 - 2022,451 Nelson County,III,1,40191,0,0
2021 - 2022,451 Nelson County,III,2,40895,0,0
2021 - 2022,451 Nelson County,III,3,41610,0,0
2021 - 2022,451 Nelson County,III,4,42338,0,0
2021 - 2022,451 Nelson County,III,5,43079,0,0
2021 - 2022,451 Nelson County,III,6,43833,0,0
2021 - 2022,451 Nelson County,III,7,44600,0,0
2021 - 2022,451 Nelson County,III,8,45381,0,0
2021 - 2022,451 Nelson County,III,9,46175,0,0
2021 - 2022,451 Nelson County,III,10,46983,0,0
2021 - 2022,451 Nelson County,III,11,47688,0,0
2021 - 2022,451 Nelson County,III,12,48403,0,0
2021 - 2022,451 Nelson County,III,13,49129,0,0
2021 - 2022,451 Nelson County,III,14,49866,0,0
2021 - 2022,451 Nelson County,III,15,50614,0,0
2021 - 2022,451 Nelson County,III,16,51373,0,0
2021 - 2022,451 Nelson County,III,17,52144,0,0
2021 - 2022,451 Nelson County,III,18,52926,0,0
2021 - 2022,451 Nelson County,III,19,53720,0,0
2021 - 2022,451 Nelson County,III,20,54526,0,0
2021 - 2022,451 Nelson County,III,21,55071,0,0
2021 - 2022,451 Nelson County,III,22,55622,0,0
2021 - 2022,451 Nelson County,III,23,56178,0,0
2021 - 2022,451 Nelson County,III,24,56740,0,0
2021 - 2022,451 Nelson County,III,25,57307,0,0
2021 - 2022,451 Nelson County,III,26,57880,0,0
2021 - 2022,451 Nelson County,III,27,58459,0,0
2021 - 2022,451 Nelson County,III,28,58459,0,0
2021 - 2022,451 Nelson County,III,29,58459,0,0
2021 - 2022,451 Nelson County,III,30,58459,0,0
2021 - 2022,451 Nelson County,III,31,58459,0,0
2021 - 2022,451 Nelson County,III,32,58459,0,0
2021 - 2022,451 Nelson County,III,33,58459,0,0
2021 - 2022,451 Nelson County,III,34,58459,0,0
2021 - 2022,451 Nelson County,III,35,58459,0,0
2021 - 2022,451 Nelson County,III,36,58459,0,0
2021 - 2022,451 Nelson County,III,37,58459,0,0
2021 - 2022,451 Nelson County,III,38,58459,0,0
2021 - 2022,451 Nelson County,III,39,58459,0,0
2021 - 2022,451 Nelson County,III,40,58459,0,0
2021 - 2022,451 Nelson County,IV,0,35500,0,0
2021 - 2022,451 Nelson County,IV,1,36121,0,0
2021 - 2022,451 Nelson County,IV,2,36753,0,0
2021 - 2022,451 Nelson County,IV,3,37397,0,0
2021 - 2022,451 Nelson County,IV,4,38051,0,0
2021 - 2022,451 Nelson County,IV,5,38717,0,0
2021 - 2022,451 Nelson County,IV,6,39394,0,0
2021 - 2022,451 Nelson County,IV,7,40084,0,0
2021 - 2022,451 Nelson County,IV,8,40785,0,0
2021 - 2022,451 Nelson County,IV,9,41499,0,0
2021 - 2022,451 Nelson County,IV,10,42225,0,0
2021 - 2022,451 Nelson County,IV,11,42859,0,0
2021 - 2022,451 Nelson County,IV,12,43502,0,0
2021 - 2022,451 Nelson County,IV,13,44154,0,0
2021 - 2022,451 Nelson County,IV,14,44816,0,0
2021 - 2022,451 Nelson County,IV,15,45489,0,0
2021 - 2022,451 Nelson County,IV,16,46171,0,0
2021 - 2022,451 Nelson County,IV,17,46864,0,0
2021 - 2022,451 Nelson County,IV,18,47566,0,0
2021 - 2022,451 Nelson County,IV,19,48280,0,0
2021 - 2022,451 Nelson County,IV,20,49004,0,0
2021 - 2022,451 Nelson County,IV,21,49494,0,0
2021 - 2022,451 Nelson County,IV,22,49989,0,0
2021 - 2022,451 Nelson County,IV,23,50489,0,0
2021 - 2022,451 Nelson County,IV,24,50994,0,0
2021 - 2022,451 Nelson County,IV,25,51504,0,0
2021 - 2022,451 Nelson County,IV,26,52019,0,0
2021 - 2022,451 Nelson County,IV,27,52539,0,0
2021 - 2022,451 Nelson County,IV,28,52539,0,0
2021 - 2022,451 Nelson County,IV,29,52539,0,0
2021 - 2022,451 Nelson County,IV,30,52539,0,0
2021 - 2022,451 Nelson County,IV,31,52539,0,0
2021 - 2022,451 Nelson County,IV,32,52539,0,0
2021 - 2022,451 Nelson County,IV,33,52539,0,0
2021 - 2022,451 Nelson County,IV,34,52539,0,0
2021 - 2022,451 Nelson County,IV,35,52539,0,0
2021 - 2022,451 Nelson County,IV,36,52539,0,0
2021 - 2022,451 Nelson County,IV,37,52539,0,0
2021 - 2022,451 Nelson County,IV,38,52539,0,0
2021 - 2022,451 Nelson County,IV,39,52539,0,0
2021 - 2022,451 Nelson County,IV,40,52539,0,0
2021 - 2022,451 Nelson County,V,0,31500,0,0
2021 - 2022,451 Nelson County,V,1,32051,0,0
2021 - 2022,451 Nelson County,V,2,32612,0,0
2021 - 2022,451 Nelson County,V,3,33183,0,0
2021 - 2022,451 Nelson County,V,4,33764,0,0
2021 - 2022,451 Nelson County,V,5,34354,0,0
2021 - 2022,451 Nelson County,V,6,34956,0,0
2021 - 2022,451 Nelson County,V,7,35567,0,0
2021 - 2022,451 Nelson County,V,8,36190,0,0
2021 - 2022,451 Nelson County,V,9,36823,0,0
2021 - 2022,451 Nelson County,V,10,37468,0,0
2021 - 2022,451 Nelson County,V,11,38030,0,0
2021 - 2022,451 Nelson County,V,12,38600,0,0
2021 - 2022,451 Nelson County,V,13,39179,0,0
2021 - 2022,451 Nelson County,V,14,39767,0,0
2021 - 2022,451 Nelson County,V,15,40363,0,0
2021 - 2022,451 Nelson County,V,16,40969,0,0
2021 - 2022,451 Nelson County,V,17,41583,0,0
2021 - 2022,451 Nelson County,V,18,42207,0,0
2021 - 2022,451 Nelson County,V,19,42840,0,0
2021 - 2022,451 Nelson County,V,20,43483,0,0
2021 - 2022,451 Nelson County,V,21,43917,0,0
2021 - 2022,451 Nelson County,V,22,44357,0,0
2021 - 2022,451 Nelson County,V,23,44800,0,0
2021 - 2022,451 Nelson County,V,24,45248,0,0
2021 - 2022,451 Nelson County,V,25,45701,0,0
2021 - 2022,451 Nelson County,V,26,46158,0,0
2021 - 2022,451 Nelson County,V,27,46619,0,0
2021 - 2022,451 Nelson County,V,28,46619,0,0
2021 - 2022,451 Nelson County,V,29,46619,0,0
2021 - 2022,451 Nelson County,V,30,46619,0,0
2021 - 2022,451 Nelson County,V,31,46619,0,0
2021 - 2022,451 Nelson County,V,32,46619,0,0
2021 - 2022,451 Nelson County,V,33,46619,0,0
2021 - 2022,451 Nelson County,V,34,46619,0,0
2021 - 2022,451 Nelson County,V,35,46619,0,0
2021 - 2022,451 Nelson County,V,36,46619,0,0
2021 - 2022,451 Nelson County,V,37,46619,0,0
2021 - 2022,451 Nelson County,V,38,46619,0,0
2021 - 2022,451 Nelson County,V,39,46619,0,0
2021 - 2022,451 Nelson County,V,40,46619,0,0
2021 - 2022,452 Newport Independent,I,0,47345,47845,0
2021 - 2022,452 Newport Independent,I,1,47770,48270,0
2021 - 2022,452 Newport Independent,I,2,48889,49389,0
2021 - 2022,452 Newport Independent,I,3,49515,50015,0
2021 - 2022,452 Newport Independent,I,4,49995,50495,0
2021 - 2022,452 Newport Independent,I,5,50869,51369,0
2021 - 2022,452 Newport Independent,I,6,51460,51960,0
2021 - 2022,452 Newport Independent,I,7,52116,52616,0
2021 - 2022,452 Newport Independent,I,8,52813,53313,0
2021 - 2022,452 Newport Independent,I,9,53658,54158,0
2021 - 2022,452 Newport Independent,I,10,55973,56473,0
2021 - 2022,452 Newport Independent,I,11,56932,57432,0
2021 - 2022,452 Newport Independent,I,12,57747,58248,0
2021 - 2022,452 Newport Independent,I,13,58580,59080,0
2021 - 2022,452 Newport Independent,I,14,59464,59964,0
2021 - 2022,452 Newport Independent,I,15,60348,60848,0
2021 - 2022,452 Newport Independent,I,16,60620,61120,0
2021 - 2022,452 Newport Independent,I,17,61323,61823,0
2021 - 2022,452 Newport Independent,I,18,62087,62587,0
2021 - 2022,452 Newport Independent,I,19,62933,63433,0
2021 - 2022,452 Newport Independent,I,20,65410,65910,0
2021 - 2022,452 Newport Independent,I,21,66443,66943,0
2021 - 2022,452 Newport Independent,I,22,71698,72198,0
2021 - 2022,452 Newport Independent,I,23,72415,72915,0
2021 - 2022,452 Newport Independent,I,24,73139,73639,0
2021 - 2022,452 Newport Independent,I,25,73871,74371,0
2021 - 2022,452 Newport Independent,I,26,74610,75110,0
2021 - 2022,452 Newport Independent,I,27,75356,75856,0
2021 - 2022,452 Newport Independent,I,28,76110,76610,0
2021 - 2022,452 Newport Independent,I,29,76871,77371,0
2021 - 2022,452 Newport Independent,I,30,77640,78140,0
2021 - 2022,452 Newport Independent,I,31,77640,78140,0
2021 - 2022,452 Newport Independent,I,32,77640,78140,0
2021 - 2022,452 Newport Independent,I,33,77640,78140,0
2021 - 2022,452 Newport Independent,I,34,77640,78140,0
2021 - 2022,452 Newport Independent,I,35,77640,78140,0
2021 - 2022,452 Newport Independent,I,36,77640,78140,0
2021 - 2022,452 Newport Independent,I,37,77640,78140,0
2021 - 2022,452 Newport Independent,I,38,77640,78140,0
2021 - 2022,452 Newport Independent,I,39,77640,78140,0
