Fiscal Year,District,Rank,Years,I,II,III
2022 - 2023,191 Gallatin County,I,15,61377,0,0
2022 - 2023,191 Gallatin County,I,16,61550,0,0
2022 - 2023,191 Gallatin County,I,17,61724,0,0
2022 - 2023,191 Gallatin County,I,18,61898,0,0
2022 - 2023,191 Gallatin County,I,19,62074,0,0
2022 - 2023,191 Gallatin County,I,20,62243,0,0
2022 - 2023,191 Gallatin County,I,21,62415,0,0
2022 - 2023,191 Gallatin County,I,22,62591,0,0
2022 - 2023,191 Gallatin County,I,23,62762,0,0
2022 - 2023,191 Gallatin County,I,24,62938,0,0
2022 - 2023,191 Gallatin County,I,25,64048,0,0
2022 - 2023,191 Gallatin County,I,26,64219,0,0
2022 - 2023,191 Gallatin County,I,27,64394,0,0
2022 - 2023,191 Gallatin County,I,28,64394,0,0
2022 - 2023,191 Gallatin County,I,29,64394,0,0
2022 - 2023,191 Gallatin County,I,30,64394,0,0
2022 - 2023,191 Gallatin County,I,31,64394,0,0
2022 - 2023,191 Gallatin County,I,32,64394,0,0
2022 - 2023,191 Gallatin County,I,33,64394,0,0
2022 - 2023,191 Gallatin County,I,34,64394,0,0
2022 - 2023,191 Gallatin County,I,35,64394,0,0
2022 - 2023,191 Gallatin County,I,36,64394,0,0
2022 - 2023,191 Gallatin County,I,37,64394,0,0
2022 - 2023,191 Gallatin County,I,38,64394,0,0
2022 - 2023,191 Gallatin County,I,39,64394,0,0
2022 - 2023,191 Gallatin County,I,40,64394,0,0
2022 - 2023,191 Gallatin County,II,0,44380,0,0
2022 - 2023,191 Gallatin County,II,1,44549,0,0
2022 - 2023,191 Gallatin County,II,2,44718,0,0
2022 - 2023,191 Gallatin County,II,3,44887,0,0
2022 - 2023,191 Gallatin County,II,4,48955,0,0
2022 - 2023,191 Gallatin County,II,5,49123,0,0
2022 - 2023,191 Gallatin County,II,6,49292,0,0
2022 - 2023,191 Gallatin County,II,7,49461,0,0
2022 - 2023,191 Gallatin County,II,8,49631,0,0
2022 - 2023,191 Gallatin County,II,9,49801,0,0
2022 - 2023,191 Gallatin County,II,10,54866,0,0
2022 - 2023,191 Gallatin County,II,11,55039,0,0
2022 - 2023,191 Gallatin County,II,12,55204,0,0
2022 - 2023,191 Gallatin County,II,13,55376,0,0
2022 - 2023,191 Gallatin County,II,14,55545,0,0
2022 - 2023,191 Gallatin County,II,15,56628,0,0
2022 - 2023,191 Gallatin County,II,16,56799,0,0
2022 - 2023,191 Gallatin County,II,17,56968,0,0
2022 - 2023,191 Gallatin County,II,18,57133,0,0
2022 - 2023,191 Gallatin County,II,19,57307,0,0
2022 - 2023,191 Gallatin County,II,20,57482,0,0
2022 - 2023,191 Gallatin County,II,21,57652,0,0
2022 - 2023,191 Gallatin County,II,22,57828,0,0
2022 - 2023,191 Gallatin County,II,23,57998,0,0
2022 - 2023,191 Gallatin County,II,24,58170,0,0
2022 - 2023,191 Gallatin County,II,25,59281,0,0
2022 - 2023,191 Gallatin County,II,26,59454,0,0
2022 - 2023,191 Gallatin County,II,27,59628,0,0
2022 - 2023,191 Gallatin County,II,28,59628,0,0
2022 - 2023,191 Gallatin County,II,29,59628,0,0
2022 - 2023,191 Gallatin County,II,30,59628,0,0
2022 - 2023,191 Gallatin County,II,31,59628,0,0
2022 - 2023,191 Gallatin County,II,32,59628,0,0
2022 - 2023,191 Gallatin County,II,33,59628,0,0
2022 - 2023,191 Gallatin County,II,34,59628,0,0
2022 - 2023,191 Gallatin County,II,35,59628,0,0
2022 - 2023,191 Gallatin County,II,36,59628,0,0
2022 - 2023,191 Gallatin County,II,37,59628,0,0
2022 - 2023,191 Gallatin County,II,38,59628,0,0
2022 - 2023,191 Gallatin County,II,39,59628,0,0
2022 - 2023,191 Gallatin County,II,40,59628,0,0
2022 - 2023,191 Gallatin County,III,0,39736,0,0
2022 - 2023,191 Gallatin County,III,1,39906,0,0
2022 - 2023,191 Gallatin County,III,2,40075,0,0
2022 - 2023,191 Gallatin County,III,3,40242,0,0
2022 - 2023,191 Gallatin County,III,4,44380,0,0
2022 - 2023,191 Gallatin County,III,5,44549,0,0
2022 - 2023,191 Gallatin County,III,6,44718,0,0
2022 - 2023,191 Gallatin County,III,7,44887,0,0
2022 - 2023,191 Gallatin County,III,8,45055,0,0
2022 - 2023,191 Gallatin County,III,9,45227,0,0
2022 - 2023,191 Gallatin County,III,10,50247,0,0
2022 - 2023,191 Gallatin County,III,11,50416,0,0
2022 - 2023,191 Gallatin County,III,12,50586,0,0
2022 - 2023,191 Gallatin County,III,13,50751,0,0
2022 - 2023,191 Gallatin County,III,14,50926,0,0
2022 - 2023,191 Gallatin County,III,15,51994,0,0
2022 - 2023,191 Gallatin County,III,16,52162,0,0
2022 - 2023,191 Gallatin County,III,17,52334,0,0
2022 - 2023,191 Gallatin County,III,18,52501,0,0
2022 - 2023,191 Gallatin County,III,19,52671,0,0
2022 - 2023,191 Gallatin County,III,20,52840,0,0
2022 - 2023,191 Gallatin County,III,21,53010,0,0
2022 - 2023,191 Gallatin County,III,22,53178,0,0
2022 - 2023,191 Gallatin County,III,23,53347,0,0
2022 - 2023,191 Gallatin County,III,24,53516,0,0
2022 - 2023,191 Gallatin County,III,25,54581,0,0
2022 - 2023,191 Gallatin County,III,26,54751,0,0
2022 - 2023,191 Gallatin County,III,27,54917,0,0
2022 - 2023,191 Gallatin County,III,28,54917,0,0
2022 - 2023,191 Gallatin County,III,29,54917,0,0
2022 - 2023,191 Gallatin County,III,30,54917,0,0
2022 - 2023,191 Gallatin County,III,31,54917,0,0
2022 - 2023,191 Gallatin County,III,32,54917,0,0
2022 - 2023,191 Gallatin County,III,33,54917,0,0
2022 - 2023,191 Gallatin County,III,34,54917,0,0
2022 - 2023,191 Gallatin County,III,35,54917,0,0
2022 - 2023,191 Gallatin County,III,36,54917,0,0
2022 - 2023,191 Gallatin County,III,37,54917,0,0
2022 - 2023,191 Gallatin County,III,38,54917,0,0
2022 - 2023,191 Gallatin County,III,39,54917,0,0
2022 - 2023,191 Gallatin County,III,40,54917,0,0
2022 - 2023,191 Gallatin County,IV,0,39736,0,0
2022 - 2023,191 Gallatin County,IV,1,39736,0,0
2022 - 2023,191 Gallatin County,IV,2,39736,0,0
2022 - 2023,191 Gallatin County,IV,3,39736,0,0
2022 - 2023,191 Gallatin County,IV,4,39736,0,0
2022 - 2023,191 Gallatin County,IV,5,39736,0,0
2022 - 2023,191 Gallatin County,IV,6,39736,0,0
2022 - 2023,191 Gallatin County,IV,7,39736,0,0
2022 - 2023,191 Gallatin County,IV,8,39736,0,0
2022 - 2023,191 Gallatin County,IV,9,39736,0,0
2022 - 2023,191 Gallatin County,IV,10,39736,0,0
2022 - 2023,191 Gallatin County,IV,11,39736,0,0
2022 - 2023,191 Gallatin County,IV,12,39736,0,0
2022 - 2023,191 Gallatin County,IV,13,39736,0,0
2022 - 2023,191 Gallatin County,IV,14,39736,0,0
2022 - 2023,191 Gallatin County,IV,15,39736,0,0
2022 - 2023,191 Gallatin County,IV,16,39736,0,0
2022 - 2023,191 Gallatin County,IV,17,39736,0,0
2022 - 2023,191 Gallatin County,IV,18,39736,0,0
2022 - 2023,191 Gallatin County,IV,19,39736,0,0
2022 - 2023,191 Gallatin County,IV,20,39736,0,0
2022 - 2023,191 Gallatin County,IV,21,39736,0,0
2022 - 2023,191 Gallatin County,IV,22,39736,0,0
2022 - 2023,191 Gallatin County,IV,23,39736,0,0
2022 - 2023,191 Gallatin County,IV,24,39736,0,0
2022 - 2023,191 Gallatin County,IV,25,39736,0,0
2022 - 2023,191 Gallatin County,IV,26,39736,0,0
2022 - 2023,191 Gallatin County,IV,27,39736,0,0
2022 - 2023,191 Gallatin County,IV,28,39736,0,0
2022 - 2023,191 Gallatin County,IV,29,39736,0,0
2022 - 2023,191 Gallatin County,IV,30,39736,0,0
2022 - 2023,191 Gallatin County,IV,31,39736,0,0
2022 - 2023,191 Gallatin County,IV,32,39736,0,0
2022 - 2023,191 Gallatin County,IV,33,39736,0,0
2022 - 2023,191 Gallatin County,IV,34,39736,0,0
2022 - 2023,191 Gallatin County,IV,35,39736,0,0
2022 - 2023,191 Gallatin County,IV,36,39736,0,0
2022 - 2023,191 Gallatin County,IV,37,39736,0,0
2022 - 2023,191 Gallatin County,IV,38,39736,0,0
2022 - 2023,191 Gallatin County,IV,39,39736,0,0
2022 - 2023,191 Gallatin County,IV,40,39736,0,0
2022 - 2023,191 Gallatin County,V,0,34273,0,0
2022 - 2023,191 Gallatin County,V,1,34273,0,0
2022 - 2023,191 Gallatin County,V,2,37273,0,0
2022 - 2023,191 Gallatin County,V,3,34273,0,0
2022 - 2023,191 Gallatin County,V,4,34273,0,0
2022 - 2023,191 Gallatin County,V,5,34273,0,0
2022 - 2023,191 Gallatin County,V,6,34273,0,0
2022 - 2023,191 Gallatin County,V,7,34273,0,0
2022 - 2023,191 Gallatin County,V,8,34273,0,0
2022 - 2023,191 Gallatin County,V,9,34273,0,0
2022 - 2023,191 Gallatin County,V,10,34273,0,0
2022 - 2023,191 Gallatin County,V,11,34273,0,0
2022 - 2023,191 Gallatin County,V,12,34273,0,0
2022 - 2023,191 Gallatin County,V,13,34273,0,0
2022 - 2023,191 Gallatin County,V,14,34273,0,0
2022 - 2023,191 Gallatin County,V,15,34273,0,0
2022 - 2023,191 Gallatin County,V,16,34273,0,0
2022 - 2023,191 Gallatin County,V,17,34273,0,0
2022 - 2023,191 Gallatin County,V,18,34273,0,0
2022 - 2023,191 Gallatin County,V,19,34273,0,0
2022 - 2023,191 Gallatin County,V,20,34273,0,0
2022 - 2023,191 Gallatin County,V,21,34273,0,0
2022 - 2023,191 Gallatin County,V,22,34273,0,0
2022 - 2023,191 Gallatin County,V,23,34273,0,0
2022 - 2023,191 Gallatin County,V,24,34273,0,0
2022 - 2023,191 Gallatin County,V,25,34273,0,0
2022 - 2023,191 Gallatin County,V,26,34273,0,0
2022 - 2023,191 Gallatin County,V,27,34273,0,0
2022 - 2023,191 Gallatin County,V,28,34273,0,0
2022 - 2023,191 Gallatin County,V,29,34273,0,0
2022 - 2023,191 Gallatin County,V,30,34273,0,0
2022 - 2023,191 Gallatin County,V,31,34273,0,0
2022 - 2023,191 Gallatin County,V,32,34273,0,0
2022 - 2023,191 Gallatin County,V,33,34273,0,0
2022 - 2023,191 Gallatin County,V,34,34273,0,0
2022 - 2023,191 Gallatin County,V,35,34273,0,0
2022 - 2023,191 Gallatin County,V,36,34273,0,0
2022 - 2023,191 Gallatin County,V,37,34273,0,0
2022 - 2023,191 Gallatin County,V,38,34273,0,0
2022 - 2023,191 Gallatin County,V,39,34273,0,0
2022 - 2023,191 Gallatin County,V,40,37273,0,0
2022 - 2023,195 Garrard County,I,0,46927.83,0,47799
2022 - 2023,195 Garrard County,I,1,47088.51,0,47799
2022 - 2023,195 Garrard County,I,2,47249.19,0,47799
2022 - 2023,195 Garrard County,I,3,47409.87,0,47799
2022 - 2023,195 Garrard County,I,4,51171.43,0,47799
2022 - 2023,195 Garrard County,I,5,51332.11,0,52589
2022 - 2023,195 Garrard County,I,6,51492.79,0,52589
2022 - 2023,195 Garrard County,I,7,51654.5,0,52589
2022 - 2023,195 Garrard County,I,8,51814.15,0,52589
2022 - 2023,195 Garrard County,I,9,51975.86,0,52589
2022 - 2023,195 Garrard County,I,10,56670.6,0,54377
2022 - 2023,195 Garrard County,I,11,56831.28,0,54377
2022 - 2023,195 Garrard County,I,12,56991.96,0,54377
2022 - 2023,195 Garrard County,I,13,57152.64,0,54377
2022 - 2023,195 Garrard County,I,14,57313.32,0,54377
2022 - 2023,195 Garrard County,I,15,58319.63,0,54921
2022 - 2023,195 Garrard County,I,16,58480.31,0,54921
2022 - 2023,195 Garrard County,I,17,58640.99,0,54921
2022 - 2023,195 Garrard County,I,18,58801.67,0,54921
2022 - 2023,195 Garrard County,I,19,58962.35,0,54921
2022 - 2023,195 Garrard County,I,20,59655.54,0,57007
2022 - 2023,195 Garrard County,I,21,59816.22,0,57007
2022 - 2023,195 Garrard County,I,22,59977.93,0,57007
2022 - 2023,195 Garrard County,I,23,60137.58,0,57007
2022 - 2023,195 Garrard County,I,24,60299.29,0,57007
2022 - 2023,195 Garrard County,I,25,61279.85,0,57007
2022 - 2023,195 Garrard County,I,26,61441.56,0,57007
2022 - 2023,195 Garrard County,I,27,61601.21,0,57007
2022 - 2023,195 Garrard County,I,28,61761.89,0,57007
2022 - 2023,195 Garrard County,I,29,61922.57,0,57007
2022 - 2023,195 Garrard County,I,30,62904.16,0,57007
2022 - 2023,195 Garrard County,I,31,62904.16,0,57007
2022 - 2023,195 Garrard County,I,32,62904.16,0,57007
2022 - 2023,195 Garrard County,I,33,62904.16,0,57007
2022 - 2023,195 Garrard County,I,34,62904.16,0,57007
2022 - 2023,195 Garrard County,I,35,62904.16,0,57007
2022 - 2023,195 Garrard County,I,36,62904.16,0,57007
2022 - 2023,195 Garrard County,I,37,62904.16,0,57007
2022 - 2023,195 Garrard County,I,38,62904.16,0,57007
2022 - 2023,195 Garrard County,I,39,62904.16,0,57007
2022 - 2023,195 Garrard County,I,40,62904.16,0,57007
2022 - 2023,195 Garrard County,II,0,42714.1,0,0
2022 - 2023,195 Garrard County,II,1,42848,0,0
2022 - 2023,195 Garrard County,II,2,42980.87,0,0
2022 - 2023,195 Garrard County,II,3,43114.77,0,0
2022 - 2023,195 Garrard County,II,4,46952.55,0,0
2022 - 2023,195 Garrard County,II,5,47087.48,0,0
2022 - 2023,195 Garrard County,II,6,47220.35,0,0
2022 - 2023,195 Garrard County,II,7,47355.28,0,0
2022 - 2023,195 Garrard County,II,8,47488.15,0,0
2022 - 2023,195 Garrard County,II,9,47623.08,0,0
2022 - 2023,195 Garrard County,II,10,52415.67,0,0
2022 - 2023,195 Garrard County,II,11,52549.57,0,0
2022 - 2023,195 Garrard County,II,12,52682.44,0,0
2022 - 2023,195 Garrard County,II,13,52818.4,0,0
2022 - 2023,195 Garrard County,II,14,52951.27,0,0
2022 - 2023,195 Garrard County,II,15,54072.94,0,0
2022 - 2023,195 Garrard County,II,16,54206.84,0,0
2022 - 2023,195 Garrard County,II,17,54339.71,0,0
2022 - 2023,195 Garrard County,II,18,54474.64,0,0
2022 - 2023,195 Garrard County,II,19,54608.54,0,0
2022 - 2023,195 Garrard County,II,20,55383.1,0,0
2022 - 2023,195 Garrard County,II,21,55517,0,0
2022 - 2023,195 Garrard County,II,22,55651.93,0,0
2022 - 2023,195 Garrard County,II,23,55784.8,0,0
2022 - 2023,195 Garrard County,II,24,55919.73,0,0
2022 - 2023,195 Garrard County,II,25,56889.99,0,0
2022 - 2023,195 Garrard County,II,26,57025.95,0,0
2022 - 2023,195 Garrard County,II,27,57160.88,0,0
2022 - 2023,195 Garrard County,II,28,57296.84,0,0
2022 - 2023,195 Garrard County,II,29,57431.77,0,0
2022 - 2023,195 Garrard County,II,30,58403.06,0,0
2022 - 2023,195 Garrard County,II,31,58403.06,0,0
2022 - 2023,195 Garrard County,II,32,58403.06,0,0
2022 - 2023,195 Garrard County,II,33,58403.06,0,0
2022 - 2023,195 Garrard County,II,34,58403.06,0,0
2022 - 2023,195 Garrard County,II,35,58403.06,0,0
2022 - 2023,195 Garrard County,II,36,58403.06,0,0
2022 - 2023,195 Garrard County,II,37,58403.06,0,0
2022 - 2023,195 Garrard County,II,38,58403.06,0,0
2022 - 2023,195 Garrard County,II,39,58403.06,0,0
2022 - 2023,195 Garrard County,II,40,58403.06,0,0
2022 - 2023,195 Garrard County,III,0,38463.29,0,0
2022 - 2023,195 Garrard County,III,1,38543.63,0,0
2022 - 2023,195 Garrard County,III,2,38623.97,0,0
2022 - 2023,195 Garrard County,III,3,38703.28,0,0
2022 - 2023,195 Garrard County,III,4,42740.88,0,0
2022 - 2023,195 Garrard County,III,5,42821.22,0,0
2022 - 2023,195 Garrard County,III,6,42900.53,0,0
2022 - 2023,195 Garrard County,III,7,42980.87,0,0
2022 - 2023,195 Garrard County,III,8,43062.24,0,0
2022 - 2023,195 Garrard County,III,9,43142.58,0,0
2022 - 2023,195 Garrard County,III,10,48168.98,0,0
2022 - 2023,195 Garrard County,III,11,48249.32,0,0
2022 - 2023,195 Garrard County,III,12,48330.69,0,0
2022 - 2023,195 Garrard County,III,13,48410,0,0
2022 - 2023,195 Garrard County,III,14,48491.37,0,0
2022 - 2023,195 Garrard County,III,15,49824.19,0,0
2022 - 2023,195 Garrard County,III,16,49849.94,0,0
2022 - 2023,195 Garrard County,III,17,49877.75,0,0
2022 - 2023,195 Garrard County,III,18,49904.53,0,0
2022 - 2023,195 Garrard County,III,19,49931.31,0,0
2022 - 2023,195 Garrard County,III,20,49978.69,0,0
2022 - 2023,195 Garrard County,III,21,50005.47,0,0
2022 - 2023,195 Garrard County,III,22,50032.25,0,0
2022 - 2023,195 Garrard County,III,23,50058,0,0
2022 - 2023,195 Garrard County,III,24,50085.81,0,0
2022 - 2023,195 Garrard County,III,25,51337.26,0,0
2022 - 2023,195 Garrard County,III,26,51365.07,0,0
2022 - 2023,195 Garrard County,III,27,51391.85,0,0
2022 - 2023,195 Garrard County,III,28,51418.63,0,0
2022 - 2023,195 Garrard County,III,29,51446.44,0,0
2022 - 2023,195 Garrard County,III,30,52697.89,0,0
2022 - 2023,195 Garrard County,III,31,52697.89,0,0
2022 - 2023,195 Garrard County,III,32,52697.89,0,0
2022 - 2023,195 Garrard County,III,33,52697.89,0,0
2022 - 2023,195 Garrard County,III,34,52697.89,0,0
2022 - 2023,195 Garrard County,III,35,52697.89,0,0
2022 - 2023,195 Garrard County,III,36,52697.89,0,0
2022 - 2023,195 Garrard County,III,37,52697.89,0,0
2022 - 2023,195 Garrard County,III,38,52697.89,0,0
2022 - 2023,195 Garrard County,III,39,52697.89,0,0
2022 - 2023,195 Garrard County,III,40,52697.89,0,0
2022 - 2023,195 Garrard County,IV,0,33491.48,0,0
2022 - 2023,195 Garrard County,IV,1,33491.48,0,0
2022 - 2023,195 Garrard County,IV,2,33491.48,0,0
2022 - 2023,195 Garrard County,IV,3,33491.48,0,0
2022 - 2023,195 Garrard County,IV,4,33491.48,0,0
2022 - 2023,195 Garrard County,IV,5,33491.48,0,0
2022 - 2023,195 Garrard County,IV,6,33491.48,0,0
2022 - 2023,195 Garrard County,IV,7,33491.48,0,0
2022 - 2023,195 Garrard County,IV,8,33491.48,0,0
2022 - 2023,195 Garrard County,IV,9,33491.48,0,0
2022 - 2023,195 Garrard County,IV,10,33491.48,0,0
2022 - 2023,195 Garrard County,IV,11,33491.48,0,0
2022 - 2023,195 Garrard County,IV,12,33491.48,0,0
2022 - 2023,195 Garrard County,IV,13,33491.48,0,0
2022 - 2023,195 Garrard County,IV,14,33491.48,0,0
2022 - 2023,195 Garrard County,IV,15,33491.48,0,0
2022 - 2023,195 Garrard County,IV,16,33491.48,0,0
2022 - 2023,195 Garrard County,IV,17,33491.48,0,0
2022 - 2023,195 Garrard County,IV,18,33491.48,0,0
2022 - 2023,195 Garrard County,IV,19,33491.48,0,0
2022 - 2023,195 Garrard County,IV,20,33491.48,0,0
2022 - 2023,195 Garrard County,IV,21,33491.48,0,0
2022 - 2023,195 Garrard County,IV,22,33491.48,0,0
2022 - 2023,195 Garrard County,IV,23,33491.48,0,0
2022 - 2023,195 Garrard County,IV,24,33491.48,0,0
2022 - 2023,195 Garrard County,IV,25,33491.48,0,0
2022 - 2023,195 Garrard County,IV,26,33491.48,0,0
2022 - 2023,195 Garrard County,IV,27,33491.48,0,0
2022 - 2023,195 Garrard County,IV,28,33491.48,0,0
2022 - 2023,195 Garrard County,IV,29,33491.48,0,0
2022 - 2023,195 Garrard County,IV,30,33491.48,0,0
2022 - 2023,195 Garrard County,IV,31,33491.48,0,0
2022 - 2023,195 Garrard County,IV,32,33491.48,0,0
2022 - 2023,195 Garrard County,IV,33,33491.48,0,0
2022 - 2023,195 Garrard County,IV,34,33491.48,0,0
2022 - 2023,195 Garrard County,IV,35,33491.48,0,0
2022 - 2023,195 Garrard County,IV,36,33491.48,0,0
2022 - 2023,195 Garrard County,IV,37,33491.48,0,0
2022 - 2023,195 Garrard County,IV,38,33491.48,0,0
2022 - 2023,195 Garrard County,IV,39,33491.48,0,0
2022 - 2023,195 Garrard County,IV,40,33491.48,0,0
2022 - 2023,195 Garrard County,V,0,31347.02,0,0
2022 - 2023,195 Garrard County,V,1,31347.02,0,0
2022 - 2023,195 Garrard County,V,2,31347.02,0,0
2022 - 2023,195 Garrard County,V,3,31347.02,0,0
2022 - 2023,195 Garrard County,V,4,31347.02,0,0
2022 - 2023,195 Garrard County,V,5,31347.02,0,0
2022 - 2023,195 Garrard County,V,6,31347.02,0,0
2022 - 2023,195 Garrard County,V,7,31347.02,0,0
2022 - 2023,195 Garrard County,V,8,31347.02,0,0
2022 - 2023,195 Garrard County,V,9,31347.02,0,0
2022 - 2023,195 Garrard County,V,10,31347.02,0,0
2022 - 2023,195 Garrard County,V,11,31347.02,0,0
2022 - 2023,195 Garrard County,V,12,31347.02,0,0
2022 - 2023,195 Garrard County,V,13,31347.02,0,0
2022 - 2023,195 Garrard County,V,14,31347.02,0,0
2022 - 2023,195 Garrard County,V,15,31347.02,0,0
2022 - 2023,195 Garrard County,V,16,31347.02,0,0
2022 - 2023,195 Garrard County,V,17,31347.02,0,0
2022 - 2023,195 Garrard County,V,18,31347.02,0,0
2022 - 2023,195 Garrard County,V,19,31347.02,0,0
2022 - 2023,195 Garrard County,V,20,31347.02,0,0
2022 - 2023,195 Garrard County,V,21,31347.02,0,0
2022 - 2023,195 Garrard County,V,22,31347.02,0,0
2022 - 2023,195 Garrard County,V,23,31347.02,0,0
2022 - 2023,195 Garrard County,V,24,31347.02,0,0
2022 - 2023,195 Garrard County,V,25,31347.02,0,0
2022 - 2023,195 Garrard County,V,26,31347.02,0,0
2022 - 2023,195 Garrard County,V,27,31347.02,0,0
2022 - 2023,195 Garrard County,V,28,31347.02,0,0
2022 - 2023,195 Garrard County,V,29,31347.02,0,0
2022 - 2023,195 Garrard County,V,30,31347.02,0,0
2022 - 2023,195 Garrard County,V,31,31347.02,0,0
2022 - 2023,195 Garrard County,V,32,31347.02,0,0
2022 - 2023,195 Garrard County,V,33,31347.02,0,0
2022 - 2023,195 Garrard County,V,34,31347.02,0,0
2022 - 2023,195 Garrard County,V,35,31347.02,0,0
2022 - 2023,195 Garrard County,V,36,31347.02,0,0
2022 - 2023,195 Garrard County,V,37,31347.02,0,0
2022 - 2023,195 Garrard County,V,38,31347.02,0,0
2022 - 2023,195 Garrard County,V,39,31347.02,0,0
2022 - 2023,195 Garrard County,V,40,31347.02,0,0
2022 - 2023,197 Glasgow Independent,I,0,46683,0,0
2022 - 2023,197 Glasgow Independent,I,1,46857,0,0
2022 - 2023,197 Glasgow Independent,I,2,47034,0,0
2022 - 2023,197 Glasgow Independent,I,3,47214,0,0
2022 - 2023,197 Glasgow Independent,I,4,52023,0,0
2022 - 2023,197 Glasgow Independent,I,5,52205,0,0
2022 - 2023,197 Glasgow Independent,I,6,52381,0,0
2022 - 2023,197 Glasgow Independent,I,7,52553,0,0
2022 - 2023,197 Glasgow Independent,I,8,52736,0,0
2022 - 2023,197 Glasgow Independent,I,9,52919,0,0
2022 - 2023,197 Glasgow Independent,I,10,59055,0,0
2022 - 2023,197 Glasgow Independent,I,11,59239,0,0
2022 - 2023,197 Glasgow Independent,I,12,59414,0,0
2022 - 2023,197 Glasgow Independent,I,13,59588,0,0
2022 - 2023,197 Glasgow Independent,I,14,59770,0,0
2022 - 2023,197 Glasgow Independent,I,15,61817,0,0
2022 - 2023,197 Glasgow Independent,I,16,61994,0,0
2022 - 2023,197 Glasgow Independent,I,17,62175,0,0
2022 - 2023,197 Glasgow Independent,I,18,62350,0,0
2022 - 2023,197 Glasgow Independent,I,19,62525,0,0
2022 - 2023,197 Glasgow Independent,I,20,63738,0,0
2022 - 2023,197 Glasgow Independent,I,21,63811,0,0
2022 - 2023,197 Glasgow Independent,I,22,63943,0,0
2022 - 2023,197 Glasgow Independent,I,23,64069,0,0
2022 - 2023,197 Glasgow Independent,I,24,64263,0,0
2022 - 2023,197 Glasgow Independent,I,25,64615,0,0
2022 - 2023,197 Glasgow Independent,I,26,64743,0,0
2022 - 2023,197 Glasgow Independent,I,27,64743,0,0
2022 - 2023,197 Glasgow Independent,I,28,64743,0,0
2022 - 2023,197 Glasgow Independent,I,29,64743,0,0
2022 - 2023,197 Glasgow Independent,I,30,64743,0,0
2022 - 2023,197 Glasgow Independent,I,31,64743,0,0
2022 - 2023,197 Glasgow Independent,I,32,64743,0,0
2022 - 2023,197 Glasgow Independent,I,33,64743,0,0
2022 - 2023,197 Glasgow Independent,I,34,64743,0,0
2022 - 2023,197 Glasgow Independent,I,35,64743,0,0
2022 - 2023,197 Glasgow Independent,I,36,64743,0,0
2022 - 2023,197 Glasgow Independent,I,37,64743,0,0
2022 - 2023,197 Glasgow Independent,I,38,64743,0,0
2022 - 2023,197 Glasgow Independent,I,39,64743,0,0
2022 - 2023,197 Glasgow Independent,I,40,64743,0,0
2022 - 2023,197 Glasgow Independent,II,0,42247,0,0
2022 - 2023,197 Glasgow Independent,II,1,42418,0,0
2022 - 2023,197 Glasgow Independent,II,2,42593,0,0
2022 - 2023,197 Glasgow Independent,II,3,42765,0,0
2022 - 2023,197 Glasgow Independent,II,4,47567,0,0
2022 - 2023,197 Glasgow Independent,II,5,47740,0,0
2022 - 2023,197 Glasgow Independent,II,6,47921,0,0
2022 - 2023,197 Glasgow Independent,II,7,48099,0,0
2022 - 2023,197 Glasgow Independent,II,8,48276,0,0
2022 - 2023,197 Glasgow Independent,II,9,48452,0,0
2022 - 2023,197 Glasgow Independent,II,10,54567,0,0
2022 - 2023,197 Glasgow Independent,II,11,54743,0,0
2022 - 2023,197 Glasgow Independent,II,12,54922,0,0
2022 - 2023,197 Glasgow Independent,II,13,55100,0,0
2022 - 2023,197 Glasgow Independent,II,14,55279,0,0
2022 - 2023,197 Glasgow Independent,II,15,57338,0,0
2022 - 2023,197 Glasgow Independent,II,16,57519,0,0
2022 - 2023,197 Glasgow Independent,II,17,57690,0,0
2022 - 2023,197 Glasgow Independent,II,18,58034,0,0
2022 - 2023,197 Glasgow Independent,II,19,58048,0,0
2022 - 2023,197 Glasgow Independent,II,20,59257,0,0
2022 - 2023,197 Glasgow Independent,II,21,59375,0,0
2022 - 2023,197 Glasgow Independent,II,22,59495,0,0
2022 - 2023,197 Glasgow Independent,II,23,59613,0,0
2022 - 2023,197 Glasgow Independent,II,24,59732,0,0
2022 - 2023,197 Glasgow Independent,II,25,59851,0,0
2022 - 2023,197 Glasgow Independent,II,26,60030,0,0
2022 - 2023,197 Glasgow Independent,II,27,60030,0,0
2022 - 2023,197 Glasgow Independent,II,28,60030,0,0
2022 - 2023,197 Glasgow Independent,II,29,60030,0,0
2022 - 2023,197 Glasgow Independent,II,30,60030,0,0
2022 - 2023,197 Glasgow Independent,II,31,60030,0,0
2022 - 2023,197 Glasgow Independent,II,32,60030,0,0
2022 - 2023,197 Glasgow Independent,II,33,60030,0,0
2022 - 2023,197 Glasgow Independent,II,34,60030,0,0
2022 - 2023,197 Glasgow Independent,II,35,60030,0,0
2022 - 2023,197 Glasgow Independent,II,36,60030,0,0
2022 - 2023,197 Glasgow Independent,II,37,60030,0,0
2022 - 2023,197 Glasgow Independent,II,38,60030,0,0
2022 - 2023,197 Glasgow Independent,II,39,60030,0,0
2022 - 2023,197 Glasgow Independent,II,40,60030,0,0
2022 - 2023,197 Glasgow Independent,III,0,38373,0,0
2022 - 2023,197 Glasgow Independent,III,1,38533,0,0
2022 - 2023,197 Glasgow Independent,III,2,38695,0,0
2022 - 2023,197 Glasgow Independent,III,3,38851,0,0
