Fiscal Year,District,Rank,Years,I,II,III
2022 - 2023,536 Somerset Independent,I,39,63764,0,0
2022 - 2023,536 Somerset Independent,I,40,63764,0,0
2022 - 2023,536 Somerset Independent,II,0,45049,0,0
2022 - 2023,536 Somerset Independent,II,1,45049,0,0
2022 - 2023,536 Somerset Independent,II,2,45049,0,0
2022 - 2023,536 Somerset Independent,II,3,45049,0,0
2022 - 2023,536 Somerset Independent,II,4,49664,0,0
2022 - 2023,536 Somerset Independent,II,5,49664,0,0
2022 - 2023,536 Somerset Independent,II,6,49664,0,0
2022 - 2023,536 Somerset Independent,II,7,49664,0,0
2022 - 2023,536 Somerset Independent,II,8,49664,0,0
2022 - 2023,536 Somerset Independent,II,9,49664,0,0
2022 - 2023,536 Somerset Independent,II,10,55612,0,0
2022 - 2023,536 Somerset Independent,II,11,55612,0,0
2022 - 2023,536 Somerset Independent,II,12,55612,0,0
2022 - 2023,536 Somerset Independent,II,13,55612,0,0
2022 - 2023,536 Somerset Independent,II,14,55612,0,0
2022 - 2023,536 Somerset Independent,II,15,57390,0,0
2022 - 2023,536 Somerset Independent,II,16,57390,0,0
2022 - 2023,536 Somerset Independent,II,17,57390,0,0
2022 - 2023,536 Somerset Independent,II,18,57390,0,0
2022 - 2023,536 Somerset Independent,II,19,57390,0,0
2022 - 2023,536 Somerset Independent,II,20,58261,0,0
2022 - 2023,536 Somerset Independent,II,21,58261,0,0
2022 - 2023,536 Somerset Independent,II,22,58261,0,0
2022 - 2023,536 Somerset Independent,II,23,59064,0,0
2022 - 2023,536 Somerset Independent,II,24,59064,0,0
2022 - 2023,536 Somerset Independent,II,25,59064,0,0
2022 - 2023,536 Somerset Independent,II,26,59064,0,0
2022 - 2023,536 Somerset Independent,II,27,59064,0,0
2022 - 2023,536 Somerset Independent,II,28,59064,0,0
2022 - 2023,536 Somerset Independent,II,29,59064,0,0
2022 - 2023,536 Somerset Independent,II,30,59064,0,0
2022 - 2023,536 Somerset Independent,II,31,59064,0,0
2022 - 2023,536 Somerset Independent,II,32,59064,0,0
2022 - 2023,536 Somerset Independent,II,33,59064,0,0
2022 - 2023,536 Somerset Independent,II,34,59064,0,0
2022 - 2023,536 Somerset Independent,II,35,59064,0,0
2022 - 2023,536 Somerset Independent,II,36,59064,0,0
2022 - 2023,536 Somerset Independent,II,37,59064,0,0
2022 - 2023,536 Somerset Independent,II,38,59064,0,0
2022 - 2023,536 Somerset Independent,II,39,59064,0,0
2022 - 2023,536 Somerset Independent,II,40,59064,0,0
2022 - 2023,536 Somerset Independent,III,0,40394,0,0
2022 - 2023,536 Somerset Independent,III,1,40394,0,0
2022 - 2023,536 Somerset Independent,III,2,40394,0,0
2022 - 2023,536 Somerset Independent,III,3,40394,0,0
2022 - 2023,536 Somerset Independent,III,4,45049,0,0
2022 - 2023,536 Somerset Independent,III,5,45049,0,0
2022 - 2023,536 Somerset Independent,III,6,45049,0,0
2022 - 2023,536 Somerset Independent,III,7,45049,0,0
2022 - 2023,536 Somerset Independent,III,8,45049,0,0
2022 - 2023,536 Somerset Independent,III,9,45049,0,0
2022 - 2023,536 Somerset Independent,III,10,50957,0,0
2022 - 2023,536 Somerset Independent,III,11,50957,0,0
2022 - 2023,536 Somerset Independent,III,12,50957,0,0
2022 - 2023,536 Somerset Independent,III,13,50957,0,0
2022 - 2023,536 Somerset Independent,III,14,50957,0,0
2022 - 2023,536 Somerset Independent,III,15,52736,0,0
2022 - 2023,536 Somerset Independent,III,16,52736,0,0
2022 - 2023,536 Somerset Independent,III,17,52376,0,0
2022 - 2023,536 Somerset Independent,III,18,52736,0,0
2022 - 2023,536 Somerset Independent,III,19,52736,0,0
2022 - 2023,536 Somerset Independent,III,20,53589,0,0
2022 - 2023,536 Somerset Independent,III,21,53589,0,0
2022 - 2023,536 Somerset Independent,III,22,53589,0,0
2022 - 2023,536 Somerset Independent,III,23,54326,0,0
2022 - 2023,536 Somerset Independent,III,24,54326,0,0
2022 - 2023,536 Somerset Independent,III,25,54326,0,0
2022 - 2023,536 Somerset Independent,III,26,54326,0,0
2022 - 2023,536 Somerset Independent,III,27,54326,0,0
2022 - 2023,536 Somerset Independent,III,28,54326,0,0
2022 - 2023,536 Somerset Independent,III,29,54326,0,0
2022 - 2023,536 Somerset Independent,III,30,54326,0,0
2022 - 2023,536 Somerset Independent,III,31,54326,0,0
2022 - 2023,536 Somerset Independent,III,32,54326,0,0
2022 - 2023,536 Somerset Independent,III,33,54326,0,0
2022 - 2023,536 Somerset Independent,III,34,54326,0,0
2022 - 2023,536 Somerset Independent,III,35,54326,0,0
2022 - 2023,536 Somerset Independent,III,36,54326,0,0
2022 - 2023,536 Somerset Independent,III,37,54326,0,0
2022 - 2023,536 Somerset Independent,III,38,54326,0,0
2022 - 2023,536 Somerset Independent,III,39,54326,0,0
2022 - 2023,536 Somerset Independent,III,40,54326,0,0
2022 - 2023,536 Somerset Independent,IV,0,35811,0,0
2022 - 2023,536 Somerset Independent,IV,1,35811,0,0
2022 - 2023,536 Somerset Independent,IV,2,35811,0,0
2022 - 2023,536 Somerset Independent,IV,3,35811,0,0
2022 - 2023,536 Somerset Independent,IV,4,35811,0,0
2022 - 2023,536 Somerset Independent,IV,5,35811,0,0
2022 - 2023,536 Somerset Independent,IV,6,35811,0,0
2022 - 2023,536 Somerset Independent,IV,7,35811,0,0
2022 - 2023,536 Somerset Independent,IV,8,35811,0,0
2022 - 2023,536 Somerset Independent,IV,9,35811,0,0
2022 - 2023,536 Somerset Independent,IV,10,35811,0,0
2022 - 2023,536 Somerset Independent,IV,11,35811,0,0
2022 - 2023,536 Somerset Independent,IV,12,35811,0,0
2022 - 2023,536 Somerset Independent,IV,13,35811,0,0
2022 - 2023,536 Somerset Independent,IV,14,35811,0,0
2022 - 2023,536 Somerset Independent,IV,15,35811,0,0
2022 - 2023,536 Somerset Independent,IV,16,35811,0,0
2022 - 2023,536 Somerset Independent,IV,17,35811,0,0
2022 - 2023,536 Somerset Independent,IV,18,35811,0,0
2022 - 2023,536 Somerset Independent,IV,19,35811,0,0
2022 - 2023,536 Somerset Independent,IV,20,35811,0,0
2022 - 2023,536 Somerset Independent,IV,21,35811,0,0
2022 - 2023,536 Somerset Independent,IV,22,35811,0,0
2022 - 2023,536 Somerset Independent,IV,23,35811,0,0
2022 - 2023,536 Somerset Independent,IV,24,35811,0,0
2022 - 2023,536 Somerset Independent,IV,25,35811,0,0
2022 - 2023,536 Somerset Independent,IV,26,35811,0,0
2022 - 2023,536 Somerset Independent,IV,27,35811,0,0
2022 - 2023,536 Somerset Independent,IV,28,35811,0,0
2022 - 2023,536 Somerset Independent,IV,29,35811,0,0
2022 - 2023,536 Somerset Independent,IV,30,35811,0,0
2022 - 2023,536 Somerset Independent,IV,31,35811,0,0
2022 - 2023,536 Somerset Independent,IV,32,35811,0,0
2022 - 2023,536 Somerset Independent,IV,33,35811,0,0
2022 - 2023,536 Somerset Independent,IV,34,35811,0,0
2022 - 2023,536 Somerset Independent,IV,35,35811,0,0
2022 - 2023,536 Somerset Independent,IV,36,35811,0,0
2022 - 2023,536 Somerset Independent,IV,37,35811,0,0
2022 - 2023,536 Somerset Independent,IV,38,35811,0,0
2022 - 2023,536 Somerset Independent,IV,39,35811,0,0
2022 - 2023,536 Somerset Independent,IV,40,35811,0,0
2022 - 2023,536 Somerset Independent,V,0,35811,0,0
2022 - 2023,536 Somerset Independent,V,1,35811,0,0
2022 - 2023,536 Somerset Independent,V,2,35811,0,0
2022 - 2023,536 Somerset Independent,V,3,35811,0,0
2022 - 2023,536 Somerset Independent,V,4,35811,0,0
2022 - 2023,536 Somerset Independent,V,5,35811,0,0
2022 - 2023,536 Somerset Independent,V,6,35811,0,0
2022 - 2023,536 Somerset Independent,V,7,35811,0,0
2022 - 2023,536 Somerset Independent,V,8,35811,0,0
2022 - 2023,536 Somerset Independent,V,9,35811,0,0
2022 - 2023,536 Somerset Independent,V,10,35811,0,0
2022 - 2023,536 Somerset Independent,V,11,35811,0,0
2022 - 2023,536 Somerset Independent,V,12,35811,0,0
2022 - 2023,536 Somerset Independent,V,13,35811,0,0
2022 - 2023,536 Somerset Independent,V,14,35811,0,0
2022 - 2023,536 Somerset Independent,V,15,35811,0,0
2022 - 2023,536 Somerset Independent,V,16,35811,0,0
2022 - 2023,536 Somerset Independent,V,17,35811,0,0
2022 - 2023,536 Somerset Independent,V,18,35811,0,0
2022 - 2023,536 Somerset Independent,V,19,35811,0,0
2022 - 2023,536 Somerset Independent,V,20,35811,0,0
2022 - 2023,536 Somerset Independent,V,21,35811,0,0
2022 - 2023,536 Somerset Independent,V,22,35811,0,0
2022 - 2023,536 Somerset Independent,V,23,35811,0,0
2022 - 2023,536 Somerset Independent,V,24,35811,0,0
2022 - 2023,536 Somerset Independent,V,25,35811,0,0
2022 - 2023,536 Somerset Independent,V,26,35811,0,0
2022 - 2023,536 Somerset Independent,V,27,35811,0,0
2022 - 2023,536 Somerset Independent,V,28,35811,0,0
2022 - 2023,536 Somerset Independent,V,29,35811,0,0
2022 - 2023,536 Somerset Independent,V,30,35811,0,0
2022 - 2023,536 Somerset Independent,V,31,35811,0,0
2022 - 2023,536 Somerset Independent,V,32,35811,0,0
2022 - 2023,536 Somerset Independent,V,33,35811,0,0
2022 - 2023,536 Somerset Independent,V,34,35811,0,0
2022 - 2023,536 Somerset Independent,V,35,35811,0,0
2022 - 2023,536 Somerset Independent,V,36,35811,0,0
2022 - 2023,536 Somerset Independent,V,37,35811,0,0
2022 - 2023,536 Somerset Independent,V,38,35811,0,0
2022 - 2023,536 Somerset Independent,V,39,35811,0,0
2022 - 2023,536 Somerset Independent,V,40,35811,0,0
2022 - 2023,537 Southgate Independent,I,0,47307.9,0,0
2022 - 2023,537 Southgate Independent,I,1,48154.56,0,0
2022 - 2023,537 Southgate Independent,I,2,49058.9,0,0
2022 - 2023,537 Southgate Independent,I,3,50025.04,0,0
2022 - 2023,537 Southgate Independent,I,4,51112.72,0,0
2022 - 2023,537 Southgate Independent,I,5,51958.35,0,0
2022 - 2023,537 Southgate Independent,I,6,52831.79,0,0
2022 - 2023,537 Southgate Independent,I,7,53736.13,0,0
2022 - 2023,537 Southgate Independent,I,8,54672.4,0,0
2022 - 2023,537 Southgate Independent,I,9,55638.54,0,0
2022 - 2023,537 Southgate Independent,I,10,56723.13,0,0
2022 - 2023,537 Southgate Independent,I,11,57098.05,0,0
2022 - 2023,537 Southgate Independent,I,12,57407.05,0,0
2022 - 2023,537 Southgate Independent,I,13,57758.28,0,0
2022 - 2023,537 Southgate Independent,I,14,58061.1,0,0
2022 - 2023,537 Southgate Independent,I,15,59392.89,0,0
2022 - 2023,537 Southgate Independent,I,16,59704.98,0,0
2022 - 2023,537 Southgate Independent,I,17,60182.9,0,0
2022 - 2023,537 Southgate Independent,I,18,60663.91,0,0
2022 - 2023,537 Southgate Independent,I,19,61149.04,0,0
2022 - 2023,537 Southgate Independent,I,20,61760.86,0,0
2022 - 2023,537 Southgate Independent,I,21,62131.66,0,0
2022 - 2023,537 Southgate Independent,I,22,62504.52,0,0
2022 - 2023,537 Southgate Independent,I,23,62879.44,0,0
2022 - 2023,537 Southgate Independent,I,24,63256.42,0,0
2022 - 2023,537 Southgate Independent,I,25,63888.84,0,0
2022 - 2023,537 Southgate Independent,I,26,64272,0,0
2022 - 2023,537 Southgate Independent,I,27,64658.25,0,0
2022 - 2023,537 Southgate Independent,I,28,65045.53,0,0
2022 - 2023,537 Southgate Independent,I,29,65435.9,0,0
2022 - 2023,537 Southgate Independent,I,30,65828.33,0,0
2022 - 2023,537 Southgate Independent,I,31,66486.61,0,0
2022 - 2023,537 Southgate Independent,I,32,67151.48,0,0
2022 - 2023,537 Southgate Independent,I,33,67823,0,0
2022 - 2023,537 Southgate Independent,I,34,68501.22,0,0
2022 - 2023,537 Southgate Independent,I,35,69186.24,0,0
2022 - 2023,537 Southgate Independent,I,36,69878.1,0,0
2022 - 2023,537 Southgate Independent,I,37,70576.88,0,0
2022 - 2023,537 Southgate Independent,I,38,71282.65,0,0
2022 - 2023,537 Southgate Independent,I,39,71995.48,0,0
2022 - 2023,537 Southgate Independent,I,40,72715.43,0,0
2022 - 2023,537 Southgate Independent,II,0,42980.87,0,0
2022 - 2023,537 Southgate Independent,II,1,43826.5,0,0
2022 - 2023,537 Southgate Independent,II,2,44734.96,0,0
2022 - 2023,537 Southgate Independent,II,3,45696.98,0,0
2022 - 2023,537 Southgate Independent,II,4,46786.72,0,0
2022 - 2023,537 Southgate Independent,II,5,47629.26,0,0
2022 - 2023,537 Southgate Independent,II,6,48505.79,0,0
2022 - 2023,537 Southgate Independent,II,7,49411.16,0,0
2022 - 2023,537 Southgate Independent,II,8,50345.37,0,0
2022 - 2023,537 Southgate Independent,II,9,51311.51,0,0
2022 - 2023,537 Southgate Independent,II,10,52401.25,0,0
2022 - 2023,537 Southgate Independent,II,11,52820.46,0,0
2022 - 2023,537 Southgate Independent,II,12,53242.76,0,0
2022 - 2023,537 Southgate Independent,II,13,53668.15,0,0
2022 - 2023,537 Southgate Independent,II,14,54097.66,0,0
2022 - 2023,537 Southgate Independent,II,15,54909.3,0,0
2022 - 2023,537 Southgate Independent,II,16,55349.11,0,0
2022 - 2023,537 Southgate Independent,II,17,55792.01,0,0
2022 - 2023,537 Southgate Independent,II,18,56238,0,0
2022 - 2023,537 Southgate Independent,II,19,56688.11,0,0
2022 - 2023,537 Southgate Independent,II,20,57254.61,0,0
2022 - 2023,537 Southgate Independent,II,21,57598.63,0,0
2022 - 2023,537 Southgate Independent,II,22,57943.68,0,0
2022 - 2023,537 Southgate Independent,II,23,58291.82,0,0
2022 - 2023,537 Southgate Independent,II,24,58640.99,0,0
2022 - 2023,537 Southgate Independent,II,25,59228.09,0,0
2022 - 2023,537 Southgate Independent,II,26,59583.44,0,0
2022 - 2023,537 Southgate Independent,II,27,59940.85,0,0
2022 - 2023,537 Southgate Independent,II,28,60300.32,0,0
2022 - 2023,537 Southgate Independent,II,29,60661.85,0,0
2022 - 2023,537 Southgate Independent,II,30,61025.44,0,0
2022 - 2023,537 Southgate Independent,II,31,61635.69,0,0
2022 - 2023,537 Southgate Independent,II,32,62252.05,0,0
2022 - 2023,537 Southgate Independent,II,33,62874.57,0,0
2022 - 2023,537 Southgate Independent,II,34,63503.32,0,0
2022 - 2023,537 Southgate Independent,II,35,64138.35,0,0
2022 - 2023,537 Southgate Independent,II,36,64779.73,0,0
2022 - 2023,537 Southgate Independent,II,37,65427.53,0,0
2022 - 2023,537 Southgate Independent,II,38,66081.81,0,0
2022 - 2023,537 Southgate Independent,II,39,66742.62,0,0
2022 - 2023,537 Southgate Independent,II,40,67410.05,0,0
2022 - 2023,537 Southgate Independent,III,0,39655,0,0
2022 - 2023,537 Southgate Independent,III,1,40448.1,0,0
2022 - 2023,537 Southgate Independent,III,2,41256.65,0,0
2022 - 2023,537 Southgate Independent,III,3,42082.71,0,0
2022 - 2023,537 Southgate Independent,III,4,42924.22,0,0
2022 - 2023,537 Southgate Independent,III,5,43782.21,0,0
2022 - 2023,537 Southgate Independent,III,6,44657.71,0,0
2022 - 2023,537 Southgate Independent,III,7,45550.72,0,0
2022 - 2023,537 Southgate Independent,III,8,46462.27,0,0
2022 - 2023,537 Southgate Independent,III,9,47391.33,0,0
2022 - 2023,537 Southgate Independent,III,10,48486.22,0,0
2022 - 2023,537 Southgate Independent,III,11,48777.71,0,0
2022 - 2023,537 Southgate Independent,III,12,49070.23,0,0
2022 - 2023,537 Southgate Independent,III,13,49364.81,0,0
2022 - 2023,537 Southgate Independent,III,14,49660.42,0,0
2022 - 2023,537 Southgate Independent,III,15,50654.37,0,0
2022 - 2023,537 Southgate Independent,III,16,50958.22,0,0
2022 - 2023,537 Southgate Independent,III,17,51264.13,0,0
2022 - 2023,537 Southgate Independent,III,18,51571.07,0,0
2022 - 2023,537 Southgate Independent,III,19,51881.1,0,0
2022 - 2023,537 Southgate Independent,III,20,52399.19,0,0
2022 - 2023,537 Southgate Independent,III,21,52713.34,0,0
2022 - 2023,537 Southgate Independent,III,22,53030.58,0,0
2022 - 2023,537 Southgate Independent,III,23,53347.82,0,0
2022 - 2023,537 Southgate Independent,III,24,53668.15,0,0
2022 - 2023,537 Southgate Independent,III,25,54204.78,0,0
2022 - 2023,537 Southgate Independent,III,26,54530.26,0,0
2022 - 2023,537 Southgate Independent,III,27,54857.8,0,0
2022 - 2023,537 Southgate Independent,III,28,55186.37,0,0
2022 - 2023,537 Southgate Independent,III,29,55518.03,0,0
2022 - 2023,537 Southgate Independent,III,30,55850.72,0,0
2022 - 2023,537 Southgate Independent,III,31,56409.23,0,0
2022 - 2023,537 Southgate Independent,III,32,56973.32,0,0
2022 - 2023,537 Southgate Independent,III,33,57543.05,0,0
2022 - 2023,537 Southgate Independent,III,34,58118.48,0,0
2022 - 2023,537 Southgate Independent,III,35,58699.67,0,0
2022 - 2023,537 Southgate Independent,III,36,59286.66,0,0
2022 - 2023,537 Southgate Independent,III,37,59879.53,0,0
2022 - 2023,537 Southgate Independent,III,38,60478.33,0,0
2022 - 2023,537 Southgate Independent,III,39,61083.11,0,0
2022 - 2023,537 Southgate Independent,III,40,61693.94,0,0
2022 - 2023,537 Southgate Independent,IV,0,38455,0,0
2022 - 2023,537 Southgate Independent,IV,1,38852,0,0
2022 - 2023,537 Southgate Independent,IV,2,39256,0,0
2022 - 2023,537 Southgate Independent,IV,3,39669,0,0
2022 - 2023,537 Southgate Independent,IV,4,40090,0,0
2022 - 2023,537 Southgate Independent,IV,5,40519,0,0
2022 - 2023,537 Southgate Independent,IV,6,40957,0,0
2022 - 2023,537 Southgate Independent,IV,7,41403,0,0
2022 - 2023,537 Southgate Independent,IV,8,41859,0,0
2022 - 2023,537 Southgate Independent,IV,9,42323,0,0
2022 - 2023,537 Southgate Independent,IV,10,42871,0,0
2022 - 2023,537 Southgate Independent,IV,11,43017,0,0
2022 - 2023,537 Southgate Independent,IV,12,43163,0,0
2022 - 2023,537 Southgate Independent,IV,13,43310,0,0
2022 - 2023,537 Southgate Independent,IV,14,43458,0,0
2022 - 2023,537 Southgate Independent,IV,15,43955,0,0
2022 - 2023,537 Southgate Independent,IV,16,44107,0,0
2022 - 2023,537 Southgate Independent,IV,17,44260,0,0
2022 - 2023,537 Southgate Independent,IV,18,44413,0,0
2022 - 2023,537 Southgate Independent,IV,19,44568,0,0
2022 - 2023,537 Southgate Independent,IV,20,44827,0,0
2022 - 2023,537 Southgate Independent,IV,21,44984,0,0
2022 - 2023,537 Southgate Independent,IV,22,45143,0,0
2022 - 2023,537 Southgate Independent,IV,23,45302,0,0
2022 - 2023,537 Southgate Independent,IV,24,45462,0,0
2022 - 2023,537 Southgate Independent,IV,25,45730,0,0
2022 - 2023,537 Southgate Independent,IV,26,45893,0,0
2022 - 2023,537 Southgate Independent,IV,27,46057,0,0
2022 - 2023,537 Southgate Independent,IV,28,46221,0,0
2022 - 2023,537 Southgate Independent,IV,29,46387,0,0
2022 - 2023,537 Southgate Independent,IV,30,46553,0,0
2022 - 2023,537 Southgate Independent,IV,31,46553,0,0
2022 - 2023,537 Southgate Independent,IV,32,46553,0,0
2022 - 2023,537 Southgate Independent,IV,33,46553,0,0
2022 - 2023,537 Southgate Independent,IV,34,46553,0,0
2022 - 2023,537 Southgate Independent,IV,35,46553,0,0
2022 - 2023,537 Southgate Independent,IV,36,46553,0,0
2022 - 2023,537 Southgate Independent,IV,37,46553,0,0
2022 - 2023,537 Southgate Independent,IV,38,46553,0,0
2022 - 2023,537 Southgate Independent,IV,39,46553,0,0
2022 - 2023,537 Southgate Independent,IV,40,46553,0,0
2022 - 2023,537 Southgate Independent,V,0,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,1,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,2,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,3,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,4,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,5,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,6,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,7,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,8,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,9,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,10,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,11,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,12,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,13,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,14,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,15,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,16,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,17,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,18,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,19,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,20,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,21,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,22,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,23,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,24,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,25,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,26,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,27,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,28,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,29,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,30,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,31,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,32,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,33,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,34,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,35,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,36,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,37,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,38,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,39,38337.63,0,0
2022 - 2023,537 Southgate Independent,V,40,38337.63,0,0
2022 - 2023,541 Spencer County,I,0,48867,0,0
2022 - 2023,541 Spencer County,I,1,49283,0,0
2022 - 2023,541 Spencer County,I,2,49708,0,0
2022 - 2023,541 Spencer County,I,3,50134,0,0
2022 - 2023,541 Spencer County,I,4,53738,0,0
2022 - 2023,541 Spencer County,I,5,54052,0,0
2022 - 2023,541 Spencer County,I,6,54278,0,0
2022 - 2023,541 Spencer County,I,7,54505,0,0
2022 - 2023,541 Spencer County,I,8,54729,0,0
2022 - 2023,541 Spencer County,I,9,54959,0,0
2022 - 2023,541 Spencer County,I,10,62036,0,0
2022 - 2023,541 Spencer County,I,11,62402,0,0
2022 - 2023,541 Spencer County,I,12,62590,0,0
2022 - 2023,541 Spencer County,I,13,62774,0,0
2022 - 2023,541 Spencer County,I,14,62958,0,0
2022 - 2023,541 Spencer County,I,15,65814,0,0
2022 - 2023,541 Spencer County,I,16,66061,0,0
2022 - 2023,541 Spencer County,I,17,66250,0,0
2022 - 2023,541 Spencer County,I,18,66433,0,0
2022 - 2023,541 Spencer County,I,19,66622,0,0
2022 - 2023,541 Spencer County,I,20,66814,0,0
2022 - 2023,541 Spencer County,I,21,67000,0,0
2022 - 2023,541 Spencer County,I,22,67190,0,0
2022 - 2023,541 Spencer County,I,23,67376,0,0
2022 - 2023,541 Spencer County,I,24,67744,0,0
2022 - 2023,541 Spencer County,I,25,68453,0,0
2022 - 2023,541 Spencer County,I,26,68778,0,0
2022 - 2023,541 Spencer County,I,27,69099,0,0
2022 - 2023,541 Spencer County,I,28,69626,0,0
2022 - 2023,541 Spencer County,I,29,70153,0,0
2022 - 2023,541 Spencer County,I,30,70826,0,0
2022 - 2023,541 Spencer County,I,31,70826,0,0
2022 - 2023,541 Spencer County,I,32,70826,0,0
2022 - 2023,541 Spencer County,I,33,70826,0,0
2022 - 2023,541 Spencer County,I,34,70826,0,0
2022 - 2023,541 Spencer County,I,35,70826,0,0
2022 - 2023,541 Spencer County,I,36,70826,0,0
2022 - 2023,541 Spencer County,I,37,70826,0,0
2022 - 2023,541 Spencer County,I,38,70826,0,0
2022 - 2023,541 Spencer County,I,39,70826,0,0
2022 - 2023,541 Spencer County,I,40,70826,0,0
2022 - 2023,541 Spencer County,II,0,44388,0,0
2022 - 2023,541 Spencer County,II,1,44782,0,0
2022 - 2023,541 Spencer County,II,2,45190,0,0
2022 - 2023,541 Spencer County,II,3,45598,0,0
2022 - 2023,541 Spencer County,II,4,49849,0,0
2022 - 2023,541 Spencer County,II,5,50194,0,0
2022 - 2023,541 Spencer County,II,6,50428,0,0
2022 - 2023,541 Spencer County,II,7,50663,0,0
2022 - 2023,541 Spencer County,II,8,50898,0,0
2022 - 2023,541 Spencer County,II,9,51133,0,0
2022 - 2023,541 Spencer County,II,10,57513,0,0
2022 - 2023,541 Spencer County,II,11,57864,0,0
2022 - 2023,541 Spencer County,II,12,58048,0,0
2022 - 2023,541 Spencer County,II,13,58236,0,0
2022 - 2023,541 Spencer County,II,14,58423,0,0
2022 - 2023,541 Spencer County,II,15,60760,0,0
2022 - 2023,541 Spencer County,II,16,60996,0,0
2022 - 2023,541 Spencer County,II,17,61181,0,0
2022 - 2023,541 Spencer County,II,18,61372,0,0
2022 - 2023,541 Spencer County,II,19,61555,0,0
2022 - 2023,541 Spencer County,II,20,61761,0,0
2022 - 2023,541 Spencer County,II,21,61949,0,0
2022 - 2023,541 Spencer County,II,22,62133,0,0
2022 - 2023,541 Spencer County,II,23,62322,0,0
2022 - 2023,541 Spencer County,II,24,62689,0,0
2022 - 2023,541 Spencer County,II,25,63373,0,0
2022 - 2023,541 Spencer County,II,26,63697,0,0
2022 - 2023,541 Spencer County,II,27,64019,0,0
2022 - 2023,541 Spencer County,II,28,64469,0,0
2022 - 2023,541 Spencer County,II,29,64919,0,0
2022 - 2023,541 Spencer County,II,30,65459,0,0
2022 - 2023,541 Spencer County,II,31,65459,0,0
2022 - 2023,541 Spencer County,II,32,65459,0,0
2022 - 2023,541 Spencer County,II,33,65459,0,0
2022 - 2023,541 Spencer County,II,34,65459,0,0
2022 - 2023,541 Spencer County,II,35,65459,0,0
2022 - 2023,541 Spencer County,II,36,65459,0,0
2022 - 2023,541 Spencer County,II,37,65459,0,0
2022 - 2023,541 Spencer County,II,38,65459,0,0
2022 - 2023,541 Spencer County,II,39,65459,0,0
2022 - 2023,541 Spencer County,II,40,65459,0,0
2022 - 2023,541 Spencer County,III,0,41657,0,0
2022 - 2023,541 Spencer County,III,1,42055,0,0
2022 - 2023,541 Spencer County,III,2,42463,0,0
2022 - 2023,541 Spencer County,III,3,42869,0,0
2022 - 2023,541 Spencer County,III,4,47442,0,0
2022 - 2023,541 Spencer County,III,5,47807,0,0
2022 - 2023,541 Spencer County,III,6,48062,0,0
2022 - 2023,541 Spencer County,III,7,48314,0,0
2022 - 2023,541 Spencer County,III,8,48567,0,0
2022 - 2023,541 Spencer County,III,9,48822,0,0
2022 - 2023,541 Spencer County,III,10,54247,0,0
2022 - 2023,541 Spencer County,III,11,54563,0,0
2022 - 2023,541 Spencer County,III,12,54742,0,0
2022 - 2023,541 Spencer County,III,13,54924,0,0
2022 - 2023,541 Spencer County,III,14,55103,0,0
2022 - 2023,541 Spencer County,III,15,57339,0,0
2022 - 2023,541 Spencer County,III,16,57570,0,0
2022 - 2023,541 Spencer County,III,17,57755,0,0
2022 - 2023,541 Spencer County,III,18,57940,0,0
2022 - 2023,541 Spencer County,III,19,58127,0,0
2022 - 2023,541 Spencer County,III,20,58323,0,0
2022 - 2023,541 Spencer County,III,21,58509,0,0
