Fiscal Year,District,Rank,Years,,I,II,III
2010 - 2011,156 Eminence Independent,I,7,,45743,0,0
2010 - 2011,156 Eminence Independent,I,8,,45949,0,0
2010 - 2011,156 Eminence Independent,I,9,,46078,0,0
2010 - 2011,156 Eminence Independent,I,10,,49542,0,0
2010 - 2011,156 Eminence Independent,I,11,,50647,0,0
2010 - 2011,156 Eminence Independent,I,12,,50814,0,0
2010 - 2011,156 Eminence Independent,I,13,,50987,0,0
2010 - 2011,156 Eminence Independent,I,14,,51155,0,0
2010 - 2011,156 Eminence Independent,I,15,,52122,0,0
2010 - 2011,156 Eminence Independent,I,16,,52261,0,0
2010 - 2011,156 Eminence Independent,I,17,,52434,0,0
2010 - 2011,156 Eminence Independent,I,18,,52608,0,0
2010 - 2011,156 Eminence Independent,I,19,,52778,0,0
2010 - 2011,156 Eminence Independent,I,20,,54379,0,0
2010 - 2011,156 Eminence Independent,I,21,,54565,0,0
2010 - 2011,156 Eminence Independent,I,22,,54731,0,0
2010 - 2011,156 Eminence Independent,I,23,,54911,0,0
2010 - 2011,156 Eminence Independent,I,24,,55085,0,0
2010 - 2011,156 Eminence Independent,I,25,,58196,0,0
2010 - 2011,156 Eminence Independent,I,26,,58472,0,0
2010 - 2011,156 Eminence Independent,I,27,,58749,0,0
2010 - 2011,156 Eminence Independent,I,28,,59027,0,0
2010 - 2011,156 Eminence Independent,I,29,,59306,0,0
2010 - 2011,156 Eminence Independent,I,30,,59869,0,0
2010 - 2011,156 Eminence Independent,I,31,,59869,0,0
2010 - 2011,156 Eminence Independent,I,32,,59869,0,0
2010 - 2011,156 Eminence Independent,I,33,,59869,0,0
2010 - 2011,156 Eminence Independent,I,34,,59869,0,0
2010 - 2011,156 Eminence Independent,I,35,,59869,0,0
2010 - 2011,156 Eminence Independent,I,36,,59869,0,0
2010 - 2011,156 Eminence Independent,I,37,,59869,0,0
2010 - 2011,156 Eminence Independent,I,38,,59869,0,0
2010 - 2011,156 Eminence Independent,I,39,,59869,0,0
2010 - 2011,156 Eminence Independent,I,40,,59869,0,0
2010 - 2011,156 Eminence Independent,II,0,,37131,0,0
2010 - 2011,156 Eminence Independent,II,1,,37312,0,0
2010 - 2011,156 Eminence Independent,II,2,,37467,0,0
2010 - 2011,156 Eminence Independent,II,3,,37641,0,0
2010 - 2011,156 Eminence Independent,II,4,,40344,0,0
2010 - 2011,156 Eminence Independent,II,5,,41232,0,0
2010 - 2011,156 Eminence Independent,II,6,,41390,0,0
2010 - 2011,156 Eminence Independent,II,7,,41568,0,0
2010 - 2011,156 Eminence Independent,II,8,,41735,0,0
2010 - 2011,156 Eminence Independent,II,9,,41905,0,0
2010 - 2011,156 Eminence Independent,II,10,,45426,0,0
2010 - 2011,156 Eminence Independent,II,11,,46421,0,0
2010 - 2011,156 Eminence Independent,II,12,,46570,0,0
2010 - 2011,156 Eminence Independent,II,13,,46744,0,0
2010 - 2011,156 Eminence Independent,II,14,,46919,0,0
2010 - 2011,156 Eminence Independent,II,15,,47853,0,0
2010 - 2011,156 Eminence Independent,II,16,,48006,0,0
2010 - 2011,156 Eminence Independent,II,17,,48174,0,0
2010 - 2011,156 Eminence Independent,II,18,,48343,0,0
2010 - 2011,156 Eminence Independent,II,19,,48494,0,0
2010 - 2011,156 Eminence Independent,II,20,,50037,0,0
2010 - 2011,156 Eminence Independent,II,21,,50181,0,0
2010 - 2011,156 Eminence Independent,II,22,,50379,0,0
2010 - 2011,156 Eminence Independent,II,23,,50552,0,0
2010 - 2011,156 Eminence Independent,II,24,,50711,0,0
2010 - 2011,156 Eminence Independent,II,25,,53603,0,0
2010 - 2011,156 Eminence Independent,II,26,,53856,0,0
2010 - 2011,156 Eminence Independent,II,27,,54109,0,0
2010 - 2011,156 Eminence Independent,II,28,,54366,0,0
2010 - 2011,156 Eminence Independent,II,29,,54622,0,0
2010 - 2011,156 Eminence Independent,II,30,,55139,0,0
2010 - 2011,156 Eminence Independent,II,31,,55139,0,0
2010 - 2011,156 Eminence Independent,II,32,,55139,0,0
2010 - 2011,156 Eminence Independent,II,33,,55139,0,0
2010 - 2011,156 Eminence Independent,II,34,,55139,0,0
2010 - 2011,156 Eminence Independent,II,35,,55139,0,0
2010 - 2011,156 Eminence Independent,II,36,,55139,0,0
2010 - 2011,156 Eminence Independent,II,37,,55139,0,0
2010 - 2011,156 Eminence Independent,II,38,,55139,0,0
2010 - 2011,156 Eminence Independent,II,39,,55139,0,0
2010 - 2011,156 Eminence Independent,II,40,,55139,0,0
2010 - 2011,156 Eminence Independent,III,0,,33641,0,0
2010 - 2011,156 Eminence Independent,III,1,,33796,0,0
2010 - 2011,156 Eminence Independent,III,2,,33974,0,0
2010 - 2011,156 Eminence Independent,III,3,,34132,0,0
2010 - 2011,156 Eminence Independent,III,4,,36908,0,0
2010 - 2011,156 Eminence Independent,III,5,,37731,0,0
2010 - 2011,156 Eminence Independent,III,6,,37890,0,0
2010 - 2011,156 Eminence Independent,III,7,,38058,0,0
2010 - 2011,156 Eminence Independent,III,8,,38232,0,0
2010 - 2011,156 Eminence Independent,III,9,,38385,0,0
2010 - 2011,156 Eminence Independent,III,10,,41986,0,0
2010 - 2011,156 Eminence Independent,III,11,,42903,0,0
2010 - 2011,156 Eminence Independent,III,12,,43093,0,0
2010 - 2011,156 Eminence Independent,III,13,,43232,0,0
2010 - 2011,156 Eminence Independent,III,14,,43408,0,0
2010 - 2011,156 Eminence Independent,III,15,,43840,0,0
2010 - 2011,156 Eminence Independent,III,16,,44509,0,0
2010 - 2011,156 Eminence Independent,III,17,,44663,0,0
2010 - 2011,156 Eminence Independent,III,18,,44825,0,0
2010 - 2011,156 Eminence Independent,III,19,,44999,0,0
2010 - 2011,156 Eminence Independent,III,20,,46440,0,0
2010 - 2011,156 Eminence Independent,III,21,,46608,0,0
2010 - 2011,156 Eminence Independent,III,22,,46776,0,0
2010 - 2011,156 Eminence Independent,III,23,,46938,0,0
2010 - 2011,156 Eminence Independent,III,24,,47105,0,0
2010 - 2011,156 Eminence Independent,III,25,,49742,0,0
2010 - 2011,156 Eminence Independent,III,26,,49973,0,0
2010 - 2011,156 Eminence Independent,III,27,,50209,0,0
2010 - 2011,156 Eminence Independent,III,28,,50443,0,0
2010 - 2011,156 Eminence Independent,III,29,,50682,0,0
2010 - 2011,156 Eminence Independent,III,30,,51154,0,0
2010 - 2011,156 Eminence Independent,III,31,,51154,0,0
2010 - 2011,156 Eminence Independent,III,32,,51154,0,0
2010 - 2011,156 Eminence Independent,III,33,,51154,0,0
2010 - 2011,156 Eminence Independent,III,34,,51154,0,0
2010 - 2011,156 Eminence Independent,III,35,,51154,0,0
2010 - 2011,156 Eminence Independent,III,36,,51154,0,0
2010 - 2011,156 Eminence Independent,III,37,,51154,0,0
2010 - 2011,156 Eminence Independent,III,38,,51154,0,0
2010 - 2011,156 Eminence Independent,III,39,,51154,0,0
2010 - 2011,156 Eminence Independent,III,40,,51154,0,0
2010 - 2011,156 Eminence Independent,IV,0,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,1,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,2,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,3,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,4,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,5,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,6,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,7,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,8,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,9,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,10,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,11,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,12,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,13,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,14,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,15,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,16,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,17,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,18,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,19,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,20,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,21,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,22,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,23,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,24,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,25,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,26,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,27,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,28,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,29,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,30,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,31,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,32,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,33,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,34,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,35,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,36,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,37,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,38,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,39,,33641,0,0
2010 - 2011,156 Eminence Independent,IV,40,,33641,0,0
2010 - 2011,156 Eminence Independent,V,0,,28030,0,0
2010 - 2011,156 Eminence Independent,V,1,,28030,0,0
2010 - 2011,156 Eminence Independent,V,2,,28030,0,0
2010 - 2011,156 Eminence Independent,V,3,,28030,0,0
2010 - 2011,156 Eminence Independent,V,4,,28030,0,0
2010 - 2011,156 Eminence Independent,V,5,,28030,0,0
2010 - 2011,156 Eminence Independent,V,6,,28030,0,0
2010 - 2011,156 Eminence Independent,V,7,,28030,0,0
2010 - 2011,156 Eminence Independent,V,8,,28030,0,0
2010 - 2011,156 Eminence Independent,V,9,,28030,0,0
2010 - 2011,156 Eminence Independent,V,10,,28030,0,0
2010 - 2011,156 Eminence Independent,V,11,,28030,0,0
2010 - 2011,156 Eminence Independent,V,12,,28030,0,0
2010 - 2011,156 Eminence Independent,V,13,,28030,0,0
2010 - 2011,156 Eminence Independent,V,14,,28030,0,0
2010 - 2011,156 Eminence Independent,V,15,,28030,0,0
2010 - 2011,156 Eminence Independent,V,16,,28030,0,0
2010 - 2011,156 Eminence Independent,V,17,,28030,0,0
2010 - 2011,156 Eminence Independent,V,18,,28030,0,0
2010 - 2011,156 Eminence Independent,V,19,,28030,0,0
2010 - 2011,156 Eminence Independent,V,20,,28030,0,0
2010 - 2011,156 Eminence Independent,V,21,,28030,0,0
2010 - 2011,156 Eminence Independent,V,22,,28030,0,0
2010 - 2011,156 Eminence Independent,V,23,,28030,0,0
2010 - 2011,156 Eminence Independent,V,24,,28030,0,0
2010 - 2011,156 Eminence Independent,V,25,,28030,0,0
2010 - 2011,156 Eminence Independent,V,26,,28030,0,0
2010 - 2011,156 Eminence Independent,V,27,,28030,0,0
2010 - 2011,156 Eminence Independent,V,28,,28030,0,0
2010 - 2011,156 Eminence Independent,V,29,,28030,0,0
2010 - 2011,156 Eminence Independent,V,30,,28030,0,0
2010 - 2011,156 Eminence Independent,V,31,,28030,0,0
2010 - 2011,156 Eminence Independent,V,32,,28030,0,0
2010 - 2011,156 Eminence Independent,V,33,,28030,0,0
2010 - 2011,156 Eminence Independent,V,34,,28030,0,0
2010 - 2011,156 Eminence Independent,V,35,,28030,0,0
2010 - 2011,156 Eminence Independent,V,36,,28030,0,0
2010 - 2011,156 Eminence Independent,V,37,,28030,0,0
2010 - 2011,156 Eminence Independent,V,38,,28030,0,0
2010 - 2011,156 Eminence Independent,V,39,,28030,0,0
2010 - 2011,156 Eminence Independent,V,40,,28030,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,0,,40889,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,1,,42160,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,2,,42969,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,3,,43968,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,4,,45172,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,5,,45773,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,6,,46580,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,7,,47386,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,8,,48193,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,9,,49000,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,10,,50067,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,11,,50428,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,12,,51020,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,13,,51612,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,14,,52202,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,15,,53040,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,16,,53432,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,17,,54072,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,18,,54711,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,19,,55347,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,20,,56248,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,21,,56629,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,22,,57267,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,23,,57905,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,24,,58546,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,25,,59461,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,26,,60207,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,27,,61234,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,28,,62553,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,29,,62553,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,30,,62553,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,31,,62553,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,32,,62553,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,33,,62553,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,34,,62553,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,35,,62553,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,36,,62553,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,37,,62553,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,38,,62553,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,39,,62553,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,I,40,,62553,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,0,,37296,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,1,,38455,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,2,,39627,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,3,,40972,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,4,,42512,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,5,,42989,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,6,,43659,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,7,,44332,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,8,,45005,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,9,,45677,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,10,,46561,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,11,,46926,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,12,,47499,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,13,,48076,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,14,,48654,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,15,,49471,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,16,,50024,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,17,,50807,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,18,,51588,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,19,,52368,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,20,,53397,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,21,,53551,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,22,,53952,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,23,,54355,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,24,,54757,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,25,,55417,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,26,,56187,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,27,,57212,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,28,,58510,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,29,,58510,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,30,,58510,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,31,,58510,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,32,,58510,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,33,,58510,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,34,,58510,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,35,,58510,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,36,,58510,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,37,,58510,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,38,,58510,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,39,,58510,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,II,40,,58510,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,0,,35099,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,1,,35559,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,2,,36629,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,3,,37859,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,4,,39267,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,5,,39568,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,6,,40047,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,7,,40527,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,8,,41008,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,9,,41487,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,10,,42160,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,11,,42323,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,12,,42676,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,13,,43031,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,14,,43387,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,15,,43940,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,16,,44589,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,17,,45438,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,18,,46289,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,19,,47140,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,20,,48211,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,21,,48606,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,22,,49222,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,23,,49839,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,24,,50454,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,25,,51375,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,26,,52202,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,27,,53268,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,28,,54585,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,29,,54585,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,30,,54585,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,31,,54585,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,32,,54585,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,33,,54585,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,34,,54585,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,35,,54585,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,36,,54585,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,37,,54585,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,38,,54585,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,39,,54585,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,III,40,,54585,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,0,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,1,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,2,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,3,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,4,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,5,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,6,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,7,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,8,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,9,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,10,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,11,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,12,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,13,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,14,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,15,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,16,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,17,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,18,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,19,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,20,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,21,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,22,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,23,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,24,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,25,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,26,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,27,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,28,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,29,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,30,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,31,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,32,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,33,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,34,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,35,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,36,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,37,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,38,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,39,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,IV,40,,28990,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,0,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,1,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,2,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,3,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,4,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,5,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,6,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,7,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,8,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,9,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,10,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,11,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,12,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,13,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,14,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,15,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,16,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,17,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,18,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,19,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,20,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,21,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,22,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,23,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,24,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,25,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,26,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,27,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,28,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,29,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,30,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,31,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,32,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,33,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,34,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,35,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,36,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,37,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,38,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,39,,27059,0,0
2010 - 2011,157 Erlanger-Elsmere Independent,V,40,,27059,0,0
2010 - 2011,161 Estill County,I,0,,42381,0,0
2010 - 2011,161 Estill County,I,1,,42996,0,0
2010 - 2011,161 Estill County,I,2,,43611,0,0
2010 - 2011,161 Estill County,I,3,,44226,0,0
2010 - 2011,161 Estill County,I,4,,46276,0,0
2010 - 2011,161 Estill County,I,5,,46832,0,0
2010 - 2011,161 Estill County,I,6,,47384,0,0
2010 - 2011,161 Estill County,I,7,,47938,0,0
2010 - 2011,161 Estill County,I,8,,48492,0,0
2010 - 2011,161 Estill County,I,9,,49047,0,0
2010 - 2011,161 Estill County,I,10,,51434,0,0
2010 - 2011,161 Estill County,I,11,,51830,0,0
2010 - 2011,161 Estill County,I,12,,52227,0,0
